#TSV
#============Begin of sheet============
@Sheet=PlaySkillInfo-摩托艇
skillid	level	技能描述	前置状态	跳转状态	IsTown	IsAngry	前置条件	前置条件参数1	前置条件参数2	group1	group2	group3	group4	FireModeName	SkillAttack	SkillAttrAttack	SkillSpecialAttack	AttackInfo	耐力	怒气	SP1	SP2	斩味消耗	技能启动时效果类型	start参数1	start参数2	eventname	技能触发效果类型	trigger参数1	trigger参数2	技能结束时效果类型	stop参数1	stop参数2	FSM处理类型	FSM处理参数	costshiji	param1
100020401	1	摩托艇加速				0													10					开启耐力衰减	5						结束耐力衰减						
100020402	1	奥义				1														10000																	
#============End of sheet============

#============Begin of sheet============
@Sheet=PlayerSkillInfo-双剑
skillid	level	技能描述	前置状态	跳转状态	IsTown	IsAngry	前置条件	前置条件参数1	前置条件参数2	group1	group2	group3	group4	FireModeName	SkillAttack	SkillAttrAttack	SkillSpecialAttack	SkillSpecialAttack_Poison	SkillSpecialAttack_Sleep	SkillSpecialAttack_Paraylze	SkillSpecialAttack_Dynamite	AttackInfo	耐力	怒气	SP1	SP2	斩味消耗	增加鬼人槽	技能启动时效果类型	start参数1	start参数2	eventname	技能触发效果类型	trigger参数1	trigger参数2	技能结束时效果类型	stop参数1	stop参数2	FSM处理类型	FSM处理参数
100705003	1	太刀武士道 冲刺 End				0																																		
100705004	1	（拔刀斩）太刀武士道 Attack-01				0				701	702	705		WE07_Bushido_Attack01	1	1	1	1	1	1	1	WE07_Bushido_Attack01						32	上Buff	10961		End	下Buff	10961		下Buff	10961			
100705004	1	（拔刀斩）太刀武士道 Attack-01				0				701	702	705																	上Buff	50702		End	下Buff	50702		下Buff	50702			
100705004	1	（拔刀斩）太刀武士道 Attack-01				0				701	702	705																	上Buff	10009		End	下Buff	10009		下Buff	10009			
100705005	1	（已出刀）太刀武士道 Attack-01				0					702	705		WE07_Bushido_Attack01	1	1	1	1	1	1	1	WE07_Bushido_Attack01						32	上Buff	10961		End	下Buff	10961		下Buff	10961			
100705005	1	（已出刀）太刀武士道 Attack-01				0					702	705																	上Buff	50702		End	下Buff	50702		下Buff	50702			
100705005	1	（已出刀）太刀武士道 Attack-01				0					702	705																	上Buff	10009		End	下Buff	10009		下Buff	10009			
100705006	1	太刀武士道 Attack-02				0						705		WE07_Bushido_Attack02	1	1.8	1	1	1	1	1	WE07_Bushido_Attack02			30				上Buff	10961		End	下Buff	10961		下Buff	10961			
100705006	1	太刀武士道 Attack-02				0						705																	上Buff	50702		End	下Buff	50702		下Buff	50702			
100705006	1	太刀武士道 Attack-02				0						705																	上Buff	10009		End	下Buff	10009		下Buff	10009			
100705007	1	太刀武士道 Attack-03				0						705		WE07_Bushido_Attack03	1	5	1	1	1	1	1	WE07_Bushido_Attack03										HIT	增加气刃槽等级							
100705007	1	太刀武士道 Attack-03				0						705																	上Buff	10961		End	下Buff	10961		下Buff	10961			
100705007	1	太刀武士道 Attack-03				0						705																	上Buff	50702		End	下Buff	50702		下Buff	50702			
100705007	1	太刀武士道 Attack-03				0						705																	上Buff	10009		End	下Buff	10009		下Buff	10009			
#============End of sheet============

#============Begin of sheet============
@Sheet=PlayerSkillInfo-弓
skillid	level	技能描述	前置状态	跳转状态	IsTown	IsAngry	前置条件	前置条件参数1	前置条件参数2	group1	group2	group3	group4	FireModeName	SkillAttack	SkillAttrAttack	SkillSpecialAttack	SkillSpecialAttack_Poison	SkillSpecialAttack_Sleep	SkillSpecialAttack_Paraylze	SkillSpecialAttack_Dynamite	AttackInfo	耐力	怒气	SP1	SP2	斩味消耗	技能启动时效果类型	start参数1	start参数2	eventname	技能触发效果类型	trigger参数1	trigger参数2	技能结束时效果类型	stop参数1	stop参数2	FSM处理类型	FSM处理参数
101000101	1	左键发射蓄力LV1				0	弓主箭蓄力	贯通LV1	1	1003	1002			GuanTongLV1	0.4	0.32	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000101	2	左键发射蓄力LV1				0	弓主箭蓄力	贯通LV2	1	1003	1002			GuanTongLV2	0.4	0.35	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000101	3	左键发射蓄力LV1				0	弓主箭蓄力	贯通LV3	1	1003	1002			GuanTongLV3	0.4	0.41	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000101	4	左键发射蓄力LV1				0	弓主箭蓄力	贯通LV4	1	1003	1002			GuanTongLV4	0.4	0.39	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000101	5	左键发射蓄力LV1				0	弓主箭蓄力	连射LV1	1	1004	1002			LianSheLV1	0.4	0.60	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000101	6	左键发射蓄力LV1				0	弓主箭蓄力	连射LV2	1	1004	1002			LianSheLV2	0.4	0.46	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000101	7	左键发射蓄力LV1				0	弓主箭蓄力	连射LV3	1	1004	1002			LianSheLV3	0.4	0.39	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000101	8	左键发射蓄力LV1				0	弓主箭蓄力	连射LV4	1	1004	1002			LianSheLV4	0.4	0.34	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000101	9	左键发射蓄力LV1				0	弓主箭蓄力	扩散LV1	1	1005	1002			KuoSanLV1	0.4	0.23	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000101	10	左键发射蓄力LV1				0	弓主箭蓄力	扩散LV2	1	1005	1002			KuoSanLV2	0.4	0.30	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000101	11	左键发射蓄力LV1				0	弓主箭蓄力	扩散LV3	1	1005	1002			KuoSanLV3	0.4	0.27	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000101	12	左键发射蓄力LV1				0	弓主箭蓄力	扩散LV4	1	1005	1002			KuoSanLV4	0.4	0.32	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000101	13	左键发射蓄力LV2				0	弓主箭蓄力	贯通LV1	2	1003	1002			GuanTongLV1	1	0.77	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000101	14	左键发射蓄力LV2				0	弓主箭蓄力	贯通LV2	2	1003	1002			GuanTongLV2	1	0.90	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000101	15	左键发射蓄力LV2				0	弓主箭蓄力	贯通LV3	2	1003	1002			GuanTongLV3	1	0.85	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000101	16	左键发射蓄力LV2				0	弓主箭蓄力	贯通LV4	2	1003	1002			GuanTongLV4	1	1.05	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000101	17	左键发射蓄力LV2				0	弓主箭蓄力	连射LV1	2	1004	1002			LianSheLV1	1	1.65	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000101	18	左键发射蓄力LV2				0	弓主箭蓄力	连射LV2	2	1004	1002			LianSheLV2	1	1.10	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000101	19	左键发射蓄力LV2				0	弓主箭蓄力	连射LV3	2	1004	1002			LianSheLV3	1	0.94	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000101	20	左键发射蓄力LV2				0	弓主箭蓄力	连射LV4	2	1004	1002			LianSheLV4	1	0.83	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000101	21	左键发射蓄力LV2				0	弓主箭蓄力	扩散LV1	2	1005	1002			KuoSanLV1	1	0.59	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000101	22	左键发射蓄力LV2				0	弓主箭蓄力	扩散LV2	2	1005	1002			KuoSanLV2	1	0.79	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000101	23	左键发射蓄力LV2				0	弓主箭蓄力	扩散LV3	2	1005	1002			KuoSanLV3	1	0.67	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000101	24	左键发射蓄力LV2				0	弓主箭蓄力	扩散LV4	2	1005	1002			KuoSanLV4	1	0.80	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000101	25	左键发射蓄力LV3				0	弓主箭蓄力	贯通LV1	3	1003	1002			GuanTongLV1	1.5	1.17	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	26	左键发射蓄力LV3				0	弓主箭蓄力	贯通LV2	3	1003	1002			GuanTongLV2	1.5	1.21	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	27	左键发射蓄力LV3				0	弓主箭蓄力	贯通LV3	3	1003	1002			GuanTongLV3	1.5	1.37	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	28	左键发射蓄力LV3				0	弓主箭蓄力	贯通LV4	3	1003	1002			GuanTongLV4	1.5	1.37	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	29	左键发射蓄力LV3				0	弓主箭蓄力	连射LV1	3	1004	1002			LianSheLV1	1.5	2.28	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	30	左键发射蓄力LV3				0	弓主箭蓄力	连射LV2	3	1004	1002			LianSheLV2	1.5	1.67	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	31	左键发射蓄力LV3				0	弓主箭蓄力	连射LV3	3	1004	1002			LianSheLV3	1.5	1.39	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	32	左键发射蓄力LV3				0	弓主箭蓄力	连射LV4	3	1004	1002			LianSheLV4	1.5	1.24	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	33	左键发射蓄力LV3				0	弓主箭蓄力	扩散LV1	3	1005	1002			KuoSanLV1	1.5	0.87	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	34	左键发射蓄力LV3				0	弓主箭蓄力	扩散LV2	3	1005	1002			KuoSanLV2	1.5	1.13	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	35	左键发射蓄力LV3				0	弓主箭蓄力	扩散LV3	3	1005	1002			KuoSanLV3	1.5	1.01	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	36	左键发射蓄力LV4				0	弓主箭蓄力	扩散LV4	3	1005	1002			KuoSanLV4	1.5	1.18	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	37	左键发射蓄力LV4				0	弓主箭蓄力	贯通LV1	4	1003	1002			GuanTongLV1	2	1.46	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	38	左键发射蓄力LV4				0	弓主箭蓄力	贯通LV2	4	1003	1002			GuanTongLV2	2	1.79	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	39	左键发射蓄力LV4				0	弓主箭蓄力	贯通LV3	4	1003	1002			GuanTongLV3	2	1.76	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	40	左键发射蓄力LV4				0	弓主箭蓄力	贯通LV4	4	1003	1002			GuanTongLV4	2	1.98	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	41	左键发射蓄力LV4				0	弓主箭蓄力	连射LV1	4	1004	1002			LianSheLV1	2	3.20	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	42	左键发射蓄力LV4				0	弓主箭蓄力	连射LV2	4	1004	1002			LianSheLV2	2	2.04	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	43	左键发射蓄力LV4				0	弓主箭蓄力	连射LV3	4	1004	1002			LianSheLV3	2	1.85	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	44	左键发射蓄力LV4				0	弓主箭蓄力	连射LV4	4	1004	1002			LianSheLV4	2	1.71	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	45	左键发射蓄力LV4				0	弓主箭蓄力	扩散LV1	4	1005	1002			KuoSanLV1	2	1.11	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	46	左键发射蓄力LV4				0	弓主箭蓄力	扩散LV2	4	1005	1002			KuoSanLV2	2	1.47	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	47	左键发射蓄力LV4				0	弓主箭蓄力	扩散LV3	4	1005	1002			KuoSanLV3	2	1.31	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000101	48	左键发射蓄力LV4				0	弓主箭蓄力	扩散LV4	4	1005	1002			KuoSanLV4	2	1.56	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	1	转身射击 蓄力LV1				0	弓主箭蓄力	贯通LV1	1	1003	1002			GuanTongLV1	0.4	0.32	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000104	1	转身射击 蓄力LV1				0	存在Buff	19000000	1	1003	1002																												
101000104	2	转身射击 蓄力LV1				0	弓主箭蓄力	贯通LV2	1	1003	1002			GuanTongLV2	0.4	0.35	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000104	2	转身射击 蓄力LV1				0	存在Buff	19000000	1	1003	1002																												
101000104	3	转身射击 蓄力LV1				0	弓主箭蓄力	贯通LV3	1	1003	1002			GuanTongLV3	0.4	0.41	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000104	3	转身射击 蓄力LV1				0	存在Buff	19000000	1	1003	1002																												
101000104	4	转身射击 蓄力LV1				0	弓主箭蓄力	贯通LV4	1	1003	1002			GuanTongLV4	0.4	0.39	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000104	4	转身射击 蓄力LV1				0	存在Buff	19000000	1	1003	1002																												
101000104	5	转身射击 蓄力LV1				0	弓主箭蓄力	连射LV1	1	1004	1002			LianSheLV1	0.4	0.60	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000104	5	转身射击 蓄力LV1				0	存在Buff	19000000	1	1004	1002																												
101000104	6	转身射击 蓄力LV1				0	弓主箭蓄力	连射LV2	1	1004	1002			LianSheLV2	0.4	0.46	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000104	6	转身射击 蓄力LV1				0	存在Buff	19000000	1	1004	1002																												
101000104	7	转身射击 蓄力LV1				0	弓主箭蓄力	连射LV3	1	1004	1002			LianSheLV3	0.4	0.39	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000104	7	转身射击 蓄力LV1				0	存在Buff	19000000	1	1004	1002																												
101000104	8	转身射击 蓄力LV1				0	弓主箭蓄力	连射LV4	1	1004	1002			LianSheLV4	0.4	0.34	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000104	8	转身射击 蓄力LV1				0	存在Buff	19000000	1	1004	1002																												
101000104	9	转身射击 蓄力LV1				0	弓主箭蓄力	扩散LV1	1	1005	1002			KuoSanLV1	0.4	0.23	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000104	9	转身射击 蓄力LV1				0	存在Buff	19000000	1	1005	1002																												
101000104	10	转身射击 蓄力LV1				0	弓主箭蓄力	扩散LV2	1	1005	1002			KuoSanLV2	0.4	0.30	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000104	10	转身射击 蓄力LV1				0	存在Buff	19000000	1	1005	1002																												
101000104	11	转身射击 蓄力LV1				0	弓主箭蓄力	扩散LV3	1	1005	1002			KuoSanLV3	0.4	0.27	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000104	11	转身射击 蓄力LV1				0	存在Buff	19000000	1	1005	1002																												
101000104	12	转身射击 蓄力LV1				0	弓主箭蓄力	扩散LV4	1	1005	1002			KuoSanLV4	0.4	0.32	1	1	1	1	1					当前瓶		弓瓶槽累积	4										
101000104	12	转身射击 蓄力LV1				0	存在Buff	19000000	1	1005	1002																												
101000104	13	转身射击 蓄力LV2				0	弓主箭蓄力	贯通LV1	2	1003	1002			GuanTongLV1	1	0.77	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000104	13	转身射击 蓄力LV2				0	存在Buff	19000000	2	1003	1002																												
101000104	14	转身射击 蓄力LV2				0	弓主箭蓄力	贯通LV2	2	1003	1002			GuanTongLV2	1	0.90	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000104	14	转身射击 蓄力LV2				0	存在Buff	19000000	2	1003	1002																												
101000104	15	转身射击 蓄力LV2				0	弓主箭蓄力	贯通LV3	2	1003	1002			GuanTongLV3	1	0.85	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000104	15	转身射击 蓄力LV2				0	存在Buff	19000000	2	1003	1002																												
101000104	16	转身射击 蓄力LV2				0	弓主箭蓄力	贯通LV4	2	1003	1002			GuanTongLV4	1	1.05	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000104	16	转身射击 蓄力LV2				0	存在Buff	19000000	2	1003	1002																												
101000104	17	转身射击 蓄力LV2				0	弓主箭蓄力	连射LV1	2	1004	1002			LianSheLV1	1	1.65	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000104	17	转身射击 蓄力LV2				0	存在Buff	19000000	2	1004	1002																												
101000104	18	转身射击 蓄力LV2				0	弓主箭蓄力	连射LV2	2	1004	1002			LianSheLV2	1	1.10	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000104	18	转身射击 蓄力LV2				0	存在Buff	19000000	2	1004	1002																												
101000104	19	转身射击 蓄力LV2				0	弓主箭蓄力	连射LV3	2	1004	1002			LianSheLV3	1	0.94	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000104	19	转身射击 蓄力LV2				0	存在Buff	19000000	2	1004	1002																												
101000104	20	转身射击 蓄力LV2				0	弓主箭蓄力	连射LV4	2	1004	1002			LianSheLV4	1	0.83	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000104	20	转身射击 蓄力LV2				0	存在Buff	19000000	2	1004	1002																												
101000104	21	转身射击 蓄力LV2				0	弓主箭蓄力	扩散LV1	2	1005	1002			KuoSanLV1	1	0.59	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000104	21	转身射击 蓄力LV2				0	存在Buff	19000000	2	1005	1002																												
101000104	22	转身射击 蓄力LV2				0	弓主箭蓄力	扩散LV2	2	1005	1002			KuoSanLV2	1	0.79	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000104	22	转身射击 蓄力LV2				0	存在Buff	19000000	2	1005	1002																												
101000104	23	转身射击 蓄力LV2				0	弓主箭蓄力	扩散LV3	2	1005	1002			KuoSanLV3	1	0.67	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000104	23	转身射击 蓄力LV2				0	存在Buff	19000000	2	1005	1002																												
101000104	24	转身射击 蓄力LV2				0	弓主箭蓄力	扩散LV4	2	1005	1002			KuoSanLV4	1	0.80	1	1	1	1	1					当前瓶		弓瓶槽累积	6										
101000104	24	转身射击 蓄力LV2				0	存在Buff	19000000	2	1005	1002																												
101000104	25	转身射击 蓄力LV3				0	弓主箭蓄力	贯通LV1	3	1003	1002			GuanTongLV1	1.5	1.17	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	25	转身射击 蓄力LV3				0	存在Buff	19000000	3	1003	1002																												
101000104	26	转身射击 蓄力LV3				0	弓主箭蓄力	贯通LV2	3	1003	1002			GuanTongLV2	1.5	1.21	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	26	转身射击 蓄力LV3				0	存在Buff	19000000	3	1003	1002																												
101000104	27	转身射击 蓄力LV3				0	弓主箭蓄力	贯通LV3	3	1003	1002			GuanTongLV3	1.5	1.37	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	27	转身射击 蓄力LV3				0	存在Buff	19000000	3	1003	1002																												
101000104	28	转身射击 蓄力LV3				0	弓主箭蓄力	贯通LV4	3	1003	1002			GuanTongLV4	1.5	1.37	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	28	转身射击 蓄力LV3				0	存在Buff	19000000	3	1003	1002																												
101000104	29	转身射击 蓄力LV3				0	弓主箭蓄力	连射LV1	3	1004	1002			LianSheLV1	1.5	2.28	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	29	转身射击 蓄力LV3				0	存在Buff	19000000	3	1004	1002																												
101000104	30	转身射击 蓄力LV3				0	弓主箭蓄力	连射LV2	3	1004	1002			LianSheLV2	1.5	1.67	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	30	转身射击 蓄力LV3				0	存在Buff	19000000	3	1004	1002																												
101000104	31	转身射击 蓄力LV3				0	弓主箭蓄力	连射LV3	3	1004	1002			LianSheLV3	1.5	1.39	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	31	转身射击 蓄力LV3				0	存在Buff	19000000	3	1004	1002																												
101000104	32	转身射击 蓄力LV3				0	弓主箭蓄力	连射LV4	3	1004	1002			LianSheLV4	1.5	1.24	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	32	转身射击 蓄力LV3				0	存在Buff	19000000	3	1004	1002																												
101000104	33	转身射击 蓄力LV3				0	弓主箭蓄力	扩散LV1	3	1005	1002			KuoSanLV1	1.5	0.87	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	33	转身射击 蓄力LV3				0	存在Buff	19000000	3	1005	1002																												
101000104	34	转身射击 蓄力LV3				0	弓主箭蓄力	扩散LV2	3	1005	1002			KuoSanLV2	1.5	1.13	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	34	转身射击 蓄力LV3				0	存在Buff	19000000	3	1005	1002																												
101000104	35	转身射击 蓄力LV3				0	弓主箭蓄力	扩散LV3	3	1005	1002			KuoSanLV3	1.5	1.01	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	35	转身射击 蓄力LV3				0	存在Buff	19000000	3	1005	1002																												
101000104	36	转身射击 蓄力LV3				0	弓主箭蓄力	扩散LV4	3	1005	1002			KuoSanLV4	1.5	1.18	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	36	转身射击 蓄力LV3				0	存在Buff	19000000	3	1005	1002																												
101000104	37	转身射击 蓄力LV4				0	弓主箭蓄力	贯通LV1	4	1003	1002			GuanTongLV1	2	1.46	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	37	转身射击 蓄力LV4				0	存在Buff	19000000	4	1003	1002																												
101000104	38	转身射击 蓄力LV4				0	弓主箭蓄力	贯通LV2	4	1003	1002			GuanTongLV2	2	1.79	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	38	转身射击 蓄力LV4				0	存在Buff	19000000	4	1003	1002																												
101000104	39	转身射击 蓄力LV4				0	弓主箭蓄力	贯通LV3	4	1003	1002			GuanTongLV3	2	1.76	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	39	转身射击 蓄力LV4				0	存在Buff	19000000	4	1003	1002																												
101000104	40	转身射击 蓄力LV4				0	弓主箭蓄力	贯通LV4	4	1003	1002			GuanTongLV4	2	1.98	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	40	转身射击 蓄力LV4				0	存在Buff	19000000	4	1003	1002																												
101000104	41	转身射击 蓄力LV4				0	弓主箭蓄力	连射LV1	4	1004	1002			LianSheLV1	2	3.20	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	41	转身射击 蓄力LV4				0	存在Buff	19000000	4	1004	1002																												
101000104	42	转身射击 蓄力LV4				0	弓主箭蓄力	连射LV2	4	1004	1002			LianSheLV2	2	2.04	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	42	转身射击 蓄力LV4				0	存在Buff	19000000	4	1004	1002																												
101000104	43	转身射击 蓄力LV4				0	弓主箭蓄力	连射LV3	4	1004	1002			LianSheLV3	2	1.85	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	43	转身射击 蓄力LV4				0	存在Buff	19000000	4	1004	1002																												
101000104	44	转身射击 蓄力LV4				0	弓主箭蓄力	连射LV4	4	1004	1002			LianSheLV4	2	1.71	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	44	转身射击 蓄力LV4				0	存在Buff	19000000	4	1004	1002																												
101000104	45	转身射击 蓄力LV4				0	弓主箭蓄力	扩散LV1	4	1005	1002			KuoSanLV1	2	1.11	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	45	转身射击 蓄力LV4				0	存在Buff	19000000	4	1005	1002																												
101000104	46	转身射击 蓄力LV4				0	弓主箭蓄力	扩散LV2	4	1005	1002			KuoSanLV2	2	1.47	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	46	转身射击 蓄力LV4				0	存在Buff	19000000	4	1005	1002																												
101000104	47	转身射击 蓄力LV4				0	弓主箭蓄力	扩散LV3	4	1005	1002			KuoSanLV3	2	1.31	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	47	转身射击 蓄力LV4				0	存在Buff	19000000	4	1005	1002																												
101000104	48	转身射击 蓄力LV4				0	弓主箭蓄力	扩散LV4	4	1005	1002			KuoSanLV4	2	1.56	1	1	1	1	1					当前瓶		弓瓶槽累积	10										
101000104	48	转身射击 蓄力LV4				0	存在Buff	19000000	4	1005	1002																												
101000105	1	（天赋）转身射击 蓄力LV1				0	弓主箭蓄力	贯通LV1	1	1003	1002	1		GuanTongLV1	0.4	0.32	1	1	1	1	1					当前瓶		弓瓶槽累积	4		DodgeStart	上Buff	15000000		下Buff	15000000			
101000105	1	（天赋）转身射击 蓄力LV1				0	存在Buff	19100003		1003	1002	1																			DodgeEnd	下Buff	15000000						
101000105	2	（天赋）转身射击 蓄力LV1				0	弓主箭蓄力	贯通LV2	1	1003	1002	1		GuanTongLV2	0.4	0.35	1	1	1	1	1					当前瓶		弓瓶槽累积	4		DodgeStart	上Buff	15000000		下Buff	15000000			
101000105	2	（天赋）转身射击 蓄力LV1				0	存在Buff	19100003		1003	1002	1																			DodgeEnd	下Buff	15000000						
101000105	3	（天赋）转身射击 蓄力LV1				0	弓主箭蓄力	贯通LV3	1	1003	1002	1		GuanTongLV3	0.4	0.41	1	1	1	1	1					当前瓶		弓瓶槽累积	4		DodgeStart	上Buff	15000000		下Buff	15000000			
101000105	3	（天赋）转身射击 蓄力LV1				0	存在Buff	19100003		1003	1002	1																			DodgeEnd	下Buff	15000000						
101000105	4	（天赋）转身射击 蓄力LV1				0	弓主箭蓄力	贯通LV4	1	1003	1002	1		GuanTongLV4	0.4	0.39	1	1	1	1	1					当前瓶		弓瓶槽累积	4		DodgeStart	上Buff	15000000		下Buff	15000000			
101000105	4	（天赋）转身射击 蓄力LV1				0	存在Buff	19100003		1003	1002	1																			DodgeEnd	下Buff	15000000						
101000105	5	（天赋）转身射击 蓄力LV1				0	弓主箭蓄力	连射LV1	1	1004	1002	1		LianSheLV1	0.4	0.60	1	1	1	1	1					当前瓶		弓瓶槽累积	4		DodgeStart	上Buff	15000000		下Buff	15000000			
101000105	5	（天赋）转身射击 蓄力LV1				0	存在Buff	19100003		1004	1002	1																			DodgeEnd	下Buff	15000000						
101000105	6	（天赋）转身射击 蓄力LV1				0	弓主箭蓄力	连射LV2	1	1004	1002	1		LianSheLV2	0.4	0.46	1	1	1	1	1					当前瓶		弓瓶槽累积	4		DodgeStart	上Buff	15000000		下Buff	15000000			
101000105	6	（天赋）转身射击 蓄力LV1				0	存在Buff	19100003		1004	1002	1																			DodgeEnd	下Buff	15000000						
101000105	7	（天赋）转身射击 蓄力LV1				0	弓主箭蓄力	连射LV3	1	1004	1002	1		LianSheLV3	0.4	0.39	1	1	1	1	1					当前瓶		弓瓶槽累积	4		DodgeStart	上Buff	15000000		下Buff	15000000			
101000105	7	（天赋）转身射击 蓄力LV1				0	存在Buff	19100003		1004	1002	1																			DodgeEnd	下Buff	15000000						
101000105	8	（天赋）转身射击 蓄力LV1				0	弓主箭蓄力	连射LV4	1	1004	1002	1		LianSheLV4	0.4	0.34	1	1	1	1	1					当前瓶		弓瓶槽累积	4		DodgeStart	上Buff	15000000		下Buff	15000000			
101000105	8	（天赋）转身射击 蓄力LV1				0	存在Buff	19100003		1004	1002	1																			DodgeEnd	下Buff	15000000						
