#TSV
#============Begin of sheet============
@Sheet=时装武器
总表ID	物品名称	说明	物品等级	稀有度	图标ID	离开副本是否保留	RANK	物品主类	物品中类	物品子类	绑定类型	拥有上限	携带上限	堆叠上限	农场精算点数	可否摧毁	购买价格	出售价格	是否商城道具	可否分解	物品过期时间	物品过期Tag	模型资源(男)	模型资源(女)	角色等级需求	种族需求	星级职业需求	星级等级需求	需求技能1ID	需求技能1等级MIN	需求技能1等级MAX	需求技能2ID	需求技能2等级MIN	需求技能2等级MAX	猎团等级需求	宠物等级需求	宠物类型需求	性别需求	近远程类型	攻击力	回旋镖物理攻击系数	防御力	生命力	会心等级	行动力	观察力	负荷力	最大斩味值	红色斩味数值	橙色斩味数值	黄色斩味数值	绿色斩味数值	蓝色斩味数值	白色斩味数值	紫色斩味数值	铜色斩味数值	银色斩味数值	金色斩味数值	水属性攻击力	火属性攻击力	雷属性攻击力	龙属性攻击力	冰属性攻击力	毒附加	眠附加	麻附加	爆破附加	水耐性	火耐性	雷耐性	龙耐性	冰耐性	附加属性基因1ID	附加属性基因2ID	附加属性基因3ID	附加属性基因4ID	附加属性基因5ID	附加属性基因6ID	可否被偷窃	装备被动技1ID	值1	装备被动技2ID	值2	装备被动技3ID	值3	装备被动技4ID	值4	装备被动技5ID	值5	装备被动技6ID	值6	排序参数	商城索引ID	解绑道具	解绑道具数量
92137	雪山飞喵武器	艾露7天时装<BR>不管多高的雪山，我都要飞越过去！	1	4	ep_p_up_003_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701331	701331	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92138	雪山飞喵武器	艾露30天时装<BR>不管多高的雪山，我都要飞越过去！	1	4	ep_p_up_003_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701331	701331	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92139	雪山飞喵武器	艾露365天时装<BR>不管多高的雪山，我都要飞越过去！	1	4	ep_p_up_003_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701331	701331	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92140	雪山飞喵武器	艾露永久时装<BR>不管多高的雪山，我都要飞越过去！	1	4	ep_p_up_003_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701331	701331	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92141	潜艇喵武器	艾露7天时装<BR>白胡子船长为了实现人生的梦想，探寻更多的美味，而度身定做的潜艇。	1	4	ep_p_ma_036_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701351	701351	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92142	潜艇喵武器	艾露30天时装<BR>白胡子船长为了实现人生的梦想，探寻更多的美味，而度身定做的潜艇。	1	4	ep_p_ma_036_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701351	701351	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92143	潜艇喵武器	艾露365天时装<BR>白胡子船长为了实现人生的梦想，探寻更多的美味，而度身定做的潜艇。	1	4	ep_p_ma_036_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701351	701351	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92144	潜艇喵武器	艾露永久时装<BR>白胡子船长为了实现人生的梦想，探寻更多的美味，而度身定做的潜艇。	1	4	ep_p_ma_036_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701351	701351	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92145	飞碟喵武器	艾露7天时装<BR>搭乘神秘的喵喵飞碟前来助阵的喵星人。拥有可爱造型和绚丽灯光的飞碟，上天入地无所不能。	1	4	ep_p_ma_037_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701361	701361	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92146	飞碟喵武器	艾露30天时装<BR>搭乘神秘的喵喵飞碟前来助阵的喵星人。拥有可爱造型和绚丽灯光的飞碟，上天入地无所不能。	1	4	ep_p_ma_037_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701361	701361	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92147	飞碟喵武器	艾露365天时装<BR>搭乘神秘的喵喵飞碟前来助阵的喵星人。拥有可爱造型和绚丽灯光的飞碟，上天入地无所不能。	1	4	ep_p_ma_037_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701361	701361	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92148	飞碟喵武器	艾露永久时装<BR>搭乘神秘的喵喵飞碟前来助阵的喵星人。拥有可爱造型和绚丽灯光的飞碟，上天入地无所不能。	1	4	ep_p_ma_037_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701361	701361	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92149	二哈喵武器	艾露7天时装<BR>以超人气哈士奇狗狗为原型，为艾露猫量身定制的时装，集呆萌于一身，颇受猎人们的青睐。	1	4	ep_p_ma_039_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701381	701381	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92150	二哈喵武器	艾露30天时装<BR>以超人气哈士奇狗狗为原型，为艾露猫量身定制的时装，集呆萌于一身，颇受猎人们的青睐。	1	4	ep_p_ma_039_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701381	701381	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92151	二哈喵武器	艾露365天时装<BR>以超人气哈士奇狗狗为原型，为艾露猫量身定制的时装，集呆萌于一身，颇受猎人们的青睐。	1	4	ep_p_ma_039_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701381	701381	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92152	二哈喵武器	艾露永久时装<BR>以超人气哈士奇狗狗为原型，为艾露猫量身定制的时装，集呆萌于一身，颇受猎人们的青睐。	1	4	ep_p_ma_039_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701381	701381	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92153	战机喵武器	艾露7天时装<BR>专为艾露喵打造的可爱战机，萌萌的飞行艾露喵们英气逼人，仿佛能够翱翔天际无所不能。	1	4	ep_p_ma_035_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701391	701391	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92154	战机喵武器	艾露30天时装<BR>专为艾露喵打造的可爱战机，萌萌的飞行艾露喵们英气逼人，仿佛能够翱翔天际无所不能。	1	4	ep_p_ma_035_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701391	701391	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92155	战机喵武器	艾露365天时装<BR>专为艾露喵打造的可爱战机，萌萌的飞行艾露喵们英气逼人，仿佛能够翱翔天际无所不能。	1	4	ep_p_ma_035_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701391	701391	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92156	战机喵武器	艾露永久时装<BR>专为艾露喵打造的可爱战机，萌萌的飞行艾露喵们英气逼人，仿佛能够翱翔天际无所不能。	1	4	ep_p_ma_035_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701391	701391	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92157	瑶光喵武器	艾露7天时装<BR>龙人遗迹中发现的奇特艾露装甲，可爱的艾露们在超文明世界中也非常活跃。	1	4	ep_p_ma_040_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701371	701371	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92158	瑶光喵武器	艾露30天时装<BR>龙人遗迹中发现的奇特艾露装甲，可爱的艾露们在超文明世界中也非常活跃。	1	4	ep_p_ma_040_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701371	701371	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92159	瑶光喵武器	艾露365天时装<BR>龙人遗迹中发现的奇特艾露装甲，可爱的艾露们在超文明世界中也非常活跃。	1	4	ep_p_ma_040_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701371	701371	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92160	瑶光喵武器	艾露永久时装<BR>龙人遗迹中发现的奇特艾露装甲，可爱的艾露们在超文明世界中也非常活跃。	1	4	ep_p_ma_040_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701371	701371	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92161	渔夫喵武器	艾露7天时装<BR>艾露们出海捕鱼时的特色装束，别致的大鱼造型能够大幅增加海洋生物的亲和度。	1	4	ep_p_ma_021_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701401	701401	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92162	渔夫喵武器	艾露30天时装<BR>艾露们出海捕鱼时的特色装束，别致的大鱼造型能够大幅增加海洋生物的亲和度。	1	4	ep_p_ma_021_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701401	701401	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92163	渔夫喵武器	艾露365天时装<BR>艾露们出海捕鱼时的特色装束，别致的大鱼造型能够大幅增加海洋生物的亲和度。	1	4	ep_p_ma_021_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701401	701401	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92164	渔夫喵武器	艾露永久时装<BR>艾露们出海捕鱼时的特色装束，别致的大鱼造型能够大幅增加海洋生物的亲和度。	1	4	ep_p_ma_021_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701401	701401	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92165	水手喵武器	艾露7天时装<BR>跟随主人远征西龙洋的水手喵。海蓝色的制服加上远洋制式装备，让水手喵能够在大海上大显身手。	1	4	ep_p_ma_031_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701411	701411	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92166	水手喵武器	艾露30天时装<BR>跟随主人远征西龙洋的水手喵。海蓝色的制服加上远洋制式装备，让水手喵能够在大海上大显身手。	1	4	ep_p_ma_031_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701411	701411	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92167	水手喵武器	艾露365天时装<BR>跟随主人远征西龙洋的水手喵。海蓝色的制服加上远洋制式装备，让水手喵能够在大海上大显身手。	1	4	ep_p_ma_031_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701411	701411	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92168	水手喵武器	艾露永久时装<BR>跟随主人远征西龙洋的水手喵。海蓝色的制服加上远洋制式装备，让水手喵能够在大海上大显身手。	1	4	ep_p_ma_031_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701411	701411	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92169	蝴蝶喵武器	艾露7天时装<BR>闪烁着靓丽色彩的蝴蝶与艾露猫完美的结合为一体，宛若仙子降临人间，似梦似幻。	1	4	ep_p_ma_041_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701421	701421	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92170	蝴蝶喵武器	艾露30天时装<BR>闪烁着靓丽色彩的蝴蝶与艾露猫完美的结合为一体，宛若仙子降临人间，似梦似幻。	1	4	ep_p_ma_041_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701421	701421	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92171	蝴蝶喵武器	艾露365天时装<BR>闪烁着靓丽色彩的蝴蝶与艾露猫完美的结合为一体，宛若仙子降临人间，似梦似幻。	1	4	ep_p_ma_041_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701421	701421	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92172	蝴蝶喵武器	艾露永久时装<BR>闪烁着靓丽色彩的蝴蝶与艾露猫完美的结合为一体，宛若仙子降临人间，似梦似幻。	1	4	ep_p_ma_041_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701421	701421	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92173	海贼喵武器	艾露7天时装<BR>胖肚哈迪同款，海盗船长最忠实的跟班，大海上最值得信赖的同伴，向着海贼王的宝藏，扬帆起航！喵~	1	4	ep_p_ma_042_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701431	701431	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92174	海贼喵武器	艾露30天时装<BR>胖肚哈迪同款，海盗船长最忠实的跟班，大海上最值得信赖的同伴，向着海贼王的宝藏，扬帆起航！喵~	1	4	ep_p_ma_042_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701431	701431	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92175	海贼喵武器	艾露365天时装<BR>胖肚哈迪同款，海盗船长最忠实的跟班，大海上最值得信赖的同伴，向着海贼王的宝藏，扬帆起航！喵~	1	4	ep_p_ma_042_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701431	701431	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92176	海贼喵武器	艾露永久时装<BR>胖肚哈迪同款，海盗船长最忠实的跟班，大海上最值得信赖的同伴，向着海贼王的宝藏，扬帆起航！喵~	1	4	ep_p_ma_042_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701431	701431	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92177	喵道夫武器	艾露7天时装<BR>戴上可爱鹿角帽，身着麋鹿小棉袄，这就是人见人爱的圣诞喵道夫。	1	4	ep_p_ma_043_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701441	701441	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92178	喵道夫武器	艾露30天时装<BR>戴上可爱鹿角帽，身着麋鹿小棉袄，这就是人见人爱的圣诞喵道夫。	1	4	ep_p_ma_043_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701441	701441	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92179	喵道夫武器	艾露365天时装<BR>戴上可爱鹿角帽，身着麋鹿小棉袄，这就是人见人爱的圣诞喵道夫。	1	4	ep_p_ma_043_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701441	701441	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92180	喵道夫武器	艾露永久时装<BR>戴上可爱鹿角帽，身着麋鹿小棉袄，这就是人见人爱的圣诞喵道夫。	1	4	ep_p_ma_043_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701441	701441	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92181	龙舟喵武器	艾露7天时装<BR>又是一年端午时，情浓粽飘香。艾露猫头戴粽叶，脚踏龙舟，也来凑凑热闹。	1	4	ep_p_ma_013_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701451	701451	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92182	龙舟喵武器	艾露30天时装<BR>又是一年端午时，情浓粽飘香。艾露猫头戴粽叶，脚踏龙舟，也来凑凑热闹。	1	4	ep_p_ma_013_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701451	701451	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92183	龙舟喵武器	艾露365天时装<BR>又是一年端午时，情浓粽飘香。艾露猫头戴粽叶，脚踏龙舟，也来凑凑热闹。	1	4	ep_p_ma_013_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701451	701451	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92184	龙舟喵武器	艾露永久时装<BR>又是一年端午时，情浓粽飘香。艾露猫头戴粽叶，脚踏龙舟，也来凑凑热闹。	1	4	ep_p_ma_013_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701451	701451	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92185	牛队友武器	艾露7天时装<BR>猪队友坑你吐血，牛队友带你超神。在东方神话中，正是得此黄牛帮助，牛郎才娶得天仙织女。	1	4	ep_p_ma_044_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701461	701461	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92186	牛队友武器	艾露30天时装<BR>猪队友坑你吐血，牛队友带你超神。在东方神话中，正是得此黄牛帮助，牛郎才娶得天仙织女。	1	4	ep_p_ma_044_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701461	701461	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
