#TSV
#============Begin of sheet============
@Sheet=EquipRelation
装备ID	关联属性1	关联属性2	关联属性3	关联属性4	关联属性5	关联属性6	随机关联属性组1	概率1	随机关联属性组2	概率2	随机关联属性组3	概率3	随机关联属性组4	概率4	随机关联属性组5	概率5	随机关联属性组6	概率6
75000	0	0	0	0	0	0	1	100	2	5		0	0	0	0	0	0	0
75001	0	0	0	0	0	0	1	100	2	5		0						
75002	0	0	0	0	0	0	1	100	2	5		0						
75003	0	0	0	0	0	0	1	100	2	5		0						
75004	0	0	0	0	0	0	1	100	2	5		0						
75005	0	0	0	0	0	0	1	100	2	5		0						
75006	0	0	0	0	0	0	1	100	2	5		0						
75007	0	0	0	0	0	0	1	100	2	5		0						
75008	0	0	0	0	0	0	1	100	2	5		0						
75009	0	0	0	0	0	0	1	100	2	10		0						
75010	0	0	0	0	0	0	1	100	2	10		0						
75011	0	0	0	0	0	0	1	100	2	10		0						
75012	0	0	0	0	0	0	1	100	2	10		0						
75013	0	0	0	0	0	0	1	100	2	10		0						
75014	0	0	0	0	0	0	1	100	2	10		0						
75015	0	0	0	0	0	0	1	100	2	10		0						
75016	0	0	0	0	0	0	1	100	2	10		0						
75017	0	0	0	0	0	0	1	100	2	10		0						
75018	0	0	0	0	0	0	1	100	2	10		0						
75019	0	0	0	0	0	0	1	100	2	10		0						
75020	0	0	0	0	0	0	1	100	2	10		0						
75021	0	0	0	0	0	0	1	100	2	20		0						
75022	0	0	0	0	0	0	1	100	2	5		0						
75023	0	0	0	0	0	0	1	100	2	5		0						
75024	0	0	0	0	0	0	1	100	2	5		0						
75025	0	0	0	0	0	0	1	100	2	5		0						
75026	0	0	0	0	0	0	1	100	2	5		0						
75027	0	0	0	0	0	0	1	100	2	5		0						
75028	0	0	0	0	0	0	1	100	2	5		0						
75029	0	0	0	0	0	0	1	100	2	5		0						
75030	0	0	0	0	0	0	1	100	2	5		0						
75031	0	0	0	0	0	0	1	100	2	10		0						
75032	0	0	0	0	0	0	1	100	2	10		0						
75033	0	0	0	0	0	0	1	100	2	10		0						
75034	0	0	0	0	0	0	1	100	2	10		0						
75035	0	0	0	0	0	0	1	100	2	10		0						
75036	0	0	0	0	0	0	1	100	2	10		0						
75037	0	0	0	0	0	0	1	100	2	10		0						
75038	0	0	0	0	0	0	1	100	2	10		0						
75039	0	0	0	0	0	0	1	100	2	10		0						
75040	0	0	0	0	0	0	1	100	2	10		0						
75041	0	0	0	0	0	0	1	100	2	10		0						
75042	0	0	0	0	0	0	1	100	2	10		0						
75043	0	0	0	0	0	0	1	100	2	20		0						
75044	0	0	0	0	0	0	1	100	2	15		0						
#============End of sheet============

#============Begin of sheet============
@Sheet=EquipRelationAttr
关联属性编号	关联属性组	关联属性概率	生效条件类型	生效条件参数1	生效条件参数2	效果BUFF1	效果BUFF2	效果BUFF3	效果BUFF4	效果BUFF5	属性名称	属性说明	index	装备（R2）	远程（R2）
567	1	400	2	66	12						榴弹LV1+2	【毒弹追加】超过12，获得效果：榴弹LV1+2	76		
568	1	400	2	69	6						榴弹LV1+2	【采集】超过6，获得效果：榴弹LV1+2	76		
569	1	400	2	70	12						榴弹LV1+2	【散射强化】超过12，获得效果：榴弹LV1+2	76		
570	1	400	2	74	6						榴弹LV1+2	【猎人生活】超过6，获得效果：榴弹LV1+2	76		
571	1	200	2	5	7						榴弹LV1/2装填数+2	【速食】超过7，获得效果：榴弹LV1/2装填数+2	77		
572	1	200	2	9	18						榴弹LV1/2装填数+2	【千里眼】超过18，获得效果：榴弹LV1/2装填数+2	77		
573	1	200	2	11	13						榴弹LV1/2装填数+2	【观察眼】超过13，获得效果：榴弹LV1/2装填数+2	77		
574	1	200	2	15	13						榴弹LV1/2装填数+2	【回复力】超过13，获得效果：榴弹LV1/2装填数+2	77		
575	1	200	2	19	18						榴弹LV1/2装填数+2	【加护】超过18，获得效果：榴弹LV1/2装填数+2	77		
576	1	200	2	20	7						榴弹LV1/2装填数+2	【全抗增加】超过7，获得效果：榴弹LV1/2装填数+2	77		
577	1	200	2	23	18						榴弹LV1/2装填数+2	【气候】超过18，获得效果：榴弹LV1/2装填数+2	77		
578	1	200	2	25	13						榴弹LV1/2装填数+2	【一起吃】超过13，获得效果：榴弹LV1/2装填数+2	77		
579	1	200	2	28	18						榴弹LV1/2装填数+2	【饥饿感】超过18，获得效果：榴弹LV1/2装填数+2	77		
580	1	200	2	29	13						榴弹LV1/2装填数+2	【体术】超过13，获得效果：榴弹LV1/2装填数+2	77		
581	1	200	2	35	13						榴弹LV1/2装填数+2	【团队之星】超过13，获得效果：榴弹LV1/2装填数+2	77		
582	1	200	2	36	13						榴弹LV1/2装填数+2	【高速设置】超过13，获得效果：榴弹LV1/2装填数+2	77		
583	1	200	2	37	13						榴弹LV1/2装填数+2	【通常弹强化】超过13，获得效果：榴弹LV1/2装填数+2	77		
584	1	200	2	38	13						榴弹LV1/2装填数+2	【震地减轻】超过13，获得效果：榴弹LV1/2装填数+2	77		
585	1	200	2	39	18						榴弹LV1/2装填数+2	【强韧】超过18，获得效果：榴弹LV1/2装填数+2	77		
586	1	200	2	40	13						榴弹LV1/2装填数+2	【荷尔蒙】超过13，获得效果：榴弹LV1/2装填数+2	77		
587	1	200	2	42	13						榴弹LV1/2装填数+2	【眠弹追加】超过13，获得效果：榴弹LV1/2装填数+2	77		
588	1	200	2	43	13						榴弹LV1/2装填数+2	【气息】超过13，获得效果：榴弹LV1/2装填数+2	77		
589	1	200	2	47	13						榴弹LV1/2装填数+2	【耐力回复】超过13，获得效果：榴弹LV1/2装填数+2	77		
590	1	200	2	49	13						榴弹LV1/2装填数+2	【麻弹追加】超过13，获得效果：榴弹LV1/2装填数+2	77		
591	1	200	2	50	13						榴弹LV1/2装填数+2	【根性】超过13，获得效果：榴弹LV1/2装填数+2	77		
592	1	200	2	51	13						榴弹LV1/2装填数+2	【挑战者】超过13，获得效果：榴弹LV1/2装填数+2	77		
593	1	200	2	52	13						榴弹LV1/2装填数+2	【抗菌】超过13，获得效果：榴弹LV1/2装填数+2	77		
594	1	200	2	55	11						榴弹LV1/2装填数+2	【耐泥雪】超过11，获得效果：榴弹LV1/2装填数+2	77		
595	1	200	2	61	13						榴弹LV1/2装填数+2	【广域化】超过13，获得效果：榴弹LV1/2装填数+2	77		
596	1	200	2	63	13						榴弹LV1/2装填数+2	【贯通强化】超过13，获得效果：榴弹LV1/2装填数+2	77		
597	1	200	2	66	13						榴弹LV1/2装填数+2	【毒弹追加】超过13，获得效果：榴弹LV1/2装填数+2	77		
598	1	200	2	69	7						榴弹LV1/2装填数+2	【采集】超过7，获得效果：榴弹LV1/2装填数+2	77		
599	1	200	2	70	13						榴弹LV1/2装填数+2	【散射强化】超过13，获得效果：榴弹LV1/2装填数+2	77		
600	1	200	2	74	7						榴弹LV1/2装填数+2	【猎人生活】超过7，获得效果：榴弹LV1/2装填数+2	77		
601	1	100	2	5	8						榴弹LV1/2/3装填数+2	【速食】超过8，获得效果：榴弹LV1/2/3装填数+2	78		
602	1	100	2	9	19						榴弹LV1/2/3装填数+2	【千里眼】超过19，获得效果：榴弹LV1/2/3装填数+2	78		
603	1	100	2	11	14						榴弹LV1/2/3装填数+2	【观察眼】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
604	1	100	2	15	14						榴弹LV1/2/3装填数+2	【回复力】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
605	1	100	2	19	19						榴弹LV1/2/3装填数+2	【加护】超过19，获得效果：榴弹LV1/2/3装填数+2	78		
606	1	100	2	20	8						榴弹LV1/2/3装填数+2	【全抗增加】超过8，获得效果：榴弹LV1/2/3装填数+2	78		
607	1	100	2	23	19						榴弹LV1/2/3装填数+2	【气候】超过19，获得效果：榴弹LV1/2/3装填数+2	78		
608	1	100	2	25	14						榴弹LV1/2/3装填数+2	【一起吃】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
609	1	100	2	28	19						榴弹LV1/2/3装填数+2	【饥饿感】超过19，获得效果：榴弹LV1/2/3装填数+2	78		
610	1	100	2	29	14						榴弹LV1/2/3装填数+2	【体术】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
611	1	100	2	35	14						榴弹LV1/2/3装填数+2	【团队之星】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
612	1	100	2	36	14						榴弹LV1/2/3装填数+2	【高速设置】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
613	1	100	2	37	14						榴弹LV1/2/3装填数+2	【通常弹强化】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
614	1	100	2	38	14						榴弹LV1/2/3装填数+2	【震地减轻】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
615	1	100	2	39	19						榴弹LV1/2/3装填数+2	【强韧】超过19，获得效果：榴弹LV1/2/3装填数+2	78		
616	1	100	2	40	14						榴弹LV1/2/3装填数+2	【荷尔蒙】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
617	1	100	2	42	14						榴弹LV1/2/3装填数+2	【眠弹追加】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
618	1	100	2	43	14						榴弹LV1/2/3装填数+2	【气息】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
619	1	100	2	47	14						榴弹LV1/2/3装填数+2	【耐力回复】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
620	1	100	2	49	14						榴弹LV1/2/3装填数+2	【麻弹追加】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
621	1	100	2	50	14						榴弹LV1/2/3装填数+2	【根性】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
622	1	100	2	51	14						榴弹LV1/2/3装填数+2	【挑战者】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
623	1	100	2	52	14						榴弹LV1/2/3装填数+2	【抗菌】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
624	1	100	2	55	12						榴弹LV1/2/3装填数+2	【耐泥雪】超过12，获得效果：榴弹LV1/2/3装填数+2	78		
625	1	100	2	61	14						榴弹LV1/2/3装填数+2	【广域化】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
626	1	100	2	63	14						榴弹LV1/2/3装填数+2	【贯通强化】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
627	1	100	2	66	14						榴弹LV1/2/3装填数+2	【毒弹追加】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
628	1	100	2	69	8						榴弹LV1/2/3装填数+2	【采集】超过8，获得效果：榴弹LV1/2/3装填数+2	78		
629	1	100	2	70	14						榴弹LV1/2/3装填数+2	【散射强化】超过14，获得效果：榴弹LV1/2/3装填数+2	78		
630	1	100	2	74	8						榴弹LV1/2/3装填数+2	【猎人生活】超过8，获得效果：榴弹LV1/2/3装填数+2	78		
631	1	400	2	5	6						风压（小）无效	【速食】超过6，获得效果：风压（小）无效	110		
632	1	400	2	9	17						风压（小）无效	【千里眼】超过17，获得效果：风压（小）无效	110		
633	1	400	2	11	12						风压（小）无效	【观察眼】超过12，获得效果：风压（小）无效	110		
634	1	400	2	15	12						风压（小）无效	【回复力】超过12，获得效果：风压（小）无效	110		
635	1	400	2	19	17						风压（小）无效	【加护】超过17，获得效果：风压（小）无效	110		
636	1	400	2	20	6						风压（小）无效	【全抗增加】超过6，获得效果：风压（小）无效	110		
637	1	400	2	23	17						风压（小）无效	【气候】超过17，获得效果：风压（小）无效	110		
638	1	400	2	25	12						风压（小）无效	【一起吃】超过12，获得效果：风压（小）无效	110		
639	1	400	2	28	17						风压（小）无效	【饥饿感】超过17，获得效果：风压（小）无效	110		
640	1	400	2	29	12						风压（小）无效	【体术】超过12，获得效果：风压（小）无效	110		
641	1	400	2	35	12						风压（小）无效	【团队之星】超过12，获得效果：风压（小）无效	110		
642	1	400	2	36	12						风压（小）无效	【高速设置】超过12，获得效果：风压（小）无效	110		
643	1	400	2	37	12						风压（小）无效	【通常弹强化】超过12，获得效果：风压（小）无效	110		
644	1	400	2	38	12						风压（小）无效	【震地减轻】超过12，获得效果：风压（小）无效	110		
645	1	400	2	39	17						风压（小）无效	【强韧】超过17，获得效果：风压（小）无效	110		
646	1	400	2	40	12						风压（小）无效	【荷尔蒙】超过12，获得效果：风压（小）无效	110		
647	1	400	2	42	12						风压（小）无效	【眠弹追加】超过12，获得效果：风压（小）无效	110		
648	1	400	2	43	12						风压（小）无效	【气息】超过12，获得效果：风压（小）无效	110		
649	1	400	2	47	12						风压（小）无效	【耐力回复】超过12，获得效果：风压（小）无效	110		
650	1	400	2	49	12						风压（小）无效	【麻弹追加】超过12，获得效果：风压（小）无效	110		
651	1	400	2	50	12						风压（小）无效	【根性】超过12，获得效果：风压（小）无效	110		
652	1	400	2	51	12						风压（小）无效	【挑战者】超过12，获得效果：风压（小）无效	110		
653	1	400	2	52	12						风压（小）无效	【抗菌】超过12，获得效果：风压（小）无效	110		
654	1	400	2	55	10						风压（小）无效	【耐泥雪】超过10，获得效果：风压（小）无效	110		
655	1	400	2	61	12						风压（小）无效	【广域化】超过12，获得效果：风压（小）无效	110		
656	1	400	2	63	12						风压（小）无效	【贯通强化】超过12，获得效果：风压（小）无效	110		
657	1	400	2	66	12						风压（小）无效	【毒弹追加】超过12，获得效果：风压（小）无效	110		
658	1	400	2	69	6						风压（小）无效	【采集】超过6，获得效果：风压（小）无效	110		
659	1	400	2	70	12						风压（小）无效	【散射强化】超过12，获得效果：风压（小）无效	110		
660	1	400	2	74	6						风压（小）无效	【猎人生活】超过6，获得效果：风压（小）无效	110		
661	1	200	2	5	7						风压（大）无效	【速食】超过7，获得效果：风压（大）无效	111		
662	1	200	2	9	18						风压（大）无效	【千里眼】超过18，获得效果：风压（大）无效	111		
663	1	200	2	11	13						风压（大）无效	【观察眼】超过13，获得效果：风压（大）无效	111		
664	1	200	2	15	13						风压（大）无效	【回复力】超过13，获得效果：风压（大）无效	111		
665	1	200	2	19	18						风压（大）无效	【加护】超过18，获得效果：风压（大）无效	111		
666	1	200	2	20	7						风压（大）无效	【全抗增加】超过7，获得效果：风压（大）无效	111		
667	1	200	2	23	18						风压（大）无效	【气候】超过18，获得效果：风压（大）无效	111		
668	1	200	2	25	13						风压（大）无效	【一起吃】超过13，获得效果：风压（大）无效	111		
669	1	200	2	28	18						风压（大）无效	【饥饿感】超过18，获得效果：风压（大）无效	111		
670	1	200	2	29	13						风压（大）无效	【体术】超过13，获得效果：风压（大）无效	111		
671	1	200	2	35	13						风压（大）无效	【团队之星】超过13，获得效果：风压（大）无效	111		
672	1	200	2	36	13						风压（大）无效	【高速设置】超过13，获得效果：风压（大）无效	111		
673	1	200	2	37	13						风压（大）无效	【通常弹强化】超过13，获得效果：风压（大）无效	111		
674	1	200	2	38	13						风压（大）无效	【震地减轻】超过13，获得效果：风压（大）无效	111		
675	1	200	2	39	18						风压（大）无效	【强韧】超过18，获得效果：风压（大）无效	111		
676	1	200	2	40	13						风压（大）无效	【荷尔蒙】超过13，获得效果：风压（大）无效	111		
677	1	200	2	42	13						风压（大）无效	【眠弹追加】超过13，获得效果：风压（大）无效	111		
678	1	200	2	43	13						风压（大）无效	【气息】超过13，获得效果：风压（大）无效	111		
679	1	200	2	47	13						风压（大）无效	【耐力回复】超过13，获得效果：风压（大）无效	111		
680	1	200	2	49	13						风压（大）无效	【麻弹追加】超过13，获得效果：风压（大）无效	111		
681	1	200	2	50	13						风压（大）无效	【根性】超过13，获得效果：风压（大）无效	111		
682	1	200	2	51	13						风压（大）无效	【挑战者】超过13，获得效果：风压（大）无效	111		
683	1	200	2	52	13						风压（大）无效	【抗菌】超过13，获得效果：风压（大）无效	111		
684	1	200	2	55	11						风压（大）无效	【耐泥雪】超过11，获得效果：风压（大）无效	111		
685	1	200	2	61	13						风压（大）无效	【广域化】超过13，获得效果：风压（大）无效	111		
686	1	200	2	63	13						风压（大）无效	【贯通强化】超过13，获得效果：风压（大）无效	111		
687	1	200	2	66	13						风压（大）无效	【毒弹追加】超过13，获得效果：风压（大）无效	111		
688	1	200	2	69	7						风压（大）无效	【采集】超过7，获得效果：风压（大）无效	111		
689	1	200	2	70	13						风压（大）无效	【散射强化】超过13，获得效果：风压（大）无效	111		
690	1	200	2	74	7						风压（大）无效	【猎人生活】超过7，获得效果：风压（大）无效	111		
691	1	100	2	5	8						龙风压无效	【速食】超过8，获得效果：龙风压无效	112		
692	1	100	2	9	19						龙风压无效	【千里眼】超过19，获得效果：龙风压无效	112		
693	1	100	2	11	14						龙风压无效	【观察眼】超过14，获得效果：龙风压无效	112		
694	1	100	2	15	14						龙风压无效	【回复力】超过14，获得效果：龙风压无效	112		
695	1	100	2	19	19						龙风压无效	【加护】超过19，获得效果：龙风压无效	112		
696	1	100	2	20	8						龙风压无效	【全抗增加】超过8，获得效果：龙风压无效	112		
697	1	100	2	23	19						龙风压无效	【气候】超过19，获得效果：龙风压无效	112		
698	1	100	2	25	14						龙风压无效	【一起吃】超过14，获得效果：龙风压无效	112		
699	1	100	2	28	19						龙风压无效	【饥饿感】超过19，获得效果：龙风压无效	112		
700	1	100	2	29	14						龙风压无效	【体术】超过14，获得效果：龙风压无效	112		
701	1	100	2	35	14						龙风压无效	【团队之星】超过14，获得效果：龙风压无效	112		
702	1	100	2	36	14						龙风压无效	【高速设置】超过14，获得效果：龙风压无效	112		
703	1	100	2	37	14						龙风压无效	【通常弹强化】超过14，获得效果：龙风压无效	112		
704	1	100	2	38	14						龙风压无效	【震地减轻】超过14，获得效果：龙风压无效	112		
705	1	100	2	39	19						龙风压无效	【强韧】超过19，获得效果：龙风压无效	112		
706	1	100	2	40	14						龙风压无效	【荷尔蒙】超过14，获得效果：龙风压无效	112		
707	1	100	2	42	14						龙风压无效	【眠弹追加】超过14，获得效果：龙风压无效	112		
708	1	100	2	43	14						龙风压无效	【气息】超过14，获得效果：龙风压无效	112		
709	1	100	2	47	14						龙风压无效	【耐力回复】超过14，获得效果：龙风压无效	112		
710	1	100	2	49	14						龙风压无效	【麻弹追加】超过14，获得效果：龙风压无效	112		
711	1	100	2	50	14						龙风压无效	【根性】超过14，获得效果：龙风压无效	112		
712	1	100	2	51	14						龙风压无效	【挑战者】超过14，获得效果：龙风压无效	112		
713	1	100	2	52	14						龙风压无效	【抗菌】超过14，获得效果：龙风压无效	112		
714	1	100	2	55	12						龙风压无效	【耐泥雪】超过12，获得效果：龙风压无效	112		
715	1	100	2	61	14						龙风压无效	【广域化】超过14，获得效果：龙风压无效	112		
716	1	100	2	63	14						龙风压无效	【贯通强化】超过14，获得效果：龙风压无效	112		
717	1	100	2	66	14						龙风压无效	【毒弹追加】超过14，获得效果：龙风压无效	112		
718	1	100	2	69	8						龙风压无效	【采集】超过8，获得效果：龙风压无效	112		
719	1	100	2	70	14						龙风压无效	【散射强化】超过14，获得效果：龙风压无效	112		
720	1	100	2	74	8						龙风压无效	【猎人生活】超过8，获得效果：龙风压无效	112		
721	1	200	2	5	7						麻痹时间减半	【速食】超过7，获得效果：麻痹时间减半	39		
722	1	200	2	9	18						麻痹时间减半	【千里眼】超过18，获得效果：麻痹时间减半	39		
723	1	200	2	11	13						麻痹时间减半	【观察眼】超过13，获得效果：麻痹时间减半	39		
724	1	200	2	15	13						麻痹时间减半	【回复力】超过13，获得效果：麻痹时间减半	39		
725	1	200	2	19	18						麻痹时间减半	【加护】超过18，获得效果：麻痹时间减半	39		
726	1	200	2	20	7						麻痹时间减半	【全抗增加】超过7，获得效果：麻痹时间减半	39		
727	1	200	2	23	18						麻痹时间减半	【气候】超过18，获得效果：麻痹时间减半	39		
728	1	200	2	25	13						麻痹时间减半	【一起吃】超过13，获得效果：麻痹时间减半	39		
729	1	200	2	28	18						麻痹时间减半	【饥饿感】超过18，获得效果：麻痹时间减半	39		
730	1	200	2	29	13						麻痹时间减半	【体术】超过13，获得效果：麻痹时间减半	39		
731	1	200	2	35	13						麻痹时间减半	【团队之星】超过13，获得效果：麻痹时间减半	39		
732	1	200	2	36	13						麻痹时间减半	【高速设置】超过13，获得效果：麻痹时间减半	39		
733	1	200	2	37	13						麻痹时间减半	【通常弹强化】超过13，获得效果：麻痹时间减半	39		
734	1	200	2	38	13						麻痹时间减半	【震地减轻】超过13，获得效果：麻痹时间减半	39		
735	1	200	2	39	18						麻痹时间减半	【强韧】超过18，获得效果：麻痹时间减半	39		
736	1	200	2	40	13						麻痹时间减半	【荷尔蒙】超过13，获得效果：麻痹时间减半	39		
737	1	200	2	42	13						麻痹时间减半	【眠弹追加】超过13，获得效果：麻痹时间减半	39		
738	1	200	2	43	13						麻痹时间减半	【气息】超过13，获得效果：麻痹时间减半	39		
739	1	200	2	47	13						麻痹时间减半	【耐力回复】超过13，获得效果：麻痹时间减半	39		
740	1	200	2	49	13						麻痹时间减半	【麻弹追加】超过13，获得效果：麻痹时间减半	39		
741	1	200	2	50	13						麻痹时间减半	【根性】超过13，获得效果：麻痹时间减半	39		
742	1	200	2	51	13						麻痹时间减半	【挑战者】超过13，获得效果：麻痹时间减半	39		
743	1	200	2	52	13						麻痹时间减半	【抗菌】超过13，获得效果：麻痹时间减半	39		
744	1	200	2	55	11						麻痹时间减半	【耐泥雪】超过11，获得效果：麻痹时间减半	39		
745	1	200	2	61	13						麻痹时间减半	【广域化】超过13，获得效果：麻痹时间减半	39		
746	1	200	2	63	13						麻痹时间减半	【贯通强化】超过13，获得效果：麻痹时间减半	39		
747	1	200	2	66	13						麻痹时间减半	【毒弹追加】超过13，获得效果：麻痹时间减半	39		
748	1	200	2	69	7						麻痹时间减半	【采集】超过7，获得效果：麻痹时间减半	39		
749	1	200	2	70	13						麻痹时间减半	【散射强化】超过13，获得效果：麻痹时间减半	39		
750	1	200	2	74	7						麻痹时间减半	【猎人生活】超过7，获得效果：麻痹时间减半	39		
751	1	100	2	5	8						麻痹免疫	【速食】超过8，获得效果：麻痹免疫	40		
752	1	100	2	9	19						麻痹免疫	【千里眼】超过19，获得效果：麻痹免疫	40		
753	1	100	2	11	14						麻痹免疫	【观察眼】超过14，获得效果：麻痹免疫	40		
754	1	100	2	15	14						麻痹免疫	【回复力】超过14，获得效果：麻痹免疫	40		
755	1	100	2	19	19						麻痹免疫	【加护】超过19，获得效果：麻痹免疫	40		
756	1	100	2	20	8						麻痹免疫	【全抗增加】超过8，获得效果：麻痹免疫	40		
757	1	100	2	23	19						麻痹免疫	【气候】超过19，获得效果：麻痹免疫	40		
758	1	100	2	25	14						麻痹免疫	【一起吃】超过14，获得效果：麻痹免疫	40		
759	1	100	2	28	19						麻痹免疫	【饥饿感】超过19，获得效果：麻痹免疫	40		
760	1	100	2	29	14						麻痹免疫	【体术】超过14，获得效果：麻痹免疫	40		
761	1	100	2	35	14						麻痹免疫	【团队之星】超过14，获得效果：麻痹免疫	40		
762	1	100	2	36	14						麻痹免疫	【高速设置】超过14，获得效果：麻痹免疫	40		
763	1	100	2	37	14						麻痹免疫	【通常弹强化】超过14，获得效果：麻痹免疫	40		
764	1	100	2	38	14						麻痹免疫	【震地减轻】超过14，获得效果：麻痹免疫	40		
765	1	100	2	39	19						麻痹免疫	【强韧】超过19，获得效果：麻痹免疫	40		
766	1	100	2	40	14						麻痹免疫	【荷尔蒙】超过14，获得效果：麻痹免疫	40		
767	1	100	2	42	14						麻痹免疫	【眠弹追加】超过14，获得效果：麻痹免疫	40		
768	1	100	2	43	14						麻痹免疫	【气息】超过14，获得效果：麻痹免疫	40		
769	1	100	2	47	14						麻痹免疫	【耐力回复】超过14，获得效果：麻痹免疫	40		
770	1	100	2	49	14						麻痹免疫	【麻弹追加】超过14，获得效果：麻痹免疫	40		
771	1	100	2	50	14						麻痹免疫	【根性】超过14，获得效果：麻痹免疫	40		
772	1	100	2	51	14						麻痹免疫	【挑战者】超过14，获得效果：麻痹免疫	40		
773	1	100	2	52	14						麻痹免疫	【抗菌】超过14，获得效果：麻痹免疫	40		
774	1	100	2	55	12						麻痹免疫	【耐泥雪】超过12，获得效果：麻痹免疫	40		
775	1	100	2	61	14						麻痹免疫	【广域化】超过14，获得效果：麻痹免疫	40		
776	1	100	2	63	14						麻痹免疫	【贯通强化】超过14，获得效果：麻痹免疫	40		
777	1	100	2	66	14						麻痹免疫	【毒弹追加】超过14，获得效果：麻痹免疫	40		
778	1	100	2	69	8						麻痹免疫	【采集】超过8，获得效果：麻痹免疫	40		
779	1	100	2	70	14						麻痹免疫	【散射强化】超过14，获得效果：麻痹免疫	40		
780	1	100	2	74	8						麻痹免疫	【猎人生活】超过8，获得效果：麻痹免疫	40		
781	1	200	2	5	7						火事场力+1	【速食】超过7，获得效果：火事场力+1	50		
782	1	200	2	9	18						火事场力+1	【千里眼】超过18，获得效果：火事场力+1	50		
783	1	200	2	11	13						火事场力+1	【观察眼】超过13，获得效果：火事场力+1	50		
784	1	200	2	15	13						火事场力+1	【回复力】超过13，获得效果：火事场力+1	50		
785	1	200	2	19	18						火事场力+1	【加护】超过18，获得效果：火事场力+1	50		
786	1	200	2	20	7						火事场力+1	【全抗增加】超过7，获得效果：火事场力+1	50		
787	1	200	2	23	18						火事场力+1	【气候】超过18，获得效果：火事场力+1	50		
788	1	200	2	25	13						火事场力+1	【一起吃】超过13，获得效果：火事场力+1	50		
789	1	200	2	28	18						火事场力+1	【饥饿感】超过18，获得效果：火事场力+1	50		
790	1	200	2	29	13						火事场力+1	【体术】超过13，获得效果：火事场力+1	50		
791	1	200	2	35	13						火事场力+1	【团队之星】超过13，获得效果：火事场力+1	50		
792	1	200	2	36	13						火事场力+1	【高速设置】超过13，获得效果：火事场力+1	50		
793	1	200	2	37	13						火事场力+1	【通常弹强化】超过13，获得效果：火事场力+1	50		
794	1	200	2	38	13						火事场力+1	【震地减轻】超过13，获得效果：火事场力+1	50		
795	1	200	2	39	18						火事场力+1	【强韧】超过18，获得效果：火事场力+1	50		
796	1	200	2	40	13						火事场力+1	【荷尔蒙】超过13，获得效果：火事场力+1	50		
797	1	200	2	42	13						火事场力+1	【眠弹追加】超过13，获得效果：火事场力+1	50		
798	1	200	2	43	13						火事场力+1	【气息】超过13，获得效果：火事场力+1	50		
799	1	200	2	47	13						火事场力+1	【耐力回复】超过13，获得效果：火事场力+1	50		
800	1	200	2	49	13						火事场力+1	【麻弹追加】超过13，获得效果：火事场力+1	50		
801	1	200	2	50	13						火事场力+1	【根性】超过13，获得效果：火事场力+1	50		
802	1	200	2	51	13						火事场力+1	【挑战者】超过13，获得效果：火事场力+1	50		
803	1	200	2	52	13						火事场力+1	【抗菌】超过13，获得效果：火事场力+1	50		
804	1	200	2	55	11						火事场力+1	【耐泥雪】超过11，获得效果：火事场力+1	50		
805	1	200	2	61	13						火事场力+1	【广域化】超过13，获得效果：火事场力+1	50		
806	1	200	2	63	13						火事场力+1	【贯通强化】超过13，获得效果：火事场力+1	50		
807	1	200	2	66	13						火事场力+1	【毒弹追加】超过13，获得效果：火事场力+1	50		
808	1	200	2	69	7						火事场力+1	【采集】超过7，获得效果：火事场力+1	50		
809	1	200	2	70	13						火事场力+1	【散射强化】超过13，获得效果：火事场力+1	50		
810	1	200	2	74	7						火事场力+1	【猎人生活】超过7，获得效果：火事场力+1	50		
811	1	100	2	5	8						火事场力+2	【速食】超过8，获得效果：火事场力+2	51		
812	1	100	2	9	19						火事场力+2	【千里眼】超过19，获得效果：火事场力+2	51		
813	1	100	2	11	14						火事场力+2	【观察眼】超过14，获得效果：火事场力+2	51		
814	1	100	2	15	14						火事场力+2	【回复力】超过14，获得效果：火事场力+2	51		
815	1	100	2	19	19						火事场力+2	【加护】超过19，获得效果：火事场力+2	51		
816	1	100	2	20	8						火事场力+2	【全抗增加】超过8，获得效果：火事场力+2	51		
817	1	100	2	23	19						火事场力+2	【气候】超过19，获得效果：火事场力+2	51		
818	1	100	2	25	14						火事场力+2	【一起吃】超过14，获得效果：火事场力+2	51		
