#TSV
#============Begin of sheet============
@Sheet=素材
总表ID	物品名称	说明	物品等级	稀有度	图标ID	离开副本是否保留	RANK	物品主类	物品中类	物品子类	绑定类型	拥有上限	携带上限	堆叠上限	农场精算点数	可否摧毁	购买价格	出售价格	是否商城道具	可否分解	物品过期时间	物品过期Tag	模型资源(男)	模型资源(女)	角色等级需求	种族需求	星级职业需求	星级等级需求	需求技能1ID	需求技能1等级MIN	需求技能1等级MAX	需求技能2ID	需求技能2等级MIN	需求技能2等级MAX	猎团等级需求	宠物等级需求	性别需求	需求地区ID	需求LevelMode	需求关卡ID	物品使用次数	CD时间	共享CD组	CD下线是否保留	使用目标	动作技能	物品使用功能1名称	物品使用功能1参数1	物品使用功能1参数2	物品使用功能1参数3	物品使用功能2名称	物品使用功能2参数1	物品使用功能2参数2	物品使用功能2参数3	物品使用功能3名称	物品使用功能3参数1	物品使用功能3参数2	物品使用功能3参数3	物品使用功能4名称	物品使用功能4参数1	物品使用功能4参数2	物品使用功能4参数3	可否被偷窃	共享携带上限组ID	物品伤害信息	排序参数	商城索引ID	素材分类_1	素材价值_1	素材分类_2	素材价值_2	素材分类_3	素材价值_3	素材分类_4	素材价值_4	素材分类_5	素材价值_5	素材分类_6	素材价值_6	素材分类_7	素材价值_7	素材分类_8	素材价值_8	素材分类_9	素材价值_9	素材分类_10	素材价值_10	副本中使用次数	随机狩猎奖励点	解绑道具	解绑道具数量
15545	红电龙的尖牙	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：红电龙</FONT><BR><BR><FONT COLOR=\"\#C6B262\">红电龙掉落的牙齿，相当锋利使得在掉落时嵌在了地上。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	34	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15545		6022			2		2		2																1		
15546	强光的电气袋	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：红电龙</FONT><BR><BR><FONT COLOR=\"\#C6B262\">红电龙储存电气的器官，发出强烈的光芒。禁止徒手触摸，小心触电。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	34	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15546		6022			4		4		4																1		
15547	红电龙的强力吸盘	"<FONT COLOR=\"\#6285C6\" >来源：红电龙</FONT><BR><BR><FONT COLOR=\"\#C6B262\">红电龙尾部的强力吸盘，比起普通的吸盘，颜色跟深，更大，吸力更强！</FONT>"	1	3	prop_bone_03_RED	1	0	1	8	1	2	0	0	999	0	0	100	34	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15547		6022		132	10	5	10	55	10																10		
15548	红色霜降肉	"<FONT COLOR=\"\#6285C6\" >来源：红电龙</FONT><BR><BR><FONT COLOR=\"\#C6B262\">肉质更好的红色生肉片，带有血色的肉看上去很新鲜。</FONT>"	1	2	item_icon_18	1	0	1	8	1	2	0	0	999	0	0	100	42.5	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15548		6022		132	6	5	6	55	6																6		
15553	银眠鸟的爪	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">银眠鸟的利爪，能在猎物身上撕开很深的伤口。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15553		1082			2		2		2																1		
15554	浑浊的眠液	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">银眠鸟体内产生的具有催眠效果的液体，浑浊不堪。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15554		1082			2		2		2																1		
15555	萎缩的眠袋	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">存有银眠鸟能使怪物睡眠的物质的内脏，能在危难时保护自己。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15555		1082			2		2		2																1		
15556	银眠鸟的胃石	"<FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">为了帮助消化，银眠鸟吞下的石头。</FONT>"	1	3	prop_ore_02	1	0	1	8	1	2	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15556		1082		127	10	5	10	52	10																5		
15557	银眠鸟的羽毛	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">银眠鸟的羽毛，呈现出美丽的银白色。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15557		1082			4		4		4																1		
15558	白银尾羽	"<FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">银眠鸟尾部的羽毛，似乎有炫耀的作用。</FONT>"	1	2	mat_feather_02	1	0	1	8	1	2	0	0	999	0	0	100	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15558		1082		127	6	5	6	52	6																3		
15559	银眠鸟的喙	"<FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">剥取银眠鸟可以获得的嘴部，啄击时有一定威力。</FONT>"	1	2	mat_beak_04_bk	1	0	1	8	1	2	0	0	999	0	0	100	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15559		1082		127	6	5	6	52	6																3		
15563	银色的绒毛	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">具有亮银的绒毛，市面上很受猎人们的欢迎。</FONT>"	1	3	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15563		1082			2		2		2																		
15564	银眠鸟的尾巴	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">银眠鸟形状奇特的尾巴，可以用来制作道具。</FONT>"	1	3	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15564		1082			2		2		2																		
15565	银眠鸟尖嘴	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">银眠鸟的锐利嘴部，能够帮助银眠鸟进食更顺利。</FONT>"	1	3	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15565		1082			2		2		2																		
15566	银昏睡袋	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">具有强力催眠能力的内脏器官，不要随便打开，不然要很久才会醒来。</FONT>"	1	3	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15566		1082			4		4		4																		
15567	银眠鸟苍毛	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">从银眠鸟的身上摘得的羽毛，大部分带有银色的光泽。</FONT>"	1	3	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15567		1082			10		10		10																		
15568	银色尾羽根	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">银眠鸟的亮丽羽毛，只有在尾部才能得到，是高档的装饰物。</FONT>"	1	3	item_icon_59	1	0	1	8	1	2	0	0	999	0	0	100	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15568		1082			6		6		6																		
15569	银眠鸟重喙	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">银眠鸟的沉重鸟喙，不将其破坏的话很难带走。</FONT>"	1	3	item_icon_59	1	0	1	8	1	2	0	0	999	0	0	100	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15569		1082			6		6		6																		
15573	银眠鸟的尖爪	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">银眠鸟锋利的脚爪，要尽量避免和这样的部位正面对抗。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15573		1082			2		2		2																1		
15574	晶莹的眠液	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">晶莹剔透的催眠液体，催眠效果是普通眠鸟的三倍。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15574		1082			2		2		2																1		
15575	圆鼓鼓的眠袋	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">具有强力催眠能力的内脏器官，不要随便打开，不然要很久很久才会醒来。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15575		1082			2		2		2																1		
15576	银眠鸟的银羽毛	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">从银眠鸟的身上摘得的羽毛，大部分带有银色的光泽。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15576		1082			4		4		4																1		
15577	银眠鸟的稀胃石	"<FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">银眠鸟用来进行消化而吞下的稀少的石头，数量很少见。</FONT>"	1	3	prop_ore_02	1	0	1	8	1	2	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15577		1082		127	10	5	10	52	10																10		
15578	秘银尾羽	"<FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">银眠鸟的亮丽羽毛，只有在尾部才能得到，是高档的装饰物。</FONT>"	1	2	mat_feather_02	1	0	1	8	1	2	0	0	999	0	0	100	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15578		1082		127	6	5	6	52	6																6		
15579	银眠鸟的牙喙	"<FONT COLOR=\"\#6285C6\" >来源：银眠鸟</FONT><BR><BR><FONT COLOR=\"\#C6B262\">银眠鸟的锐利嘴部，能够帮助银眠鸟进食更顺利。</FONT>"	1	2	mat_beak_04_bk	1	0	1	8	1	2	0	0	999	0	0	100	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15579		1082		127	6	5	6	52	6																6		
15583	尾晶蝎的爪	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎的爪，能用来打造素材。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15583		3041			2		2		2																1		
15584	尾晶蝎的毛	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎身上的毛，可以用来制作装备。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15584		3041			2		2		2																1		
15585	尾晶蝎的甲壳	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎的甲壳，具有良好的保护能力。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15585		3041			2		2		2																1		
15586	尾晶蝎的晶石	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎的晶石，仅是一般的品质也能在商人那卖个好价钱。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15586		3041			4		4		4																1		
15587	尾晶蝎的毒毛	"<FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎身上非常稀少的毒毛，因为数量很少，价格很高。</FONT>"	1	3	mat_hair_01	1	0	1	8	1	2	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15587		3041		126	10	5	10	53	10																5		
15588	尾晶蝎的颚	"<FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">从尾晶蝎身上剥取的颚，咬合力很强，在怪物还有行动能力的时候要小心。</FONT>"	1	2	mat_tooth_04_BLU	1	0	1	8	1	2	0	0	999	0	0	100	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15588		3041		126	6	5	6	53	6																3		
15589	尾晶蝎的尾巴	"<FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎的尾部，似乎可以喷射出晶体。</FONT>"	1	2	mat_tail_08	1	0	1	8	1	2	0	0	999	0	0	100	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15589		3041		126	6	5	6	53	6																3		
15590	尾晶蝎的钳	"<FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎的钳子，有力而沉重。</FONT>"	1	2	mat_claw_01_BLU	1	0	1	8	1	2	0	0	999	0	0	100	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15590		3041		126	6	5	6	53	6																3		
15593	新鲜的体液	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎的体液，在战斗结束后立刻采集，非常新鲜。</FONT>"	1	3	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15593		3041			2		2		2																		
15594	变质的体液	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎的体液，性质发生了变化，有很强的腐蚀性。</FONT>"	1	3	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15594		3041			2		2		2																		
15595	尾晶蝎坚壳	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">甲壳种背部坚硬的壳，可以整块取下当做盾牌使用。</FONT>"	1	3	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15595		3041			2		2		2																		
15596	尾晶蝎紫晶	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">能够泛出紫色光芒的尾晶蝎带有的晶体，紫色越纯价值越高。</FONT>"	1	3	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15596		3041			4		4		4																		
15597	尾晶蝎浓体液	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">浓度较高的尾晶蝎体液，具有较好的粘合能力。</FONT>"	1	3	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15597		3041			10		10		10																		
15598	尾晶蝎巨颚	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎巨大的颚部，虽然是甲壳种却能轻易咬断坚硬的物品，相当惊人。</FONT>"	1	3	item_icon_59	1	0	1	8	1	2	0	0	999	0	0	100	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15598		3041			6		6		6																		
15599	尾晶蝎靭尾	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎的尾部，品质较高者可以喷射出大量晶体，利用冲击力攻击猎物。</FONT>"	1	3	item_icon_59	1	0	1	8	1	2	0	0	999	0	0	100	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15599		3041			6		6		6																		
15600	尾晶蝎蜷爪	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎被破坏后留下的爪，破坏后会被用于打造各种装备。</FONT>"	1	3	item_icon_59	1	0	1	8	1	2	0	0	999	0	0	100	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15600		3041			6		6		6																		
15603	尾晶蝎的尖爪	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎的尖爪，比起常见的品种更锋利一些。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15603		3041			2		2		2																1		
15604	尾晶蝎的刚毛	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">尾晶蝎的刚硬的毛，可以用来制作更精良的装备。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15604		3041			2		2		2																1		
15605	尾晶蝎的坚壳	"<FONT COLOR=\"\#68A16A\" >陈旧的素材，已经没什么用了，与其占着空间，不如卖店换些小钱吧。</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：尾晶蝎</FONT><BR><BR><FONT COLOR=\"\#C6B262\">甲壳种背部坚硬的壳，可以整块取下当做盾牌使用。</FONT>"	1	1	item_icon_59	1	0	1	8	1	0	0	0	999	0	0	100	36	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15605		3041			2		2		2																1		
