#TSV
#============Begin of sheet============
@Sheet=防具
总表ID	物品名称	说明	物品等级	稀有度	图标ID	离开副本是否保留	材质	RANK	物品主类	物品中类	物品子类	绑定类型	拥有上限	携带上限	堆叠上限	农场精算点数	可否摧毁	购买价格	出售价格	是否商城道具	可否分解	物品过期时间	模型资源(男)	模型资源(女)	角色等级需求	种族需求	星级职业需求	星级等级需求	需求技能1ID	需求技能1等级MIN	需求技能1等级MAX	需求技能2ID	需求技能2等级MIN	需求技能2等级MAX	猎团等级需求	宠物等级需求	性别需求	可否升级Rank	Rank升级规则	可否升级等级	等级升级规则	可否升级	可否强化	可强化等级	可突破等级	突破所需强化等级	近远程类型	武器长度	初始孔数	最大孔数	攻击力	防御力	会心等级	最大斩味值	红色斩味数值	橙色斩味数值	黄色斩味数值	绿色斩味数值	蓝色斩味数值	白色斩味数值	紫色斩味数值	铜色斩味数值	银色斩味数值	金色斩味数值	耐久度	附加生命	水属性攻击力	火属性攻击力	雷属性攻击力	龙属性攻击力	冰属性攻击力	毒附加	眠附加	麻附加	爆破附加	水抗性	火抗性	雷抗性	龙抗性	冰抗性	力量	爆发	运气	体力	附加属性基因1ID	附加属性基因2ID	附加属性基因3ID	附加属性基因4ID	附加属性基因5ID	附加属性基因6ID	装备被动技1ID	值1	装备被动技2ID	值2	装备被动技3ID	值3	装备被动技4ID	值4	装备被动技5ID	值5	装备被动技6ID	值6	可否被偷窃	随机被动技大组	排序参数	强化规则	染色规则	物品过期Tag	商城索引ID	是否投放	高跟鞋	套装ID	是否被幻化	是否幻化	幻化消耗	淬炼规则	淬炼等级上限	是否允许退火	升级消耗规则	等级提升上限	粘合剂id	粘合剂数量	是否为残兵	解绑道具	解绑道具数量	护石熔炼规则	直升规则集	攻击力成长	防御力成长	附加生命成长	水属性攻击力成长	火属性攻击力成长	雷属性攻击力成长	龙属性攻击力成长	冰属性攻击力成长	水抗性成长	火抗性成长	雷抗性成长	龙抗性成长	冰抗性成长	力量成长	爆发成长	运气成长	体力成长	毒附加成长	眠附加成长	麻附加成长	爆破附加成长
61415	真晓风重靴	为初入米拉德村的猎人准备的基础腿部防具，能够提供最简单的防护措施。	1	3	ep_lslw_04	1	0	1	2	2	5	2	0	0	1	0	0	6000	12	0	0	0	511000	521000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0			3		9																								0	0	0	0	0											11	2	9	2	110	2	0	0	0	0	0	0								Y			1	1	1				60010	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61416	真晓风战帽	为初入米拉德村的猎人准备的基础头部防具，能够提供最简单的防护措施。	1	3	ep_lslw_01	1	0	1	2	2	1	2	0	0	1	0	0	6000	12	0	0	0	112000	122000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1			3		5.4																								0	0	0	0	0											11	2	9	2	110	3	0	0	0	0	0	0								Y			1	1	1				60010	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61417	真晓风护手	为初入米拉德村的猎人准备的基础腕部防具，能够提供最简单的防护措施。	1	3	ep_lslw_03	1	0	1	2	2	2	2	0	0	1	0	0	6000	12	0	0	0	212000	222000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		5.4																								0	0	0	0	0											11	2	9	2	110	2	0	0	0	0	0	0								Y			1	1	1				60010	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61418	真晓风链甲	为初入米拉德村的猎人准备的基础胸部防具，能够提供最简单的防护措施。	1	3	ep_lslw_02	1	0	1	2	2	3	2	0	0	1	0	0	6000	12	0	0	0	312000	322000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		5.4																								0	0	0	0	0											11	2	9	2	110	1	0	0	0	0	0	0								Y			1	1	1				60010	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61419	真晓风裙甲	为初入米拉德村的猎人准备的基础腰部防具，能够提供最简单的防护措施。	1	3	ep_lslw_05	1	0	1	2	2	4	2	0	0	1	0	0	6000	12	0	0	0	412000	422000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1			3		5.4																								0	0	0	0	0											11	2	9	2	110	2	0	0	0	0	0	0								Y			1	1	1				60010	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61420	真晓风轻靴	为初入米拉德村的猎人准备的基础腿部防具，能够提供最简单的防护措施。	1	3	ep_lslw_04	1	0	1	2	2	5	2	0	0	1	0	0	6000	12	0	0	0	512000	522000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1			3		5.4																								0	0	0	0	0											11	2	9	2	110	2	0	0	0	0	0	0								Y			1	1	1				60010	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61421	武罗头盔	使用剑极狼素材锻造的近战头铠，令人畏惧的威武造型，剑士们穿戴时仿佛武神降临。	1	5	ep_nbx_01	1	0	1	2	2	1	2	0	0	1	0	0	22500	45	0	0	0	111072	121072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		32																								2	-2	-4	0	4											11	3	69	2	57	2	135	2	53	-2	0	0								Y			1	1	1				60144	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61422	武罗腕甲	使用剑极狼素材锻造的近战腕甲，加入了毛皮的设计元素，轻轻握拳仿佛获得了狼之力。	1	5	ep_nbx_03	1	0	1	2	2	2	2	0	0	1	0	0	22500	45	0	0	0	211072	221072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		3	3		32																								2	-2	-4	0	4											11	3	69	1	57	1	135	2	53	-2	0	0								Y			1	1	1				60144	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61423	武罗铠甲	使用剑极狼素材锻造的近战铠甲，除了优良的防御效果，穿上感觉特别温暖也是特点之一。	1	5	ep_nbx_02	1	0	1	2	2	3	2	0	0	1	0	0	22500	45	0	0	0	311072	321072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		0	3		32																								2	-2	-5	0	5											11	3	69	4	57	4	135	2	53	-3	0	0								Y			1	1	1				60144	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61424	武罗腰甲	使用剑极狼素材锻造的近战腰部护甲，尽管素材是毛皮，普通武器却无法对其造成任何损伤。	1	5	ep_nbx_05	1	0	1	2	2	4	2	0	0	1	0	0	22500	45	0	0	0	411072	421072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		32																								2	-2	-4	0	4											11	3	69	1	57	3	135	2	53	-2	0	0								Y			1	1	1				60144	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61425	武罗腿甲	使用剑极狼素材锻造的近战腿部护甲，穿着轻巧健步如飞，仿佛获得了超强的弹跳力。	1	5	ep_nbx_04	1	0	1	2	2	5	2	0	0	1	0	0	22500	45	0	0	0	511072	521072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		0	3		32																								2	-2	-4	0	4											11	3	69	2	57	5	135	2	53	-3	0	0								Y			1	1	1				60144	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61426	武罗战帽	远程防具。剑极狼素材打造的战帽，在极地恶劣环境下狩猎，拥有这样一顶造型威武的帽子绝对令人艳羡。	1	5	ep_nbx_01	1	0	1	2	2	1	2	0	0	1	0	0	22500	45	0	0	0	112072	122072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		19.2																								2	-2	-3	0	3											11	3	131	2	57	2	135	2	53	-2	0	0								Y			1	1	1				60144	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61427	武罗护手	远程防具。剑极狼素材打造的护手，不损害保暖效果的前提下轻巧灵便，只有成功征服了群岭帝王的人才有资格拥有它。	1	5	ep_nbx_03	1	0	1	2	2	2	2	0	0	1	0	0	22500	45	0	0	0	212072	222072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		3	3		19.2																								1	-1	-3	0	3											11	3	131	1	57	1	135	2	53	-2	0	0								Y			1	1	1				60144	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61428	武罗护甲	远程防具。剑极狼素材打造的胴甲，一旦穿上犹如武神之力附体，无往而不利。	1	5	ep_nbx_02	1	0	1	2	2	3	2	0	0	1	0	0	22500	45	0	0	0	312072	322072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		0	3		19.2																								2	-2	-4	0	4											11	3	131	4	57	4	135	2	53	-3	0	0								Y			1	1	1				60144	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61429	武罗护腰	远程防具。剑极狼素材打造的护腰，对严寒的防护力极佳，神明之力得以彰显。	1	5	ep_nbx_05	1	0	1	2	2	4	2	0	0	1	0	0	22500	45	0	0	0	412072	422072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		19.2																								2	-2	-4	0	4											11	3	131	1	57	3	135	2	53	-2	0	0								Y			1	1	1				60144	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61430	武罗护腿	远程防具。剑极狼素材打造的护腿，站在数尺厚的雪层之上不会下陷，是这件防具最神奇的地方。	1	5	ep_nbx_04	1	0	1	2	2	5	2	0	0	1	0	0	22500	45	0	0	0	512072	522072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		0	3		19.2																								1	-1	-3	0	3											11	3	131	2	57	5	135	2	53	-3	0	0								Y			1	1	1				60144	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61431	银闪头盔	仿造电甲虫头部威武的蓄电角制作的头铠，召引雷电的能力令所有生物生畏。	1	5	ep_nby_01	1	0	1	2	2	1	2	0	0	1	0	0	22500	45	0	0	0	111073	121073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		0	3		32																								0	-2	6	0	-4											23	2	15	4	44	2	55	3	119	-3	0	0								Y			1	1	1				60145	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61432	银闪腕甲	采用了电甲虫素材制作的腕甲，昆虫特有的角质对雷电的伤害有着特殊的免疫效果。	1	5	ep_nby_03	1	0	1	2	2	2	2	0	0	1	0	0	22500	45	0	0	0	211073	221073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		32																								0	-2	6	0	-4											23	2	15	3	44	1	55	3	119	-2	0	0								Y			1	1	1				60145	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61433	银闪铠甲	使用电甲虫素材打造的铠甲，除了华丽的外表，异常坚固的防护能令猎人感到心安。	1	5	ep_nby_02	1	0	1	2	2	3	2	0	0	1	0	0	22500	45	0	0	0	311073	321073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		32																								0	-2	7	0	-5											23	2	15	2	44	1	55	3	119	-2	0	0								Y			1	1	1				60145	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61434	银闪腰甲	镶嵌了电甲虫薄翼的腰甲，跑动时与空气摩擦，会产生微弱的电流声。	1	5	ep_nby_05	1	0	1	2	2	4	2	0	0	1	0	0	22500	45	0	0	0	411073	421073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		3	3		32																								0	-2	6	0	-4											23	2	15	2	44	2	55	2	119	-3	0	0								Y			1	1	1				60145	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61435	银闪腿甲	使用电甲虫素材锻造的腿甲，仿造虫类生物的足部设计，似乎对着力面有一定的吸附作用。	1	5	ep_nby_04	1	0	1	2	2	5	2	0	0	1	0	0	22500	45	0	0	0	511073	521073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		32																								0	-2	6	0	-4											23	2	15	2	44	1	55	2	119	-2	0	0								Y			1	1	1				60145	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61436	银闪战帽	远程防具。电甲虫尖角打造的战帽，近看能发现电能流动其中。	1	5	ep_nby_01	1	0	1	2	2	1	2	0	0	1	0	0	22500	45	0	0	0	112073	122073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		0	3		19.2																								0	-2	5	0	-3											23	2	15	4	44	2	55	3	35	-3	0	0								Y			1	1	1				60145	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61437	银闪护手	远程防具。电甲虫素材锻造的护手，由于封印了电能，穿戴时有着不可思议的奇妙触感。	1	5	ep_nby_03	1	0	1	2	2	2	2	0	0	1	0	0	22500	45	0	0	0	212073	222073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		19.2																								0	-1	5	0	-3											23	2	15	3	44	1	55	3	35	-2	0	0								Y			1	1	1				60145	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61438	银闪护甲	远程防具。电甲虫素材制作的护甲，轻轻触摸有一种麻酥感，似乎表面漂浮着电流。	1	5	ep_nby_02	1	0	1	2	2	3	2	0	0	1	0	0	22500	45	0	0	0	312073	322073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		19.2																								0	-2	5	0	-4											23	2	15	2	44	1	55	3	35	-2	0	0								Y			1	1	1				60145	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61439	银闪护腰	远程防具。美貌度很高的裙甲，镶嵌了电甲虫透光的薄翼，穿上以后犹如精灵翩翩起舞。	1	5	ep_nby_05	1	0	1	2	2	4	2	0	0	1	0	0	22500	45	0	0	0	412073	422073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		3	3		19.2																								0	-2	5	0	-4											23	2	15	2	44	2	55	2	35	-3	0	0								Y			1	1	1				60145	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61440	银闪护腿	远程防具。电甲虫甲壳与飞翼制作出的护腿，行走间轻盈的触感仿佛能够浮空。	1	5	ep_nby_04	1	0	1	2	2	5	2	0	0	1	0	0	22500	45	0	0	0	512073	522073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		19.2																								0	-1	5	0	-3											23	2	15	2	44	1	55	2	35	-2	0	0								Y			1	1	1				60145	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
61441	测试河狸兽头盔	使用河狸兽素材制作的头部防具，具有一定的防御能力。	5	1	ep_hls_01	1	0	1	2	2	1	2	0	0	1	0	0	1600	16	0	0	0	111259	121259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1			0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5	1	114	-2	0	0	0	0	0	0	0			1	1						1	1	1												100																					
61442	测试河狸兽腕甲	使用河狸兽素材制作的腕部防具，在发起攻击时保护手腕。	5	1	ep_hls_03	1	0	1	2	2	2	2	0	0	1	0	0	1600	16	0	0	0	211259	221259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1			0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	114	-1	0	0	0	0	0	0	0	0	0			1	1						1	1	1												100																					
61443	测试河狸兽铠甲	以河狸兽坚硬皮为基础缝制而成的胸部防具，简单实用,为猎人提供基础保护。	5	1	ep_hls_02	1	0	1	2	2	3	2	0	0	1	0	0	1600	16	0	0	0	311259	321259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1			0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0		1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	5	3	114	-1	0	0	0	0	0	0	0			1	1						1	1	1												100																					
61444	测试河狸兽腰甲	使用河狸兽素材制作而成,性能不错的基础腰部防具，适合近战猎人。	5	1	ep_hls_05	1	0	1	2	2	4	2	0	0	1	0	0	1600	16	0	0	0	411259	421259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1			0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0		1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5	3	114	-2	0	0	0	0	0	0	0			1	1						1	1	1												100																					
61445	测试河狸兽腿甲	使用河狸兽素材制作的腿部防具，没有加入大量金属,移动能力优秀。	5	1	ep_hls_04	1	0	1	2	2	5	2	0	0	1	0	0	1600	16	0	0	0	511259	521259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1			0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	5	3	114	-1	0	0	0	0	0	0	0			1	1						1	1	1												100																					
61446	测试河狸兽战帽	远程猎人装备,使用河狸兽素材制作的头部防具，瞄准时头部非常舒适。	5	1	ep_hls_01	1	0	1	2	2	1	2	0	0	1	0	0	1600	16	0	0	0	111259	121259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	1	1			1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5	1	114	-2	0	0	0	0	0	0	0			51	1						1	1	1												100																					
61447	测试河狸兽护手	远程猎人装备,使用河狸兽素材制作的腕部装备,可以抵御一定的伤害。	5	1	ep_hls_03	1	0	1	2	2	2	2	0	0	1	0	0	1600	16	0	0	0	211259	221259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	1	1			1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	114	-1	0	0	0	0	0	0	0	0	0			51	1						1	1	1												100																					
61448	测试河狸兽护甲	远程猎人装备,使用河狸兽素材制作的胸部防具，质量很轻,穿上后可以灵活移动。	5	1	ep_hls_02	1	0	1	2	2	3	2	0	0	1	0	0	1600	16	0	0	0	311259	321259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	1	1			1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0		1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	5	3	114	-1	0	0	0	0	0	0	0			51	1						1	1	1												100																					
61449	测试河狸兽护腰	远程猎人装备,使用河狸兽素材制作的腰部防具，提供基本的防御能力。	5	1	ep_hls_05	1	0	1	2	2	4	2	0	0	1	0	0	1600	16	0	0	0	411259	421259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	1	1			1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5	3	114	-2	0	0	0	0	0	0	0			51	1						1	1	1												100																					
61450	测试河狸兽护腿	远程猎人装备,使用河狸兽素材制作的腿部防具，移动能力非常强。	5	1	ep_hls_04	1	0	1	2	2	5	2	0	0	1	0	0	1600	16	0	0	0	511259	521259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	1	1			1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	5	3	114	-1	0	0	0	0	0	0	0			51	1						1	1	1												100																					
61451	雄火龙头盔	王冠造型的头部装备，拥有令人惊异的防御力，是猎人们竞相追逐的防具。	1	5	ep_xhl_01	1	0	1	2	2	1	2	0	0	1	0	0	22500	45	0	0	0	111025	121025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		32																								0	4	-2	-4	0											1	4	14	2	10	-2	0	0	0	0	0	0								Y									60146	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61452	雄火龙腕甲	传说穿戴以后能隔绝一切火焰攻击，是为王者而生的腕部防具。	1	5	ep_xhl_03	1	0	1	2	2	2	2	0	0	1	0	0	22500	45	0	0	0	211025	221025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		32																								0	4	-2	-4	0											1	5	14	2	10	-2	0	0	0	0	0	0								Y									60146	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
61453	雄火龙铠甲	广受好评的胴部防具，完美的造型和防御效果能令猎物感受到至高的威慑。	1	5	ep_xhl_02	1	0	1	2	2	3	2	0	0	1	0	0	22500	45	0	0	0	311025	321025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		32																								0	5	-2	-5	0											1	4	14	2	10	-2	0	0	0	0	0	0								Y									60146	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
64440	雄火龙铠甲	广受好评的胴部防具，完美的造型和防御效果能令猎物感受到至高的威慑。	1	3	ep_xhl_02	1	0	1	2	2	3	2	0	0	1	0	0	60000	0	0	0	0	311025	321025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	3			0	0	1	3	0	32	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0		0	5	-2	-5	0	0	0	0	0	0	0	0	0	0	0	1	4	14	2	10	-2	0	0	0	0	0	0	0			3				Y			1	1	1				50668	105							1085																					
61454	雄火龙腰甲	寄宿这雄火龙之力的腰部防具，能抵御一切热焰的灼烧。	1	5	ep_xhl_05	1	0	1	2	2	4	2	0	0	1	0	0	22500	45	0	0	0	411025	421025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		32																								0	4	-2	-4	0											1	4	14	3	10	-2	0	0	0	0	0	0								Y									60146	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
64441	雄火龙腰甲	寄宿这雄火龙之力的腰部防具，能抵御一切热焰的灼烧。	1	3	ep_xhl_05	1	0	1	2	2	4	2	0	0	1	0	0	60000	0	0	0	0	411025	421025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	3			0	0	1	3	0	32	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0		0	4	-2	-4	0	0	0	0	0	0	0	0	0	0	0	1	4	14	3	10	-2	0	0	0	0	0	0	0			3				Y			1	1	1				50669	105							1085																					
