#TSV
#============Begin of sheet============
@Sheet=射程伤害加成
Name	ID	Ratio1	Time1	Ratio2	Time2	Ratio3	Time3	RatioFinal	LastDecrease
Default	1							1	
NormalLV1	11	0.8	0.142857142857143	1	0.357142857142857	0.5	0.571428571428571	0.001	1
NormalLV2	12	0.8	0.185714285714286	1.1	0.357142857142857	0.5	0.571428571428571	0.001	1
NormalLV3	13	0.8	0.228571428571429	1.2	0.357142857142857	0.5	0.571428571428571	0.001	1
Guantong	14	0.7	0.214285714285714	0.8	0.357142857142857	1	0.571428571428571	0.001	1
ShandanLV1	15	0.9	0.166666666666667	1	0.5	0.7	1.33333333333333	0.001	1
ShandanLV2	16	0.9	0.166666666666667	1	0.433333333333333	0.7	1.33333333333333	0.001	1
ShandanLV3	17	0.9	0.166666666666667	1	0.366666666666667	0.7	1.33333333333333	0.001	1
BowGuantongLV1	21	0.528	0.233	0.88	0.433	0.616	1	0.001	1
BowGuantongLV2	22	0.528	0.233	0.88	0.433	0.616	1	0.001	1
BowGuantongLV3	23	0.528	0.233	0.88	0.433	0.616	1	0.001	1
BowGuantongLV4	24	0.528	0.233	0.88	0.433	0.616	1	0.001	1
BowLianSheLV1	25	0.616	0.2	0.88	0.366	0.528	1	0.001	1
BowLianSheLV2	26	0.616	0.2	0.88	0.366	0.528	1	0.001	1
BowLianSheLV3	27	0.616	0.2	0.88	0.366	0.528	1	0.001	1
BowLianSheLV4	28	0.616	0.2	0.88	0.366	0.528	1	0.001	1
BowkuoShanLV1	29	0.616	0.066	0.88	0.233	0.528	1	0.001	1
BowkuoShanLV2	30	0.616	0.066	0.88	0.233	0.528	1	0.001	1
BowkuoShanLV3	31	0.616	0.066	0.88	0.233	0.528	1	0.001	1
BowkuoShanLV4	32	0.616	0.066	0.88	0.233	0.528	1	0.001	1
BowRage01	35	1	0.444444444444444						
SpeicalShootWuJu_LV1	36	1.06	0.05	1.06	0.75	1.06	1.2	0.001	1
SpeicalShootWuJu_LV2	37	1.06	0.05	1.06	0.75	1.06	1.2	0.001	1
SpeicalShootWuJu_LV3	38	1.06	0.05	1.06	0.75	1.06	1.2	0.001	1
SpeicalShootWuJu_LV4	39	1.06	0.05	1.06	0.75	1.06	1.2	0.001	1
ShuxingLV1	40	0.8	0.0857142857142857	1	0.228571428571429	0.5	0.371428571428571	0.001	1
DragonLV1	41	0.7	0.142857142857143	0.8	0.228571428571429	1	0.371428571428571	0.001	1
#============End of sheet============

#============Begin of sheet============
@Sheet=爆炸效果
ID	Name	Type	AttackName	Radius	OffsetX	OffsetY	OffsetZ
SpeicalShootWuJu_LV4	弓用	253	0	60	0	0	0	0								1	parabola	Common.KnifeLight.g_mijianbullet_trail01								Objects/items/arrow_secret.cgf	0	0	0	0	1080	0	0	0	0	1		Fire_Ability_Pc.HIT.G_HangShootGroundHIT			Arrow_SpecialWuJu			0.65							0	1	0	0	0	3			1		伤害	销毁	销毁	销毁,伤害	销毁,伤害		销毁,伤害		销毁	销毁,伤害	销毁		销毁		39	SpeicalShootWuJu			Common.Break.Rebound_Arrow			
Lightning	怪物用	254	0	47	0	0	0	0								1	parabola	Energy_Ability_Mst.HIT.Lightning_em012									0	0	0	0	0	0	0	0	0	1								0.8							0	1	0	0	0	3			1			伤害	伤害	伤害	伤害	伤害	销毁		销毁	伤害			销毁			LightningBall						
BoomArrow_Main	弓用	255	0	20	2	0	0	0								1	parabola	Fire_Ability_Pc.PRJ.G_ExplodeArrowPRJ									0	0	0	0	0	0	0	0	0	1		Fire_Ability_Pc.CST.G_ExplodeArrowExplode			Arrow_Boom			0.3							0	1			0	3			10		伤害						伤害						销毁									
Boomerang	宠物用	256	0	0	0	0	0	0								0	parabola									Objects/items/boomerang.cgf	0	0	0	0	0	1080	0	0	0	0.8								0.3							0	1	1	0	0	2			10			伤害		伤害	伤害					伤害			销毁			Pet_Attack_Medium						
Boomerang_Big	宠物用	257	0	0	0	0	0	0								0	parabola	Energy_Ability_Mst.ITEM.Cats_huilibiao_M								Objects/items/boomerang.cgf	0	0	0	0	0	1080	0	0	0	1.2								0.3							0	1	1	0	0	2			10			伤害		伤害	伤害					伤害			销毁			Pet_Attack_Heavy						
Boomerang_Penetrate	宠物用	258															parabola									Objects/items/boomerang.cgf	0	0	0	0	0	1080	0	0	0	0.8								0.3							0	3	3	0.2	0	2			10			伤害		伤害	伤害					伤害			销毁			Pet_Attack_Light						
Boomerang_Penetrate_Big	宠物用	259															parabola	Energy_Ability_Mst.ITEM.Cats_huilibiao_M								Objects/items/boomerang.cgf	0	0	0	0	0	1080	0	0	0	1.5								0.3							0	3	3	0.2	0	2			10			伤害		伤害	伤害					伤害			销毁			Pet_Attack_Medium						
SmallBomb	宠物用	260															parabola									objects/Items/bucket_small.cgf				360						1		Fire_Ability_Pc.CST.GrenadeCST						0.3											0	10				销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸					7				
AirBomb	宠物用	261															parabola									objects/Items/bucket_fly.cgf										1		Fire_Ability_Pc.CST.GrenadeCST						0.3											0	10				销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸					7				
OreBall	怪物用	262	0	18	0	0	0	-65								1	parabola									objects/fx/organic/em008_ore.cgf	0	0	0	0	0	0	0	0	0	1								0.65							0	1	0	0	0	20			1	销毁,伤害,生成物件	销毁,伤害,生成物件	销毁,伤害,生成物件	销毁,伤害,生成物件	销毁,伤害,生成物件	销毁,伤害,生成物件	伤害	销毁,伤害,生成物件		销毁,生成物件	销毁,伤害,生成物件	销毁,生成物件		销毁,生成物件			MineBall	23	6				
BoneBall	怪物用	263	0	18	0	0	0	-65								1	parabola									objects/fx/organic/em008_bone.cgf	0	0	0	0	0	0	0	0	0	1								0.65							0	1	0	0	0	20			1	销毁,伤害,生成物件	销毁,伤害,生成物件	销毁,伤害,生成物件	销毁,伤害,生成物件	销毁,伤害,生成物件	销毁,伤害,生成物件	伤害	销毁,伤害,生成物件		销毁,生成物件	销毁,伤害,生成物件	销毁,生成物件		销毁,生成物件			BoneBall	24	6				
Poo	怪物用	264	0	0	0	0	0	0								1	parabola	Earth_Ability_Mst.ATT.DungAttack_em008									0	0	0	0	0	0	0	0	0	1								3							0	0	1	0	0	0.1			10			伤害	伤害	伤害	伤害	伤害				伤害			销毁			Em008PooBall						
Ore	怪物用	265	0	0	0	0	0	0								1	parabola										0	0	0	0	0	0	0	0	0	1		Organic_Ability_Mst.HIT.OreHit_em008						3							0	0	1	0	0	0.7			10			伤害	伤害	伤害	伤害	伤害				伤害			销毁			MineBall						
Bone	怪物用	266	0	0	0	0	0	0								1	parabola										0	0	0	0	0	0	0	0	0	1		Organic_Ability_Mst.HIT.boneHit_em008						3							0	0	1	0	0	0.7			10			伤害	伤害	伤害	伤害	伤害				伤害			销毁			BoneBall						
SmallBubble	怪物用	267	0	18	0	0	0	-65								1	parabola	Water_Ability_Mst.PRJ.WaterBall_em010									0	0	0	0	0	0	0	0	0	1		Water_Ability_Mst.HIT.WaterBallHit_em010						0.65							0	1	0	0	0	20			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁		销毁			Template_Attack_05						
AreaBomb	怪物用	268	0	18	0	0	0	-65								1	parabola	Earth_Ability_Mst.CST.SandMineBallExplotion									0	0	0	0	0	0	0	0	0	2.5								0.65							0	1	0	0	0	1			1	销毁,伤害	销毁,伤害,生成物件	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害				销毁,伤害			销毁			Template_KnockAway_Fire_40		6				
SleepGas	怪物用	269	0	0	0	0	0	0								0	parabola										0	0	0	0	0	0	0	0	0	2.5								2							0	8	0	0.5	0	4			1	伤害	伤害	伤害	伤害	伤害	伤害	伤害				伤害			销毁			Template_Special_Sleep						
IceShootLV1	弩用	270	0	70	0	0	0	0								1	parabola	Common.KnifeLight.n_icebullet_trail01								objects/MHFC_GR2/Fx/normal_bullet_lv1.cgf	0	0	0	0	0	0	0	0	0	2		Fire_Ability_Pc.HIT.WN_NormalHIT		子弹	Bullet_Attrs_Ice			0.3							0	1	0	0	0	6			1		伤害	销毁,伤害	伤害	销毁,伤害	销毁,伤害	伤害	销毁,伤害		销毁	销毁,伤害	销毁		销毁		40	IceShootLV1			Common.Break.Rebound_Bullet03			
DragonShootLV1	弩用	271	0	70	0	0	0	0								1	parabola	Common.KnifeLight.n_dragonbullet_trail01								objects/MHFC_GR2/Fx/normal_bullet_lv1.cgf	0	0	0	0	0	0	0	0	0	2				子弹	Bullet_Attrs_Dragon			0.3							0	1	0	0	0	3			5		伤害	销毁,生成物件		销毁,生成物件	销毁,生成物件	伤害	销毁,伤害		销毁	销毁,生成物件	销毁		销毁		41	DragonShootLV1	59		Common.Break.Rebound_Bullet03			
ElectricalShootLV1	弩用	272	0	70	0	0	0	0								1	parabola	Common.KnifeLight.n_thunderbullet_trail01								objects/MHFC_GR2/Fx/normal_bullet_lv1.cgf	0	0	0	0	0	0	0	0	0	2		Fire_Ability_Pc.HIT.WN_NormalHIT		子弹	Bullet_Attrs_Electrical			0.3							0	1	0	0	0	6			1		伤害	销毁,伤害		销毁,伤害	销毁,伤害	伤害	销毁,伤害		销毁	销毁,伤害	销毁		销毁		40	ElectricalShootLV1			Common.Break.Rebound_Bullet03			
WaterShootLV1	弩用	273	0	70	0	0	0	0								1	parabola	Common.KnifeLight.n_waterbullet_trail01								objects/MHFC_GR2/Fx/normal_bullet_lv1.cgf	0	0	0	0	0	0	0	0	0	2		Fire_Ability_Pc.HIT.WN_NormalHIT		子弹	Bullet_Attrs_Water			0.3							0	1	0	0	0	6			1		伤害	销毁,伤害		销毁,伤害	销毁,伤害	伤害	销毁,伤害		销毁	销毁,伤害	销毁		销毁		40	WaterShootLV1			Common.Break.Rebound_Bullet03			
SleepShootLV1	弩用	274	0	70	0	0	0	0								1	parabola	Common.KnifeLight.n_sleepbullet_trail01								objects/MHFC_GR2/Fx/normal_bullet_lv1.cgf	0	0	0	0	0	0	0	0	0	2		Fire_Ability_Pc.HIT.WN_NormalHIT		子弹	Bullet_Special_Sleep			0.3							0	1	0	0	0	6			1		伤害	销毁,伤害		销毁,伤害	销毁,伤害	伤害	销毁,伤害		销毁	销毁,伤害	销毁		销毁		11	SleepShootLV1			Common.Break.Rebound_Bullet03			
Em004Bomb	怪物用	275	0	0	0	0	0	0								1	parabola	Fire_Ability_Mst.HIT.FireBallHitM_em004				90					0	0	0	0	0	0	0	0	0	1								0.9							0	0	1	0	0	2			10			伤害	伤害	伤害	伤害	伤害				销毁			销毁			Template_Attack_Fire_10						
GuanTongLV1	弩用	276	0	6	0	0	6	-2								1	parabola	Common.KnifeLight.n_penetrate_trail01								objects/MHFC_GR2/Fx/special_bullet_001.cgf	0	0	0	0	0	0	0	0	0	1		Fire_Ability_Pc.HIT.WN_PenetrateHIT		子弹	Bullet_Guantong_Common			0.3							0	3	0	0.2	2	1			10		伤害	伤害		伤害	伤害	伤害	销毁,伤害		销毁	伤害			销毁			CommonGuantongLV1						
GuanTongLV2	弩用	277	0	8	0	0	6	-2								1	parabola	Common.KnifeLight.n_penetrate_trail01								objects/MHFC_GR2/Fx/special_bullet_001.cgf	0	0	0	0	0	0	0	0	0	1		Fire_Ability_Pc.HIT.WN_PenetrateHIT		子弹	Bullet_Guantong_Common			0.3							0	4	0	0.2	2	1			10		伤害	伤害		伤害	伤害	伤害	销毁,伤害		销毁	伤害			销毁			CommonGuantongLV2						
GuanTongLV3	弩用	278	0	10	0	0	6	-2								1	parabola	Common.KnifeLight.n_penetrate_trail01								objects/MHFC_GR2/Fx/special_bullet_001.cgf	0	0	0	0	0	0	0	0	0	1		Fire_Ability_Pc.HIT.WN_PenetrateHIT		子弹	Bullet_Guantong_Common			0.3							0	5	0	0.2	2	1			10		伤害	伤害		伤害	伤害	伤害	销毁,伤害		销毁	伤害			销毁			CommonGuantongLV3						
M020SmallBomb	怪物用	279	0	0	0	0	0	0								1	parabola	Fire_Environmental.fire_tail								objects/Items/bucket_small.cgf	0	0	0	0	0	0	0	0	0	2		Fire_Ability_Pc.CST.GrenadeCST						1											0	10			1							伤害					销毁,爆炸		销毁,爆炸			Template_KnockAway_30		7				
MineBall3	怪物用	280	0	47	80	0	0	0								0	parabola	Earth_Ability_Mst.PRJ.SandMineBall_PRJ									0	0	0	0	0	0	0	0	0	1		Earth_Ability_Mst.HIT.HitGround_M_MST						0.7							0	1	0	0	0	30			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁,生成物件		销毁			SandMine_KnockAway_30	30					
MineBall4	怪物用	281	-10	10	10	0	0	-60								0	parabola	Earth_Ability_Mst.PRJ.SandMineBall_PRJ									0	0	0	0	0	0	0	0	0	1		Earth_Ability_Mst.HIT.HitGround_M_MST						0.7							0	1	0	0	0	30			1			销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁,生成物件		销毁			SandMine_KnockAway_30	31					
MineBall5	怪物用	282	10	10	10	0	0	-60								1	parabola	Earth_Ability_Mst.PRJ.SandMineBall_PRJ									0	0	0	0	0	0	0	0	0	1		Earth_Ability_Mst.HIT.HitGround_M_MST						0.7							0	1	0	0	0	30			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁,生成物件		销毁			SandMine_KnockAway_30	21					
Lv06FallStone	物件用	283	0	47	0	0	0	0								1	parabola	Earth_Environmental.EVN.StalactiteFall_EVN								objects/fx/earth/stalactite01.cgf	0	0	0	0	0	0	90	0	0	1		Earth_Environmental.EVN.StalactiteHitGround_EVN						0.8							0	1	0	0	0	30			1	销毁	销毁	销毁,伤害	销毁	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁		销毁			FallStone06						
StrongPoisonBall	怪物用	284	0	0	0	0	0	0								1	parabola	Water_Ability_Mst.PRJ.RankPoisonBallM_MST									0	0	0	0	0	0	0	0	0	1		Water_Ability_Mst.HIT.RankPoisonBallHitM_MST						0.65							0	1	0	0	0	20			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁,生成物件		销毁			Template_Attack_StrongPoison_20	98					
PoisonBreath	怪物用	285	0	0	0	0	0	0								1	parabola	Water_Ability_Mst.FDB.duwu_em007u01									0	0	0	0	0	0	0	0	0	1								0.65							0	1	0	0	0	4			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害			销毁	销毁,伤害			销毁			Template_Launch_HeavyPosion						
NB3flyblade	怪物用	286	0	52	0	0	0	0								1	parabola	Organic_Ability_Mst.PRJ.Trail_em013								Objects/characters/monster/em013/em013_insect.cgf	0	0	0.4	0	0	0	0	0	0	1.9		Fire_Ability_Mst.HIT.FireBallHitM_MST						0.8							0	1	0	0	0	30			1	销毁,爆炸	销毁,爆炸	销毁,爆炸,伤害	销毁,爆炸,伤害	销毁,爆炸,伤害	销毁,爆炸,伤害	伤害	销毁,伤害,爆炸		销毁,伤害,生成物件	销毁,爆炸,伤害	销毁,伤害,生成物件		销毁,爆炸			Template_KnockAway_15	32	1				
HeavenLV1	弓用	287	0	50	0	0	0	0								1	parabola	Fire_Ability_Pc.PRJ.G_HangShootGroundPRJ								Objects/items/arrow_iron.cgf	0	0	0	0	0	0	0	0	0	1		Fire_Ability_Pc.HIT.G_HangShootGroundHIT			Arrow_Heaven			0.65							0	1	0	0	0	3			1		伤害	销毁	销毁	销毁,伤害	销毁,伤害		销毁,伤害		销毁	销毁,伤害	销毁		销毁			HeavenLV1			Common.Break.Rebound_Arrow			
HellLV1	弓用	288	0	30	0	0	0	0								1	parabola	Fire_Ability_Pc.PRJ.G_HangShootPRJ								Objects/items/arrow_bone.cgf	0	0	0	0	0	0	0	0	0	1		Fire_Ability_Pc.HIT.G_HangShootBigHit			Arrow_Hell			0.01							0	1	1		2	6			1		伤害	伤害	伤害	伤害	伤害		销毁,爆炸		销毁,爆炸	销毁,命中特效反,反射	销毁,爆炸		销毁			HellLV1		8	Common.Break.Rebound_Arrow			
FireBall	怪物用	289	0	52	0	0	0	0								1	parabola	Fire_Ability_Mst.PRJ.Fireball_em021									0	0	0	0	0	0	0	0	0	1		Fire_Ability_Mst.HIT.FireBallHitM_MST						0.8							0	1	0	0	0	30			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁		销毁			BirdFireBall						
NB3blade	怪物用	290	0	0	0	0	0	0								0	parabola									Objects/characters/monster/em013/em013_insect.cgf	0	0	0.4	0	0	0	-40	0	0	1.9		Fire_Ability_Mst.HIT.FireBallHitM_MST						1							0	1	0	0	0	3			1			销毁,爆炸,伤害	销毁,爆炸,伤害	销毁,爆炸,伤害	销毁,爆炸,伤害	伤害				销毁,爆炸,伤害			销毁,伤害,生成物件			RathFireBall	33	1				
BowRage01	弓用	292	0	45	0	0	0	0								1	parabola										0	0	0	0	0	0	0	0	0	1					Arrow_Rage01			1.3	-2.3	0	0	2.3	0	0	0	1			0	0.444	4	1	10		伤害	伤害		伤害	伤害	伤害	伤害			伤害			销毁	生成物件	35	BowRage01	34					
SnowBall	怪物用	293	0	52	0	0	0	0								1	parabola	Ice_Ability_Mst.HIT.snowball_em017							1	objects/fx/earth/rock_09.cgf	0	0	0	0	0	0	0	0	0	0.7		Ice_Ability_Mst.HIT.snow_hit_em017						0.8							0	1	0	0	0	30			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁	销毁	销毁	销毁,伤害	销毁		销毁,爆炸			Template_KnockAway_Snow_30						
BowRage01-02	弓用	294	0	45	0	0	0	0								1	parabola										0	0	0	0	0	0	0	0	0	1					Arrow_Rage01			1.3	-4.6	0	0	4.6	0	0	0	1			0	0.3552	4	1	10		伤害	伤害		伤害	伤害	伤害	伤害			伤害			销毁	生成物件	35	BowRage01	35					
BowRage01-03	弓用	295	0	45	0	0	0	0								1	parabola										0	0	0	0	0	0	0	0	0	1					Arrow_Rage01			1.3	-6.9	0	0	6.9	0	0	0	1			0	0.2664	4	1	10		伤害	伤害		伤害	伤害	伤害	伤害			伤害			销毁	生成物件	35	BowRage01	36					
BowRage01-04	弓用	296	0	45	0	0	0	0								1	parabola										0	0	0	0	0	0	0	0	0	1					Arrow_Rage01			1.3	-9.2	0	0	9.2	0	0	0	1			0	0.1776	4	1	10		伤害	伤害		伤害	伤害	伤害	伤害			伤害			销毁	生成物件	35	BowRage01	37					
BowRage01-05	弓用	297	0	45	0	0	0	0								1	parabola										0	0	0	0	0	0	0	0	0	1					Arrow_Rage01			1.3	-11.5	0	0	11.5	0	0	0	1			0	0.0888			10		伤害	伤害		伤害	伤害	伤害	伤害			伤害			销毁		35	BowRage01						
Currents	怪物用	298	0	18	0	0	0	-65								1	parabola	Energy_Ability_Mst.PRJ.ThunderBug_PRJ									0	0	0	0	0	0	0	0	0	1		Energy_Ability_Mst.HIT.ThunderBugHit						0.65							0	1	0	0	0	20			1	销毁	销毁	销毁	伤害	销毁,伤害	伤害	伤害	销毁		销毁	伤害	销毁		销毁			M016_ThunderShoot						
Em019NFireBall	怪物用	300	0	18	0	0	0	-65								1	parabola	Fire_Ability_Mst.PRJ.Fireball_em019									0	0	0	0	0	0	0	0	0	1		Fire_Ability_Mst.HIT.FireBallHit_em019						0.65							0	1	0	0	0	20			1	销毁,伤害,生成物件	销毁,伤害,生成物件	销毁,伤害,生成物件	销毁,伤害,生成物件	销毁,伤害,生成物件	销毁,伤害,生成物件	伤害	销毁,伤害,生成物件		销毁,生成物件	销毁,伤害,生成物件	销毁,生成物件		销毁,生成物件			Template_KnockAway_Fire_30	26	5				
SnowBallSmall	怪物用	301	0	52	0	0	0	0								1	parabola	Ice_Ability_Mst.HIT.snowball_em017s								objects/fx/earth/rock_010.cgf	0	0	0	0	0	0	0	0	0	0.3		Ice_Ability_Mst.HIT.snow_hit_em017						0.8							0	1	0	0	0	30			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁	销毁	销毁	销毁,伤害	销毁		销毁,爆炸			M021_KnockAway_Snow						
Grenade	人物用	310	0	13	1	0	0	-10									parabola									Objects/items/flashbomb.cgf	0	0	0	720	0	0	0	0	0	1		Fire_Ability_Pc.CST.G_ExplodeArrowExplode			Item_Grenade			0.5							0	1	0	0	0	6			5		销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	伤害	销毁,爆炸		销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸					9				
Hi_Grenade	人物用	311	0	17	1	0	0	-30									parabola									Objects/items/flashbomb.cgf	0	0	0	720	0	0	0	0	0	1.5		Fire_Ability_Pc.CST.G_ExplodeArrowExplode			Item_Grenade			0.5							0	1	0	0	0	6			5		销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸		销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸					10				
Sleep_Grenade	人物用	312	0	13	1	0	0	-10									parabola									Objects/items/flashbomb.cgf	0	0	0	720	0	0	0	0	0	1		Fire_Ability_Pc.CST.G_ExplodeArrowExplode			Item_Grenade			0.5							0	1	0	0	0	6			5		销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸		销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸					11				
Bomb	怪物用	313	0	0	0	0	0	-65								1	parabola										0	0	0	0	0	0	0	0	0	2.5								0.65							0	1	0	0	0	1			1														销毁,生成物件				42					
FlashGrenadeP	人物用	314	0	15	0.2	0	0	-5									parabola									Objects/items/flashbomb.cgf	0	0	0	0	0	0	0	0	0	0.6		Energy_Ability_PC.CST.FlashGrenade_Pc			Item_Grenade			0.3							0	1	0	0	0	0.5			1	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸		销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸					12				
NoisyGrenadeP	人物用	315	0	15	0.2	0	0	-5									parabola									Objects/items/flashbomb.cgf	0	0	0	0	0	0	0	0	0	0.6		Energy_Ability_PC.CST.SoundGrenade			Item_Grenade			0.3							0	1	0	0	0	0.5			1	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸		销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸					13				
FireBallToBoat	怪物用	320	0	18	0	0	0	-65								1	parabola	Fire_Ability_Mst.PRJ.Fireball_em004									0	0	0	0	0	0	0	0	0	1		Fire_Environmental.ENV.ship_fire07						0.65							0	1	0	0	0	20			1	销毁,伤害	伤害	伤害	伤害	伤害	伤害	伤害	伤害	伤害	伤害	伤害	伤害,销毁,生成物件		销毁			Template_KnockAway_Fire_30_Boat						
FireOnBoat	怪物用	321	0	0	0	0	0	0								1	parabola	Fire_Environmental.ENV.ship_fire07									0	0	0	0	0	0	0	0	0	3								0.65							0	1	0	0	0	4			1														销毁			Template_Attack_Fire_03						
Stone2	怪物用	322	0	0	0	0	0	0								1	parabola									objects/fx/earth/rock_em023.cgf	0	0	0	0	0	0	0	0	0	1.5		Earth_Ability_Mst.HIT.Stone_Collide_em001						0.5							0	0	1	0	0	6			10			伤害	伤害	伤害	伤害	伤害	销毁	销毁	销毁	伤害	销毁		销毁			Template_Attack_20						
M020SmallBombL05	怪物用	323	0	0	0	0	0	0								1	parabola	Fire_Environmental.fire_tail								objects/Items/bucket_small.cgf	0	0	0	0	0	0	0	0	0	2		Fire_Ability_Pc.CST.GrenadeCST						1											0	10			1	销毁,爆炸	销毁,爆炸	销毁,爆炸	伤害,销毁,爆炸	伤害,销毁,爆炸	伤害,销毁,爆炸	伤害	伤害	伤害	伤害	伤害,销毁,爆炸	伤害,销毁,生成物件		销毁,爆炸			Template_KnockAway_Fire_30_Boat	45	7				
FireOnBoatSmall	怪物用	324	0	0	0	0	0	0								1	parabola	Fire_Environmental.ENV.ship_fire08									0	0	0	0	0	0	0	0	0	3								0.65							0	1	0	0	0	4			1														销毁			Template_Attack_Fire_03						
M020FlyBomb	怪物用	325	0	0	0	0	0	0								1	parabola	Fire_Environmental.ENV.ship_fire07								objects/Items/bucket_small.cgf	0	0	0	0	0	0	0	0	0	1		Fire_Ability_Pc.CST.GrenadeCST						1											0	1			1														销毁,爆炸					7				
BlowGun	怪物用	326	0	70	0	0	0	0								1	parabola	Fire_Ability_Pc.PRJ.WN_NormalBulletTrailing								objects/MHFC_GR2/Fx/normal_bullet_lv1.cgf	0	0	0	0	0	0	0	0	0	2		Fire_Ability_Pc.HIT.WN_NormalHIT		子弹				0.3							0	1	0	0	0	6			1	销毁		销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁		销毁		11	Template_Attack_03						
M020_Bomb_Normal	怪物用	327	0	0	0	0	0	0								1	parabola	Fire_Environmental.fire_tail								objects/Items/bucket_small.cgf	0	0	0	0	0	0	0	0	0	2		Fire_Ability_Pc.CST.GrenadeCST						1											0	10			1	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	伤害				销毁,爆炸	销毁,爆炸		销毁,爆炸			Template_Attack_03		14				
Em004_u01FireBall	怪物用	328	0	25	0	0	0	-65								1	parabola	Fire_Ability_Mst.PRJ.Fireball_em004									0	0	0	0	0	0	0	0	0	1								0.65							0	1	0	0	0	20			1	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁,伤害,生成物件		销毁,生成物件	销毁,伤害	销毁,生成物件		销毁,生成物件			Em004_u01_FireBall	46	5				
Em004_u01_Bomb	怪物用	329	0	0	0	0	0	0								1	parabola	Fire_Ability_Mst.HIT.FireBallHitM_em004				90					0	0	0	0	0	0	0	0	0	1								1							0	0	1	0	0	2			10			伤害	伤害	伤害	伤害	伤害				伤害			销毁			Template_Attack_Fire_10						
IceBall	怪物用	330	0	47	0	0	0	0								1	parabola	Water_Ability_Mst.PRJ.ColdLiquidBall_em009u1									0	0	0	0	0	0	0	0	0	1		Water_Ability_Mst.HIT.ColdLiquidBall_em009u1						0.65							0	1	0	0	0	30			1			伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁		销毁			Cold_Attack_20						
IceMineBall	怪物用	331	0	10	10	0	0	-50								0	parabola	Ice_Ability_Mst.PRJ.IceBall_PRJ									0	0	0	0	0	0	0	0	0	1		Ice_Ability_Mst.HIT.IceBallHitM_MST						0.65							0	1	0	0	0	30			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁,生成物件		销毁			Cold_Attack_20	49					
IceAreaBomb	怪物用	332	0	18	0	0	0	-65								1	parabola	Ice_Ability_Mst.CST.IcePrickSingle_CST									0	0	0	0	0	0	0	0	0	2.5								0.65							0	1	0	0	0	1			1	销毁,伤害	销毁,伤害,生成物件	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害				销毁,伤害	销毁,生成物件		销毁			Cold_Attack_30	52	6				
