#TSV
#============Begin of sheet============
@Sheet=PlayerAttackData
ID	TagID	Type	TAG	备注	AttackName	AttackInfo	DamageNumberM	PiyoM	StaminaM	BalanceM	Damage_LevelM	Damage_Level_NumberM	Damage_PowerM	Damage_Dir_useM	Damage_DirM	Fire_AtkM	Water_AtkM	Dragon_AtkM	Electric_AtkM	Ice_AtkM	CutM	Cut_ValueM	HanmmerM	Hammer_ValueM	ShootM	Shoot_ValueM	HitTypeM	HitType_ValueM	ScarM	BuffMID1	BuffMID2	StateBuffM	SpecAttackM1	SpecValueM1	SpecAttackM2	SpecValueM2	SpecAttackM3	SpecValueM3	SpecAttackM4	SpecValueM4	DamageNumberP	PiyoP	StaminaP	Damage_LevelFriendP	Damage_LevelP	Damage_Level_NumberP	Damage_PowerP	Check_Enhance_Defense	Attack_LevelFriendP	Attack_LevelP	Damage_Dir_useP	Damage_DirP	Fire_AtkP	Water_AtkP	Dragon_AtkP	Electric_AtkP	Ice_AtkP	CutP	Cut_ValueP	HanmmerP	Hammer_ValueP	ShootP	Shoot_ValueP	HitTypeP	IgnoreDefense	HitType_ValueP	HitType_Friend	ScarP	BuffPID1	BuffPID2	BuffAsyncP	StateBuffP	SpecAttackP1	SpecValueP1	SpecAttackP2	SpecValueP2	SpecAttackP3	SpecValueP3	SpecAttackP4	SpecValueP4	IgnoreDefenceDirCheck
81	10030022	1		长枪	Lance_DefenseSwipe	Lance_DefenseSwipe	1.15	0	0	3	4	0	10	0	0,0,0	3	3	3	3	3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.5	20	0	2	22	1	-15		2	9	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
82	10030023	1		长枪	Lance_Rage01_ChargeAttack	Lance_Rage01_ChargeAttack	3.9675	0	0	3	4	0	10	0	0,0,0	10.35	10.35	10.35	10.35	10.35	1	12	0	0	0	0	0		1	0	0		交互行为	1							1.5	20	0	6	21	1	10	1	6	8	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
83	10030024	1		长枪	Lance_Rage02_HolyCounter_1	Lance_Rage02_HolyCounter	4.6	0	0	3	4	0	10	0	0,0,0	3	3	3	3	3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.66	20	0	6	19	1	10	1	6	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
84	10030025	1		长枪	Lance_Rage02_HolyCounter_2	Lance_Rage02_HolyCounter	11.5	0	0	3	4	0	10	0	0,0,0	3	3	3	3	3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.8	20	0	6	24	1	10	1	6	11	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
573	10030026	1		长枪	Lance_Bushido_Counter_1	Lance_Bushido_Counter	2.3	0	0	3	4	0	10	0	0,0,0	3	3	3	3	3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.8	20	0	6	24	1	10	1	6	11	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
574	10030027	1		长枪	Lance_Bushido_Counter_2	Lance_Bushido_Counter	1.955	0	0	3	4	0	10	0	0,0,0	3	3	3	3	3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.8	20	0	6	24	1	10	1	6	11	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
85	10040001	1		片手	Combo1	Combo1	0.67	0	0	3	3	0	10	0	0,0,1	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		0	0	0		交互行为	1							0.29	1	0	2	16	3	35		2	3	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
86	10040002	1		片手	Combo2	Combo2	0.6	0	0	3	4	0	10	1	0,0,2	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		0	0	0		交互行为	1							0.26	1	0	2	19	6	35		2	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
87	10040003	1		片手	Combo3	Combo3	0.9	0	0	3	3	0	10	1	0,0,3	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		0	0	0		交互行为	1							0.31	2	0	2	15	2	-15		2	2	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
88	10040004	1		片手	Combo4_1	Combo4	1.1	0	0	3	7	0	39	1	0,0,4	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.5	5	0	2	24	11	55		2	11	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				1	0	0											
89	10040005	1		片手	JumpAttack	JumpAttack	1.3	0	0	3	4	0	39	1	0,0,7	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.35	2	0	6	20	14	45		6	7	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				1	0	0											
90	10040006	1		片手	UpperAttack	UpperAttack	0.6	0	0	3	2	0	10	0	0,0,8	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		0	0	0		交互行为	1							0.24	8	0	2	15	2	10		2	2	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
91	10040007	1		片手	RJumpAttack	RJumpAttack	1.43	0	0	3	7	0	71	1	0,0,9	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.4	5	0	6	20	7	35	1	6	7	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				1	0	0											
92	10040008	1		片手	DefenceAttack	DefenceAttack	0.62	0	0	3	2	0	20	0	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		0	0	0		交互行为	1							0.32	10	0	2	15	2	-15		2	2	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
93	10040009	1		片手	DodgeAttack	DodgeAttack	0.79	100	0	3	4	0	39	1	0,0,0	3.3	3.3	3.3	3.3	3.3	0	0	1	12	0	0	3		0	0	0		交互行为	1							0.32	30	0	2	19	6	-15		2	6	1	0,0,0	0	0	0	0	0	0	0	1	12	0	0	0				0	0	0											
94	10040010	1		片手	DodgeAttack	DodgeAttack_LockPiyo	0.79	100	0	3	4	0	39	1	0,0,0	3.3	3.3	3.3	3.3	3.3	0	0	1	12	0	0	3		0	11904	0		交互行为	1							0.32	30	0	2	19	6	-15		2	6	1	0,0,0	0	0	0	0	0	0	0	1	12	0	0	0				0	0	0											
95	10040011	1		片手	Smite1	Smite1	0.72	50	0	3	4	0	70	1	0,0,0	3.3	3.3	3.3	3.3	3.3	0	0	1	12	0	0	3		0	0	0		交互行为	1							0.31	30	0	2	19	6	170		2	6	1	0,0,0	0	0	0	0	0	0	0	1	12	0	0	0	1			0	0	0											
96	10040012	1		片手	Smite1	Smite1_LockPiyo	0.72	50	0	3	4	0	70	1	0,0,0	3.3	3.3	3.3	3.3	3.3	0	0	1	12	0	0	3		0	11905	0		交互行为	1							0.31	30	0	2	19	6	170		2	6	1	0,0,0	0	0	0	0	0	0	0	1	12	0	0	0	1			0	0	0											
97	10040013	1		片手	JumpAttackCon	JumpAttackCon	1.44	0	0	3	11	0	20	1	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.42	5	0	6	24	11	45		6	11	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				1	0	0											
98	10040014	1		片手	DodgeBackAttack_1	DodgeBackAttackDouble_LV1	1.2	0	0	3	7	0	10	1	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.5	5	0	2	19	6	-15		2	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
99	10040015	1		片手	DodgeBackAttack_2	DodgeBackAttackDouble_LV1	0	0	0	0	0	0	0	0	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		0	0	0		交互行为	0							0	0	0	0	0	0	-15		0	0	0	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
100	10040016	1		片手	DodgeBackAttack_1	DodgeBackAttackDouble_LV2	1.15	0	0	3	7	0	10	1	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.5	5	0	2	19	6	-15		2	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
101	10040017	1		片手	DodgeBackAttack_3	DodgeBackAttackDouble_LV2	1.15	0	0	3	7	0	10	1	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		0	0	0		交互行为	1							0.5	5	0	2	19	6	-15		2	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
102	10040018	1		片手	BackAttack	BackAttack	1.08	0	0	3	5	0	70	0	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.38	5	0	2	26	13	35		2	13	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
103	10040019	1		片手	RollAttack_1	RollAttackDouble_LV1	0.8	0	0	3	7	0	10	1	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.38	15	0	2	19	6	-15		2	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
104	10040020	1		片手	RollAttack_2	RollAttackDouble_LV1	0	0	0	0	0	0	0	0	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		0	0	0		交互行为	0							0	0	0	0	0	0	-15		0	0	0	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
105	10040021	1		片手	RollAttack_1	RollAttackDouble_LV2	0.9	0	0	3	7	0	10	1	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.38	15	0	2	19	6	-15		2	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
106	10040022	1		片手	RollAttack_3	RollAttackDouble_LV2	0.9	0	0	3	7	0	10	1	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		0	0	0		交互行为	1							0.38	15	0	2	19	6	-15		2	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
107	10040023	1		片手	Rage01_FinalSwordAttack_1	Rage01_Final_Doubled	2.53	0	0	3	7	0	40	1	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	11901	0		交互行为	1							1	40	0	2	19	6	40		2	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0	1			1	0	0											
108	10040024	1		片手	Rage01_FinalSwordAttack_2	Rage01_Final_Doubled	2	0	0	3	7	0	40	1	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	11901	0		交互行为	1							1	40	0	2	19	6	40		2	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0	1			1	0	0											
109	10040025	1		片手	Rage02_ShieldAttack_01	Rage02_JumpAndFallAttack	1.5	750	0	3	7	0	40	1	0,0,0	3.3	3.3	3.3	3.3	3.3	0	0	1	12	0	0	3		0	0	0		交互行为	1							0.6	20	0	2	19	6	40		2	6	1	0,0,0	0	0	0	0	0	0	0	1	12	0	0	0	1			1	0	0											
110	10040026	1		片手	Rage02_ShieldAttack_02	Rage02_JumpAndFallAttack	3.5	1500	0	3	7	0	40	1	0,0,0	3.3	3.3	3.3	3.3	3.3	0	0	1	12	0	0	3		0	0	0		交互行为	1							0.6	20	0	2	19	6	40		2	6	1	0,0,0	0	0	0	0	0	0	0	1	12	0	0	0	1			1	0	0											
111	10040027	1		片手	Rage02_SwordAttack_03	Rage02_JumpAndFallAttack	3	0	0	3	7	0	40	1	0,0,0	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	11901	0		交互行为	1							1	40	0	2	19	6	40		2	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0	1			1	0	0											
112	10040028	1		片手	WE04_Bushido_Attack1	WE04_Bushido_Attack	1.45	0	0	3	2	0	10	0	0,0,8	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.24	8	0	2	15	2	10		2	2	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
113	10040029	1		片手	WE04_Bushido_Attack2	WE04_Bushido_Attack	2.05	0	0	3	7	0	71	1	0,0,9	3.3	3.3	3.3	3.3	3.3	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.4	5	0	6	20	7	35	1	6	7	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				1	0	0											
120	10010001	1		大剑	VerticalAttack	VerticalAttack	2.4	0	0	3	6	0	70	1	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.75	30	0	2	19	15	35		2	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				1	0	0											
121	10010002	1		大剑	FirstHorizontal	FirstHorizontal	2	0	0	3	11	0	10	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.48	15	0	6	22	1	-15		6	9	0	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
122	10010003	1		大剑	HorizontalAttack	HorizontalAttack	2	0	0	3	11	0	41	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.53	25	0	6	24	1	5		6	11	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
123	10010004	1		大剑	UpAttack	UpAttack	2.55	0	0	3	7	0	41	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.85	40	0	13	26	1	170		13	13	0	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0	1			1	0	0											
124	10010005	1		大剑	UpAttack_Down	UpAttack	2.55	0	0	3	7	0	41	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							1.3	40	0	6	21	1	170		6	8	0	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0	1			1	0	0											
125	10010006	1		大剑	HorizontalContinueAttack	HorizontalContinueAttack	2.76	0	0	3	11	0	41	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.65	40	0	2	22	1	105	1	2	9	0	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				0	0	0											
126	10010007	1		大剑	UpAttackContinueAttack	UpAttackContinueAttack	2.88	0	0	3	11	0	41	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.8	60	0	13	26	1	170		13	13	0	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0	1			0	0	0											
127	10010008	1		大剑	UpAttackContinueAttack_Down	UpAttackContinueAttack	2.88	0	0	3	11	0	41	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.8	60	0	6	21	1	170		6	8	0	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0	1			0	0	0											
128	10010009	1		大剑	AttackInDodge	AttackInDodge	2.16	0	0	3	11	0	10	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.7	40	0	2	19	1	-15		2	6	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				1	0	0											
129	10010010	1		大剑	PaiAttack	PaiAttack	1.15	200	0	3	11	0	10	0	0,0,0	6	6	6	6	6	0	0	1	12	0	0	2		0	0	0		交互行为	1							0.4	60	0	2	16	1	105		2	3	1	0,0,0	0	0	0	0	0	0	0	1	12	0	0	0	1			0	0	0											
130	10010011	1		大剑	PaiAttack	PaiAttack_LockPiyo	1.15	200	0	3	11	0	10	0	0,0,0	6	6	6	6	6	0	0	1	12	0	0	2		0	11905	0		交互行为	1							0.4	60	0	2	16	1	105		2	3	1	0,0,0	0	0	0	0	0	0	0	1	12	0	0	0	1			0	0	0											
131	10010012	1		大剑	PowerChargeAttack	PowerChargeAttack	2.9	0	0	3	11	0	10	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.85	60	0	6	21	15	35	1	6	8	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				1	0	0											
132	10010013	1		大剑	Rage01_StormAttack_1	Rage01_StormAttack	2.4	0	0	3	11	0	10	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.85	60	0	6	21	15	35	1	6	8	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				1	0	0											
133	10010014	1		大剑	Rage01_StormAttack_2	Rage01_StormAttack	8.76	0	0	3	11	0	10	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.85	60	0	6	21	15	35	1	6	8	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				1	0	0											
134	10010015	1		大剑	Rage01_StormAttack_3	Rage01_StormAttack	8.76	0	0	3	11	0	10	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.85	60	0	6	21	15	35	1	6	8	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				1	0	0											
137	10010018	1		大剑	AttackInDefence	AttackInDefence	1.73	300	0	3	11	0	10	0	0,0,0	6	6	6	6	6	0	0	1	12	0	0	2		0	0	0		交互行为	1							0.6	60	0	2	19	15	10		2	6	1	0,0,0	0	0	0	0	0	0	0	1	12	0	0	0				0	0	0											
138	10010019	1		大剑	AttackInDefence	AttackInDefence_LockPiyo	1.73	300	0	3	11	0	10	0	0,0,0	6	6	6	6	6	0	0	1	12	0	0	2		0	11904	0		交互行为	1							0.6	60	0	2	19	15	10		2	6	1	0,0,0	0	0	0	0	0	0	0	1	12	0	0	0				0	0	0											
140	10010021	1		大剑	Rage02_Attack	Rage02_Attack	7	0	0	3	12	0	150	1	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.6	0	0	2	25	15	41		2	12	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0	1			1	0	0											
141	10010022	1		大剑	WE01_Bushido_Attack	WE01_Bushido_Attack	2.16	0	0	3	11	0	10	0	0,0,0	6	6	6	6	6	1	12	0	0	0	0	0		1	0	0		交互行为	1							0.85	60	0	6	21	15	35	1	6	8	1	0,0,0	0	0	0	0	0	1	12	0	0	0	0	0				1	0	0											
146	10050001	1		弩	CommonShootNormalLV1		0.48	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.17	5	0	2	14	4	5		2	1	6	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
147	10050002	1		弩	CommonShootNormalLV2		0.78	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.2	5	0	2	14	4	5		2	1	6	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
148	10050003	1		弩	CommonShootNormalLV3		1.03	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.25	5	0	2	15	4	5		2	2	6	0,0,18	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
149	10050004	1		弩	CommonShanDanLV1		0.23	0	0	0	3	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.075	5	0	2	14	4	5		2	1	6	0,0,2	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
150	10050005	1		弩	CommonShanDanLV2		0.23	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.09	5	0	2	15	4	5		2	2	6	0,0,1	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
151	10050006	1		弩	CommonShanDanLV3		0.23	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.105	5	0	2	15	4	5		2	2	6	0,0,20	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
152	10050007	1		弩	CommonGuantongLV1		0.48	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.17	5	0	2	19	15	5		2	6	6	0,0,1	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
153	10050008	1		弩	CommonGuantongLV2		0.5	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.18	5	0	2	19	15	5		2	6	6	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
154	10050009	1		弩	CommonGuantongLV3		0.5	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.19	5	0	2	19	15	5		2	6	6	0,0,19	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
155	10050010	1		弩	CommonNiudanLV1		0.5	0	0	0	4	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0										0.06	0	0	2	16	4	5		2	3	6	0,0,8	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
156	10050011	1		弩	CommonNiudanLV2		0.15	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0										0.075	5	0	2	14	4	5		2	1	6	0,0,2	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
157	10050012	1		弩	CommonNiudanLV3		0.15	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0										0.09	5	0	2	15	4	5		2	2	6	0,0,21	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
158	10050013	1		弩	ChargeShootNormalLV1		1.56	0	0	0	7	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.6	5	0	2	19	7	5		2	6	6	0,0,6	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
159	10050014	1		弩	ChargeShootNormalLV2		2.327	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.68	5	0	2	19	7	5		2	6	6	0,0,3	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
160	10050015	1		弩	ChargeShootNormalLV3		3.835	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.9	5	0	2	19	7	5		2	6	6	0,0,22	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
161	10050016	1		弩	ChargeShandanLV1		0.1066	0	0	0	5	0	5	0	0,0,6	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.041	0	0	2	0	4	5		2	0	6	0,0,9	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
162	10050017	1		弩	ChargeShanDanELV1		0.169	0	0	0	0	0	0	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0										0.11	0	0	2	19	4	0		2	6	6	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
163	10050018	1		弩	ChargeShandanLV2		0.1066	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.045	5	0	2	0	4	5		2	0	6	0,0,5	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
164	10050019	1		弩	ChargeShanDanELV2		0.169	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0										0.135	5	0	2	19	4	5		2	6	6	0,0,4	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
165	10050020	1		弩	ChargeShandanLV3		0.1066	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.05	5	0	2	0	4	5		2	0	6	0,0,24	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
166	10050021	1		弩	ChargeShanDanELV3		0.169	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0										0.165	5	0	2	16	4	5		2	3	6	0,0,23	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
167	10050022	1		弩	ChargeGuanTongLV1		0.286	0	0	0	5	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.11	0	0	2	19	4	5		2	6	6	0,0,9	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
168	10050023	1		弩	ChargeGuanTongE1LV1		0.884	0	0	0	1	0	5	0	0,0,13	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.34	5	0	2	19	4	5		2	6	6	0,0,13	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
169	10050024	1		弩	ChargeGuanTongE2LV1		0.884	0	0	0	1	0	5	0	0,0,14	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.34	5	0	2	19	4	5		2	6	6	0,0,14	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
170	10050025	1		弩	ChargeGuanTongLV2		0.286	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.125	5	0	2	16	4	5		2	3	6	0,0,7	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
171	10050026	1		弩	ChargeGuanTongE1LV2		0.884	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.36	5	0	2	19	4	5		2	6	6	0,0,13	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
172	10050027	1		弩	ChargeGuanTongE2LV2		0.884	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.36	5	0	2	19	4	5		2	6	6	0,0,14	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
173	10050028	1		弩	ChargeGuanTongLV3		0.286	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.145	5	0	2	16	4	5		2	3	6	0,0,26	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
174	10050029	1		弩	ChargeGuanTongE1LV3		0.884	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.38	5	0	2	19	4	5		2	6	6	0,0,32	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
175	10050030	1		弩	ChargeGuanTongE2LV3		0.884	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.38	5	0	2	19	4	5		2	6	6	0,0,33	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
176	10050031	1		弩	ChargeNiudanLV1		0.156	0	0	0	5	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0										0.06	0	0	2	16	4	5		2	3	6	0,0,9	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
177	10050032	1		弩	ChargeNiudanLV2		0.195	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0										0.075	5	0	2	16	4	5		2	3	6	0,0,6	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
178	10050033	1		弩	ChargeNiudanLV3		0.234	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0										0.09	5	0	2	16	4	5		2	3	6	0,0,25	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
179	10050034	1		弩	HeavyShootNormalLV3		1.8	0	0	0	1	0	5	0	0,0,0	0	0	0	0	0	0	0	0	0	1	0	0		1	0	0										0.175	5	0	13	19	4	170		13	6	6	0,0,30	0	0	0	0	0	0	0	0	0	1	0	0				0	0	0											
