#TSV
#============Begin of sheet============
@Sheet=物品等级提升
升级消耗规则	Pre等级	After等级	需求人物等级	需求猎人星级	需求强化等级	升级代币ID	升级代币抵扣金额	升级代币使用上限	需求金钱	是否必须使用非绑定金	需求素材ID1	所需数量1	需求素材ID2	所需数量2	需求素材ID3	所需数量3	需求素材ID4	所需数量4	需求素材ID5	所需数量5	需求素材ID6	所需数量6	需求类型素材ID1	所需总价值1	需求类型素材ID2	所需总价值2	需求类型素材ID3	所需总价值3	需求类型素材ID4	所需总价值4	需求类型素材ID5	所需总价值5	需求类型素材ID6	所需总价值6	素材代币ID1	素材代币个数1	素材代币点数1	素材代币ID2	素材代币个数2	素材代币点数2	素材代币ID3	素材代币个数3	素材代币点数3	素材代币ID4	素材代币个数4	素材代币点数4	素材代币ID5	素材代币个数5	素材代币点数5	素材代币ID6	素材代币个数6	素材代币点数6
933	88	89	89	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	89	90	90	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
933	90	91	91	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	91	92	92	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	92	93	93	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	93	94	94	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	94	95	95	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
933	95	96	96	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	96	97	97	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	97	98	98	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	98	99	99	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	99	100	100	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
933	100	101	101	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	101	102	102	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	102	103	103	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	103	104	104	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
933	104	105	105	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
933	105	106	106	1	0	21451	2000	1	4000	0	22641	2	22777	1	21115	2	21482	1	22771	1			55	100	5	100									21474	10	10	21474	10	10												
933	106	107	107	1	0	21451	2000	1	4000	0	22641	2	22777	1	21118	2	21482	1	22771	1			168	100	5	100									21474	5	10	21474	10	10												
933	107	108	108	1	0	21451	2000	1	4000	0	22641	2	22771	1	21115	2	21482	1	22777	1			5	200											21474	20	10															
933	108	109	109	1	0	21451	2000	1	4000	0	22641	2	22771	1	21118	2	21482	1	22777	1			58	100	5	100									21474	10	10	21474	10	10												
933	109	110	110	1	0	21451	2000	2	8000	0	22641	8	22777	5	21118	7	21482	2	22771	5																																
933	110	111	111	1	0	21451	2000	1	4000	0	22641	2	22971	1	21115	2	21482	1	22989	1			55	100	5	100									21474	10	10	21474	10	10												
933	111	112	112	1	0	21451	2000	1	4000	0	22641	2	22971	1	21118	2	21482	1	22989	1			169	100	5	100									21474	5	10	21474	10	10												
933	112	113	113	1	0	21451	2000	1	4000	0	22641	2	22989	1	21115	2	21482	1	22971	1			5	200											21474	20	10															
933	113	114	114	1	0	21451	2000	1	4000	0	22641	2	22989	1	21118	2	21482	1	22971	1			55	100	5	100									21474	10	10	21474	10	10												
933	114	115	115	1	0	21451	2000	2	8000	0	22641	8	22971	5	21118	7	21482	2	22989	5																																
933	115	116	116	1	0	21451	2000	1	4000	0	22641	2	22979	1	21115	2	21482	1	22997	1			55	100	5	100									21474	10	10	21474	10	10												
933	116	117	117	1	0	21451	2000	1	4000	0	22641	2	22979	1	21118	2	21482	1	22997	1			172	50	5	100									21474	2	10	21474	10	10												
933	117	118	118	1	0	21451	2000	1	4000	0	22641	2	22997	1	21115	2	21482	1	22979	1			5	200											21474	20	10															
933	118	119	119	1	0	21451	2000	1	4000	0	22641	2	22997	1	21118	2	21482	1	22979	1			59	100	5	100									21474	10	10	21474	10	10												
933	119	120	120	1	0	21451	2000	2	8000	0	22641	8	22979	5	21118	7	21482	2	22997	5																																
958	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
958	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
958	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
958	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
958	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
958	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
958	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
958	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
958	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
958	79	80	80	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
958	80	81	81	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
958	81	82	82	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
958	82	83	83	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
958	83	84	84	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
993	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
993	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
993	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
993	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
993	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	79	80	80	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
993	80	81	81	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	81	82	82	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	82	83	83	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	83	84	84	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	84	85	85	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
993	85	86	86	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	86	87	87	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	87	88	88	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	88	89	89	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	89	90	90	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
993	90	91	91	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	91	92	92	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	92	93	93	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	93	94	94	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	94	95	95	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
993	95	96	96	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	96	97	97	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	97	98	98	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	98	99	99	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	99	100	100	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
993	100	101	101	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	101	102	102	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	102	103	103	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	103	104	104	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
993	104	105	105	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
993	105	106	106	1	0	21451	2000	1	4000	0	22595	2	22771	1	21031	2	21482	1	22777	1			52	100	5	100									21474	10	10	21474	10	10												
993	106	107	107	1	0	21451	2000	1	4000	0	22595	2	22771	1	21043	2	21482	1	22777	1			167	100	5	100									21474	5	10	21474	10	10												
993	107	108	108	1	0	21451	2000	1	4000	0	22595	2	22777	1	21031	2	21482	1	22771	1			5	200											21474	20	10															
993	108	109	109	1	0	21451	2000	1	4000	0	22595	2	22777	1	21043	2	21482	1	22771	1			53	100	5	100									21474	10	10	21474	10	10												
993	109	110	110	1	0	21451	2000	2	8000	0	22595	8	22771	5	21043	7	21482	2	22777	5																																
993	110	111	111	1	0	21451	2000	1	4000	0	22595	2	22989	1	21031	2	21482	1	22971	1			52	100	5	100									21474	10	10	21474	10	10												
993	111	112	112	1	0	21451	2000	1	4000	0	22595	2	22989	1	21043	2	21482	1	22971	1			170	100	5	100									21474	5	10	21474	10	10												
993	112	113	113	1	0	21451	2000	1	4000	0	22595	2	22971	1	21031	2	21482	1	22989	1			5	200											21474	20	10															
993	113	114	114	1	0	21451	2000	1	4000	0	22595	2	22971	1	21043	2	21482	1	22989	1			56	50	5	100									21474	5	10	21474	10	10												
993	114	115	115	1	0	21451	2000	2	8000	0	22595	8	22989	5	21043	7	21482	2	22971	5																																
993	115	116	116	1	0	21451	2000	1	4000	0	22595	2	22997	1	21031	2	21482	1	22979	1			52	100	5	100									21474	10	10	21474	10	10												
993	116	117	117	1	0	21451	2000	1	4000	0	22595	2	22997	1	21043	2	21482	1	22979	1			171	100	5	100									21474	5	10	21474	10	10												
993	117	118	118	1	0	21451	2000	1	4000	0	22595	2	22979	1	21031	2	21482	1	22997	1			5	200											21474	20	10															
993	118	119	119	1	0	21451	2000	1	4000	0	22595	2	22979	1	21043	2	21482	1	22997	1			56	50	5	100									21474	5	10	21474	10	10												
993	119	120	120	1	0	21451	2000	2	8000	0	22595	8	22997	5	21043	7	21482	2	22979	5																																
1028	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1028	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1028	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1028	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1028	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1028	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	79	80	80	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1028	80	81	81	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	81	82	82	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	82	83	83	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	83	84	84	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	84	85	85	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1028	85	86	86	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	86	87	87	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	87	88	88	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	88	89	89	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	89	90	90	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1028	90	91	91	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	91	92	92	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	92	93	93	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	93	94	94	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	94	95	95	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1028	95	96	96	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	96	97	97	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	97	98	98	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	98	99	99	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	99	100	100	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1028	100	101	101	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	101	102	102	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	102	103	103	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	103	104	104	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1028	104	105	105	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1028	105	106	106	1	0	21451	2000	1	4000	0	22619	2	22777	1	21115	2	21482	1	22771	1			55	100	5	100									21474	10	10	21474	10	10												
1028	106	107	107	1	0	21451	2000	1	4000	0	22619	2	22777	1	21118	2	21482	1	22771	1			168	100	5	100									21474	5	10	21474	10	10												
1028	107	108	108	1	0	21451	2000	1	4000	0	22619	2	22771	1	21115	2	21482	1	22777	1			5	200											21474	20	10															
1028	108	109	109	1	0	21451	2000	1	4000	0	22619	2	22771	1	21118	2	21482	1	22777	1			58	100	5	100									21474	10	10	21474	10	10												
1063	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1063	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1063	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1063	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1063	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1063	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1063	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1063	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1063	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1063	79	80	80	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1063	80	81	81	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1063	81	82	82	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1063	82	83	83	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1063	83	84	84	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1280	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1280	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1280	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1280	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1280	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1280	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1280	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1280	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1280	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1290	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1290	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1290	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1290	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1290	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	79	80	80	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1290	80	81	81	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	81	82	82	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	82	83	83	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	83	84	84	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	84	85	85	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1290	85	86	86	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	86	87	87	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	87	88	88	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	88	89	89	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	89	90	90	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1290	90	91	91	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	91	92	92	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	92	93	93	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	93	94	94	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	94	95	95	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1290	95	96	96	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	96	97	97	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	97	98	98	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	98	99	99	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	99	100	100	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1290	100	101	101	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	101	102	102	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	102	103	103	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	103	104	104	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1290	104	105	105	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1290	105	106	106	1	0	21451	2000	1	4000	0	22664	2	22777	1	21031	2	21482	1	22771	1			56	50	5	100									21474	5	10	21474	10	10												
1290	106	107	107	1	0	21451	2000	1	4000	0	22664	2	22777	1	21043	2	21482	1	22771	1			168	100	5	100									21474	5	10	21474	10	10												
1290	107	108	108	1	0	21451	2000	1	4000	0	22664	2	22771	1	21031	2	21482	1	22777	1			5	200											21474	20	10															
1290	108	109	109	1	0	21451	2000	1	4000	0	22664	2	22771	1	21043	2	21482	1	22777	1			58	100	5	100									21474	10	10	21474	10	10												
1290	109	110	110	1	0	21451	2000	2	8000	0	22664	8	22777	5	21043	7	21482	2	22771	5																																
1290	110	111	111	1	0	21451	2000	1	4000	0	22664	2	22971	1	21031	2	21482	1	22989	1			56	50	5	100									21474	5	10	21474	10	10												
1290	111	112	112	1	0	21451	2000	1	4000	0	22664	2	22971	1	21043	2	21482	1	22989	1			169	100	5	100									21474	5	10	21474	10	10												
1290	112	113	113	1	0	21451	2000	1	4000	0	22664	2	22989	1	21031	2	21482	1	22971	1			5	200											21474	20	10															
1290	113	114	114	1	0	21451	2000	1	4000	0	22664	2	22989	1	21043	2	21482	1	22971	1			55	100	5	100									21474	10	10	21474	10	10												
1300	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1300	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1300	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1300	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1300	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1300	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	79	80	80	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1300	80	81	81	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	81	82	82	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	82	83	83	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	83	84	84	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	84	85	85	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1300	85	86	86	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	86	87	87	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	87	88	88	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	88	89	89	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	89	90	90	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1300	90	91	91	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	91	92	92	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	92	93	93	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	93	94	94	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	94	95	95	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1300	95	96	96	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	96	97	97	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	97	98	98	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1300	98	99	99	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1310	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1310	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1310	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1310	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1310	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1310	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1310	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1310	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1310	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1320	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1320	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1320	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1320	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1330	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1330	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1330	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1330	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1340	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1340	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1340	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1340	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1340	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1340	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	79	80	80	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1340	80	81	81	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	81	82	82	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	82	83	83	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	83	84	84	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	84	85	85	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1340	85	86	86	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	86	87	87	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	87	88	88	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	88	89	89	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	89	90	90	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1340	90	91	91	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	91	92	92	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	92	93	93	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	93	94	94	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	94	95	95	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1340	95	96	96	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	96	97	97	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	97	98	98	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	98	99	99	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	99	100	100	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1340	100	101	101	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	101	102	102	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	102	103	103	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	103	104	104	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1340	104	105	105	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1340	105	106	106	1	0	21451	2000	1	4000	0	22508	2	22771	1	21031	2	21482	1	22777	1			52	100	5	100									21474	10	10	21474	10	10												
1340	106	107	107	1	0	21451	2000	1	4000	0	22508	2	22771	1	21043	2	21482	1	22777	1			167	100	5	100									21474	5	10	21474	10	10												
1340	107	108	108	1	0	21451	2000	1	4000	0	22508	2	22777	1	21031	2	21482	1	22771	1			5	200											21474	20	10															
1340	108	109	109	1	0	21451	2000	1	4000	0	22508	2	22777	1	21043	2	21482	1	22771	1			53	100	5	100									21474	10	10	21474	10	10												
1340	109	110	110	1	0	21451	2000	2	8000	0	22508	8	22771	5	21043	7	21482	2	22777	5																																
1340	110	111	111	1	0	21451	2000	1	4000	0	22508	2	22989	1	21031	2	21482	1	22971	1			52	100	5	100									21474	10	10	21474	10	10												
1340	111	112	112	1	0	21451	2000	1	4000	0	22508	2	22989	1	21043	2	21482	1	22971	1			170	100	5	100									21474	5	10	21474	10	10												
1340	112	113	113	1	0	21451	2000	1	4000	0	22508	2	22971	1	21031	2	21482	1	22989	1			5	200											21474	20	10															
1340	113	114	114	1	0	21451	2000	1	4000	0	22508	2	22971	1	21043	2	21482	1	22989	1			56	50	5	100									21474	5	10	21474	10	10												
1340	114	115	115	1	0	21451	2000	2	8000	0	22508	8	22989	5	21043	7	21482	2	22971	5																																
1340	115	116	116	1	0	21451	2000	1	4000	0	22508	2	22997	1	21031	2	21482	1	22979	1			52	100	5	100									21474	10	10	21474	10	10												
1340	116	117	117	1	0	21451	2000	1	4000	0	22508	2	22997	1	21043	2	21482	1	22979	1			171	100	5	100									21474	5	10	21474	10	10												
1340	117	118	118	1	0	21451	2000	1	4000	0	22508	2	22979	1	21031	2	21482	1	22997	1			5	200											21474	20	10															
1340	118	119	119	1	0	21451	2000	1	4000	0	22508	2	22979	1	21043	2	21482	1	22997	1			56	50	5	100									21474	5	10	21474	10	10												
1340	119	120	120	1	0	21451	2000	2	8000	0	22508	8	22997	5	21043	7	21482	2	22979	5																																
1350	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1350	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1350	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1350	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1350	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1350	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1350	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1350	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1350	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1350	79	80	80	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1350	80	81	81	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1350	81	82	82	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1350	82	83	83	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1350	83	84	84	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1350	84	85	85	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
