#TSV
#============Begin of sheet============
@Sheet=关卡内狩猎包静态数据
狩猎包ID	狩猎包名称	是否保留时装	装备ID	物品ID	物品数量	狩猎包关卡类型
240	千狩弓包	0	60207			
240	千狩弓包	0	60208			
240	千狩弓包	0	60209			
240	千狩弓包	0	60210			
241	千狩大剑包	0	50102			
241	千狩大剑包	0	60201			
241	千狩大剑包	0	60202			
241	千狩大剑包	0	60203			
241	千狩大剑包	0	60204			
241	千狩大剑包	0	60205			
242	千狩太刀包	0	52102			
242	千狩太刀包	0	60201			
242	千狩太刀包	0	60202			
242	千狩太刀包	0	60203			
242	千狩太刀包	0	60204			
242	千狩太刀包	0	60205			
243	千狩片手包	0	53102			
243	千狩片手包	0	60201			
243	千狩片手包	0	60202			
243	千狩片手包	0	60203			
243	千狩片手包	0	60204			
243	千狩片手包	0	60205			
244	千狩大锤包	0	54102			
244	千狩大锤包	0	60201			
244	千狩大锤包	0	60202			
244	千狩大锤包	0	60203			
244	千狩大锤包	0	60204			
244	千狩大锤包	0	60205			
245	千狩双刀包	0	55102			
245	千狩双刀包	0	60201			
245	千狩双刀包	0	60202			
245	千狩双刀包	0	60203			
245	千狩双刀包	0	60204			
245	千狩双刀包	0	60205			
246	千狩铳枪包	0	58100			
246	千狩铳枪包	0	60201			
246	千狩铳枪包	0	60202			
246	千狩铳枪包	0	60203			
246	千狩铳枪包	0	60204			
246	千狩铳枪包	0	60205			
247	千狩笛子包	0	56092			
247	千狩笛子包	0	60201			
247	千狩笛子包	0	60202			
247	千狩笛子包	0	60203			
247	千狩笛子包	0	60204			
247	千狩笛子包	0	60205			
248	千狩长枪包	0	57093			
248	千狩长枪包	0	60201			
248	千狩长枪包	0	60202			
248	千狩长枪包	0	60203			
248	千狩长枪包	0	60204			
248	千狩长枪包	0	60205			
249	千狩弩包	0	51102			
249	千狩弩包	0	60206			
249	千狩弩包	0	60207			
249	千狩弩包	0	60208			
249	千狩弩包	0	60209			
249	千狩弩包	0	60210			
250	千狩弓包	0	59102			
250	千狩弓包	0	60206			
250	千狩弓包	0	60207			
250	千狩弓包	0	60208			
250	千狩弓包	0	60209			
250	千狩弓包	0	60210			
251	千狩大剑包	0	50114			
251	千狩大剑包	0	61201			
251	千狩大剑包	0	61202			
251	千狩大剑包	0	61203			
251	千狩大剑包	0	61204			
251	千狩大剑包	0	61205			
252	千狩太刀包	0	52121			
252	千狩太刀包	0	61201			
252	千狩太刀包	0	61202			
252	千狩太刀包	0	61203			
252	千狩太刀包	0	61204			
252	千狩太刀包	0	61205			
253	千狩片手包	0	53118			
253	千狩片手包	0	61201			
253	千狩片手包	0	61202			
253	千狩片手包	0	61203			
253	千狩片手包	0	61204			
253	千狩片手包	0	61205			
254	千狩大锤包	0	54116			
254	千狩大锤包	0	61201			
254	千狩大锤包	0	61202			
254	千狩大锤包	0	61203			
254	千狩大锤包	0	61204			
254	千狩大锤包	0	61205			
255	千狩双刀包	0	55120			
255	千狩双刀包	0	61201			
255	千狩双刀包	0	61202			
255	千狩双刀包	0	61203			
255	千狩双刀包	0	61204			
255	千狩双刀包	0	61205			
256	千狩铳枪包	0	58106			
256	千狩铳枪包	0	61201			
256	千狩铳枪包	0	61202			
256	千狩铳枪包	0	61203			
256	千狩铳枪包	0	61204			
256	千狩铳枪包	0	61205			
257	千狩笛子包	0	56110			
257	千狩笛子包	0	61201			
257	千狩笛子包	0	61202			
257	千狩笛子包	0	61203			
257	千狩笛子包	0	61204			
257	千狩笛子包	0	61205			
258	千狩长枪包	0	57106			
258	千狩长枪包	0	61201			
258	千狩长枪包	0	61202			
258	千狩长枪包	0	61203			
258	千狩长枪包	0	61204			
258	千狩长枪包	0	61205			
259	千狩弩包	0	51114			
259	千狩弩包	0	61026			
259	千狩弩包	0	61027			
259	千狩弩包	0	61028			
259	千狩弩包	0	61029			
259	千狩弩包	0	61030			
260	千狩弓包	0	59118			
260	千狩弓包	0	61026			
260	千狩弓包	0	61027			
260	千狩弓包	0	61028			
260	千狩弓包	0	61029			
260	千狩弓包	0	61030			
261	千狩大剑包	0	50134			
261	千狩大剑包	0	61271			
261	千狩大剑包	0	61272			
261	千狩大剑包	0	61273			
261	千狩大剑包	0	61274			
261	千狩大剑包	0	61275			
262	千狩太刀包	0	52137			
262	千狩太刀包	0	61271			
262	千狩太刀包	0	61272			
262	千狩太刀包	0	61273			
262	千狩太刀包	0	61274			
262	千狩太刀包	0	61275			
263	千狩片手包	0	53136			
263	千狩片手包	0	61271			
263	千狩片手包	0	61272			
263	千狩片手包	0	61273			
263	千狩片手包	0	61274			
263	千狩片手包	0	61275			
264	千狩大锤包	0	54135			
264	千狩大锤包	0	61271			
264	千狩大锤包	0	61272			
264	千狩大锤包	0	61273			
264	千狩大锤包	0	61274			
264	千狩大锤包	0	61275			
265	千狩双刀包	0	55137			
265	千狩双刀包	0	61271			
265	千狩双刀包	0	61272			
265	千狩双刀包	0	61273			
265	千狩双刀包	0	61274			
265	千狩双刀包	0	61275			
266	千狩铳枪包	0	58121			
266	千狩铳枪包	0	61271			
266	千狩铳枪包	0	61272			
266	千狩铳枪包	0	61273			
266	千狩铳枪包	0	61274			
266	千狩铳枪包	0	61275			
267	千狩笛子包	0	56127			
267	千狩笛子包	0	61271			
267	千狩笛子包	0	61272			
267	千狩笛子包	0	61273			
267	千狩笛子包	0	61274			
267	千狩笛子包	0	61275			
268	千狩长枪包	0	57125			
268	千狩长枪包	0	61271			
268	千狩长枪包	0	61272			
268	千狩长枪包	0	61273			
268	千狩长枪包	0	61274			
268	千狩长枪包	0	61275			
269	千狩弩包	0	51134			
269	千狩弩包	0	61296			
269	千狩弩包	0	61297			
269	千狩弩包	0	61298			
269	千狩弩包	0	61299			
269	千狩弩包	0	61300			
270	千狩弓包	0	59135			
270	千狩弓包	0	61296			
270	千狩弓包	0	61297			
270	千狩弓包	0	61298			
270	千狩弓包	0	61299			
270	千狩弓包	0	61300			
271	千狩大剑包	0	50151			
271	千狩大剑包	0	61271			
271	千狩大剑包	0	61272			
271	千狩大剑包	0	61273			
271	千狩大剑包	0	61274			
271	千狩大剑包	0	61275			
272	千狩太刀包	0	52152			
272	千狩太刀包	0	61271			
272	千狩太刀包	0	61272			
272	千狩太刀包	0	61273			
272	千狩太刀包	0	61274			
272	千狩太刀包	0	61275			
273	千狩片手包	0	53154			
273	千狩片手包	0	61271			
273	千狩片手包	0	61272			
273	千狩片手包	0	61273			
273	千狩片手包	0	61274			
273	千狩片手包	0	61275			
274	千狩大锤包	0	54152			
274	千狩大锤包	0	61271			
274	千狩大锤包	0	61272			
274	千狩大锤包	0	61273			
274	千狩大锤包	0	61274			
274	千狩大锤包	0	61275			
275	千狩双刀包	0	55158			
275	千狩双刀包	0	61271			
275	千狩双刀包	0	61272			
275	千狩双刀包	0	61273			
275	千狩双刀包	0	61274			
275	千狩双刀包	0	61275			
276	千狩铳枪包	0	58148			
276	千狩铳枪包	0	61271			
276	千狩铳枪包	0	61272			
276	千狩铳枪包	0	61273			
276	千狩铳枪包	0	61274			
276	千狩铳枪包	0	61275			
277	千狩笛子包	0	56148			
277	千狩笛子包	0	61271			
277	千狩笛子包	0	61272			
277	千狩笛子包	0	61273			
277	千狩笛子包	0	61274			
277	千狩笛子包	0	61275			
278	千狩长枪包	0	57149			
278	千狩长枪包	0	61271			
278	千狩长枪包	0	61272			
278	千狩长枪包	0	61273			
278	千狩长枪包	0	61274			
278	千狩长枪包	0	61275			
279	千狩弩包	0	51151			
279	千狩弩包	0	61296			
279	千狩弩包	0	61297			
279	千狩弩包	0	61298			
279	千狩弩包	0	61299			
279	千狩弩包	0	61300			
280	千狩弓包	0	59158			
280	千狩弓包	0	61296			
280	千狩弓包	0	61297			
280	千狩弓包	0	61298			
280	千狩弓包	0	61299			
280	千狩弓包	0	61300			
281	大剑包	0	50102			
281	大剑包	0	60201			
281	大剑包	0	60202			
281	大剑包	0	60203			
281	大剑包	0	60204			
281	大剑包	0	60205			
282	太刀包	0	52102			
282	太刀包	0	60201			
282	太刀包	0	60202			
282	太刀包	0	60203			
282	太刀包	0	60204			
282	太刀包	0	60205			
283	片手包	0	53102			
283	片手包	0	60201			
283	片手包	0	60202			
283	片手包	0	60203			
283	片手包	0	60204			
283	片手包	0	60205			
284	大锤包	0	54102			
284	大锤包	0	60201			
284	大锤包	0	60202			
284	大锤包	0	60203			
284	大锤包	0	60204			
284	大锤包	0	60205			
285	双刀包	0	55102			
285	双刀包	0	60201			
285	双刀包	0	60202			
285	双刀包	0	60203			
285	双刀包	0	60204			
285	双刀包	0	60205			
286	铳枪包	0	58100			
286	铳枪包	0	60201			
286	铳枪包	0	60202			
286	铳枪包	0	60203			
286	铳枪包	0	60204			
286	铳枪包	0	60205			
287	笛子包	0	56092			
287	笛子包	0	60201			
287	笛子包	0	60202			
287	笛子包	0	60203			
287	笛子包	0	60204			
287	笛子包	0	60205			
288	长枪包	0	57093			
288	长枪包	0	60201			
288	长枪包	0	60202			
288	长枪包	0	60203			
288	长枪包	0	60204			
288	长枪包	0	60205			
289	弩包	0	51102			
289	弩包	0	60206			
289	弩包	0	60207			
289	弩包	0	60208			
289	弩包	0	60209			
289	弩包	0	60210			
290	弓包	0	59102			
290	弓包	0	60206			
290	弓包	0	60207			
290	弓包	0	60208			
290	弓包	0	60209			
290	弓包	0	60210			
291	斩斧包	0	210081			
291	斩斧包	0	60201			
291	斩斧包	0	60202			
291	斩斧包	0	60203			
291	斩斧包	0	60204			
291	斩斧包	0	60205			
#============End of sheet============

#============Begin of sheet============
@Sheet=狩猎包组静态数据
狩猎包组ID	狩猎包组名称	可否重复选择	狩猎包ID1	狩猎包Icon1	狩猎包ID2	狩猎包Icon2	狩猎包ID3	狩猎包Icon3	狩猎包ID4	狩猎包Icon4	狩猎包ID5	狩猎包Icon5	狩猎包ID6	狩猎包Icon6	狩猎包ID7	狩猎包Icon7	狩猎包ID8	狩猎包Icon8	狩猎包ID9	狩猎包Icon9	狩猎包ID10	狩猎包Icon10	狩猎包ID11	狩猎包Icon11	狩猎包ID12	狩猎包Icon12	狩猎包ID13	狩猎包Icon13	狩猎包ID14	狩猎包Icon14	狩猎包ID15	狩猎包Icon15	狩猎包ID16	狩猎包Icon16	狩猎包ID17	狩猎包Icon17	狩猎包ID18	狩猎包Icon18	狩猎包ID19	狩猎包Icon19	狩猎包ID20	狩猎包Icon20
301	Hunter Racing Challenge	1	301	55011	302	50011	303	54011	304	51011																																
302	Hunter Excerise	1	305	55173	306	52161	307	54194	308	57165	309	59171	310	55173	311	52161	312	54194	313	57165	314	59171																				
401	Guild Activity	1	401	55011	402	54011	403	51011																																		
501	Explore Mode	1	501	53011																																						
511	Monster Pattern	1	511		512		513		514		515																															
601	Hypnoc SnS Box	1	601	53100																																						
602	Estrellian Gunner Box	1	602	51101	603	59100																																				
603	Hypnoc Blademaster Box	1	604	54096	605	53100	606	50096	607	52093																																
701	Palico's Treasure	1	701	50131	702	51131	703	52131	704	53131	705	54131	706	55131	707	59131	708	58121	709	56121	710	57121	711	210121																		
901	SnS Weapon Bag	1	901	130006																																						
902	Longsword Weapon Bag	1	902	52011																																						
903	Great Sword Weapon Bag	1	903	50011																																						
904	Bowgun Weapon Bag	1	904	51011																																						
905	Hammer Weapon Bag	1	905	54011																																						
906	Bow Weapon Bag	1	906	59011																																						
907	Dual Blade Weapon Bag	1	907	55011																																						
100	PVP Gear Bag	1	101		102		103		104		105																															
106	Dual Blade Box	1	106	55119																																						
121	New Item Test Bag 1	1	121		122		123		124																																	
131	New Item Test Bag 2	1	131		132		133		134																																	
141	New Item Test Bag 3	1	141		142		143		144																																	
145	Hunting Horn Box	1	145	55011																																						
146	Gunlance Box	1	146	55011																																						
147	Lance Box	1	147	55011																																						
151	New Item Test Bag 4	1	151		152		153		154																																	
161	New Item Test Bag 5	1	161		162		163		164																																	
171	New Item Test Bag 6	1	171		172		173		174																																	
181	New Item Test Bag 7	1	181		182		183		184																																	
191	Ranbo Masked Ball	1	191	55011																																						
201	Snowy Mountain Event Checkpoint 1	1	201	55173	202	52161	203	54194	204	57165	205	59171	206	55173	207	52161	208	54194	209	57165	210	59171																				
211	Arena 1 Box	1	211	55011	212	55011	213	55011	214	55011	215	55011	216	55011	217	55011	218	55011	219	55011	220	55011																				
221	Arena 2 Box	1	221	55011	222	55011	223	55011	224	55011	225	55011	226	55011	227	55011	228	55011	229	55011	230	55011																				
231	Arena 3 Box	1	231	55011	232	55011	233	55011	234	55011	235	55011	236	55011	237	55011	238	55011	239	55011	240	55011																				
241	Arena 4 Box	1	241	55011	242	55011	243	55011	244	55011	245	55011	246	55011	247	55011	248	55011	249	55011	250	55011																				
251	Arena 5 Box	1	251	55011	252	55011	253	55011	254	55011	255	55011	256	55011	257	55011	258	55011	259	55011	260	55011																				
261	Arena 6 Box	1	261	55011	262	55011	263	55011	264	55011	265	55011	266	55011	267	55011	268	55011	269	55011	270	55011																				
271	Arena 7 Box	1	271	55011	272	55011	273	55011	274	55011	275	55011	276	55011	277	55011	278	55011	279	55011	280	55011																				
281	Zinogre Box	1	281	55011	282	55011	283	55011	284	55011	285	55011	286	55011	287	55011	288	55011	289	55011	290	55011	291	55011																		
#============End of sheet============
