#TSV
#============Begin of sheet============
@Sheet=SoulStoneConst
Key	Value	备注
3	19	SHS_Skill_03_Atk	攻击力lv.19	基础攻击力提升46	46	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力46点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力50点<FONT>"	0	2	5	2			2000		16503019
3	20	SHS_Skill_03_Atk	攻击力lv.20	基础攻击力提升50	50	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力50点<FONT>"	0	2	5	2			2000		16503020
4	0	SHS_Skill_04_Def	防御力lv.0	基础防御力	0	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力<FONT>"	0	2	2	2			0		0
4	1	SHS_Skill_04_Def	防御力lv.1	基础防御力提升1	1	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力1点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力2点<FONT>"	0	2	2	2			2000		16504001
4	2	SHS_Skill_04_Def	防御力lv.2	基础防御力提升2	2	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力2点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力3点<FONT>"	0	2	2	2			2000		16504002
4	3	SHS_Skill_04_Def	防御力lv.3	基础防御力提升3	3	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力3点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力4点<FONT>"	0	2	2	2			2000		16504003
4	4	SHS_Skill_04_Def	防御力lv.4	基础防御力提升4	4	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力4点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力5点<FONT>"	0	2	2	2			2000		16504004
4	5	SHS_Skill_04_Def	防御力lv.5	基础防御力提升5	5	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力5点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力7点<FONT>"	0	2	2	2			2000		16504005
4	6	SHS_Skill_04_Def	防御力lv.6	基础防御力提升7	7	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力7点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力9点<FONT>"	0	2	3	2			2000		16504006
4	7	SHS_Skill_04_Def	防御力lv.7	基础防御力提升9	9	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力9点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力11点<FONT>"	0	2	3	2			2000		16504007
4	8	SHS_Skill_04_Def	防御力lv.8	基础防御力提升11	11	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力11点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力13点<FONT>"	0	2	3	2			2000		16504008
4	9	SHS_Skill_04_Def	防御力lv.9	基础防御力提升13	13	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力13点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力15点<FONT>"	0	2	3	2			2000		16504009
4	10	SHS_Skill_04_Def	防御力lv.10	基础防御力提升15	15	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力15点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力18点<FONT>"	0	2	3	2			2000		16504010
4	11	SHS_Skill_04_Def	防御力lv.11	基础防御力提升18	18	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力18点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力21点<FONT>"	0	2	4	2			2000		16504011
4	12	SHS_Skill_04_Def	防御力lv.12	基础防御力提升21	21	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力21点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力24点<FONT>"	0	2	4	2			2000		16504012
4	13	SHS_Skill_04_Def	防御力lv.13	基础防御力提升24	24	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力24点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力27点<FONT>"	0	2	4	2			2000		16504013
4	14	SHS_Skill_04_Def	防御力lv.14	基础防御力提升27	27	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力27点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力30点<FONT>"	0	2	4	2			2000		16504014
4	15	SHS_Skill_04_Def	防御力lv.15	基础防御力提升30	30	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力30点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力33点<FONT>"	0	2	4	2			2000		16504015
4	16	SHS_Skill_04_Def	防御力lv.16	基础防御力提升33	33	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力33点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力36点<FONT>"	0	2	5	2			2000		16504016
4	17	SHS_Skill_04_Def	防御力lv.17	基础防御力提升36	36	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力36点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力39点<FONT>"	0	2	5	2			2000		16504017
4	18	SHS_Skill_04_Def	防御力lv.18	基础防御力提升39	39	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力39点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力42点<FONT>"	0	2	5	2			2000		16504018
4	19	SHS_Skill_04_Def	防御力lv.19	基础防御力提升42	42	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力42点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力45点<FONT>"	0	2	5	2			2000		16504019
4	20	SHS_Skill_04_Def	防御力lv.20	基础防御力提升45	45	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力45点<FONT>"	0	2	5	2			2000		16504020
5	0	SHS_Skill_11_WalkSPD	城镇移动速度lv.0	城镇移动速度提升	0	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度<FONT>"	0	2	2	2			0		0
5	1	SHS_Skill_11_WalkSPD	城镇移动速度lv.1	城镇移动速度提升1%	1	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度1%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度2%<FONT>"	0	2	2	2			2000		16511001
5	2	SHS_Skill_11_WalkSPD	城镇移动速度lv.2	城镇移动速度提升2%	2	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度2%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度3%<FONT>"	0	2	2	2			2000		16511002
5	3	SHS_Skill_11_WalkSPD	城镇移动速度lv.3	城镇移动速度提升3%	3	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度3%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度4%<FONT>"	0	2	2	2			2000		16511003
5	4	SHS_Skill_11_WalkSPD	城镇移动速度lv.4	城镇移动速度提升4%	4	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度4%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度5%<FONT>"	0	2	2	2			2000		16511004
5	5	SHS_Skill_11_WalkSPD	城镇移动速度lv.5	城镇移动速度提升5%	5	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度5%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度6%<FONT>"	0	2	2	2			2000		16511005
5	6	SHS_Skill_11_WalkSPD	城镇移动速度lv.6	城镇移动速度提升6%	6	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度6%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度7%<FONT>"	0	2	3	2			3000		16511006
5	7	SHS_Skill_11_WalkSPD	城镇移动速度lv.7	城镇移动速度提升7%	7	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度7%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度8%<FONT>"	0	2	3	2			3000		16511007
5	8	SHS_Skill_11_WalkSPD	城镇移动速度lv.8	城镇移动速度提升8%	8	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度8%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度9%<FONT>"	0	2	3	2			3000		16511008
5	9	SHS_Skill_11_WalkSPD	城镇移动速度lv.9	城镇移动速度提升9%	9	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度9%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度10%<FONT>"	0	2	3	2			3000		16511009
5	10	SHS_Skill_11_WalkSPD	城镇移动速度lv.10	城镇移动速度提升10%	10	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度10%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度11%<FONT>"	0	2	3	2			3000		16511010
5	11	SHS_Skill_11_WalkSPD	城镇移动速度lv.11	城镇移动速度提升11%	11	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度11%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度12%<FONT>"	0	2	4	3			4000		16511011
5	12	SHS_Skill_11_WalkSPD	城镇移动速度lv.12	城镇移动速度提升12%	12	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度12%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度13%<FONT>"	0	2	4	3			4000		16511012
5	13	SHS_Skill_11_WalkSPD	城镇移动速度lv.13	城镇移动速度提升13%	13	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度13%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度14%<FONT>"	0	2	4	3			4000		16511013
5	14	SHS_Skill_11_WalkSPD	城镇移动速度lv.14	城镇移动速度提升14%	14	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度14%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的城镇移动速度15%<FONT>"	0	2	4	3			4000		16511014
5	15	SHS_Skill_11_WalkSPD	城镇移动速度lv.15	城镇移动速度提升15%	15	"<FONT COLOR=\"\#FFCC33\" >提升猎人的城镇移动速度15%<FONT>"	0	2	4	3			4000		16511015
6	0	SHS_Skill_06_CriLv	会心等级lv.0	基础会心等级	0	"<FONT COLOR=\"\#FFCC33\" >提升会心等级，更易造成会心攻击伤害<FONT>"	1	2	2	2			0	0	0
6	1	SHS_Skill_06_CriLv	会心等级lv.1	基础会心等级提升2	2	"<FONT COLOR=\"\#FFCC33\" >提升2点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升4点会心等级，更易造成会心攻击伤害<FONT>"	1	2	2	2			2000	75	16506001
6	2	SHS_Skill_06_CriLv	会心等级lv.2	基础会心等级提升4	4	"<FONT COLOR=\"\#FFCC33\" >提升4点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升6点会心等级，更易造成会心攻击伤害<FONT>"	1	2	2	2			2000	80	16506002
6	3	SHS_Skill_06_CriLv	会心等级lv.3	基础会心等级提升6	6	"<FONT COLOR=\"\#FFCC33\" >提升6点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升8点会心等级，更易造成会心攻击伤害<FONT>"	1	2	2	2			2000	85	16506003
6	4	SHS_Skill_06_CriLv	会心等级lv.4	基础会心等级提升8	8	"<FONT COLOR=\"\#FFCC33\" >提升8点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升10点会心等级，更易造成会心攻击伤害<FONT>"	1	2	2	2			2000	90	16506004
6	5	SHS_Skill_06_CriLv	会心等级lv.5	基础会心等级提升10	10	"<FONT COLOR=\"\#FFCC33\" >提升10点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升12点会心等级，更易造成会心攻击伤害<FONT>"	1	2	2	2			2000	95	16506005
6	6	SHS_Skill_06_CriLv	会心等级lv.6	基础会心等级提升12	12	"<FONT COLOR=\"\#FFCC33\" >提升12点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升14点会心等级，更易造成会心攻击伤害<FONT>"	1	2	3	2			3000	200	16506006
6	7	SHS_Skill_06_CriLv	会心等级lv.7	基础会心等级提升14	14	"<FONT COLOR=\"\#FFCC33\" >提升14点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升16点会心等级，更易造成会心攻击伤害<FONT>"	1	2	3	2			3000	210	16506007
6	8	SHS_Skill_06_CriLv	会心等级lv.8	基础会心等级提升16	16	"<FONT COLOR=\"\#FFCC33\" >提升16点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升18点会心等级，更易造成会心攻击伤害<FONT>"	1	2	3	2			3000	220	16506008
6	9	SHS_Skill_06_CriLv	会心等级lv.9	基础会心等级提升18	18	"<FONT COLOR=\"\#FFCC33\" >提升18点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升20点会心等级，更易造成会心攻击伤害<FONT>"	1	2	3	2			3000	230	16506009
6	10	SHS_Skill_06_CriLv	会心等级lv.10	基础会心等级提升20	20	"<FONT COLOR=\"\#FFCC33\" >提升20点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升22点会心等级，更易造成会心攻击伤害<FONT>"	1	2	3	2			3000	240	16506010
6	11	SHS_Skill_06_CriLv	会心等级lv.11	基础会心等级提升22	22	"<FONT COLOR=\"\#FFCC33\" >提升22点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升24点会心等级，更易造成会心攻击伤害<FONT>"	1	2	4	3			4000	425	16506011
6	12	SHS_Skill_06_CriLv	会心等级lv.12	基础会心等级提升24	24	"<FONT COLOR=\"\#FFCC33\" >提升24点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升26点会心等级，更易造成会心攻击伤害<FONT>"	1	2	4	3			4000	442	16506012
6	13	SHS_Skill_06_CriLv	会心等级lv.13	基础会心等级提升26	26	"<FONT COLOR=\"\#FFCC33\" >提升26点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升28点会心等级，更易造成会心攻击伤害<FONT>"	1	2	4	3			4000	459	16506013
6	14	SHS_Skill_06_CriLv	会心等级lv.14	基础会心等级提升28	28	"<FONT COLOR=\"\#FFCC33\" >提升28点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升30点会心等级，更易造成会心攻击伤害<FONT>"	1	2	4	3			4000	476	16506014
6	15	SHS_Skill_06_CriLv	会心等级lv.15	基础会心等级提升30	30	"<FONT COLOR=\"\#FFCC33\" >提升30点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升32点会心等级，更易造成会心攻击伤害<FONT>"	1	2	4	3			4000	493	16506015
6	16	SHS_Skill_06_CriLv	会心等级lv.16	基础会心等级提升32	32	"<FONT COLOR=\"\#FFCC33\" >提升32点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升34点会心等级，更易造成会心攻击伤害<FONT>"	1	2	5	3			5000	780	16506016
6	17	SHS_Skill_06_CriLv	会心等级lv.17	基础会心等级提升34	34	"<FONT COLOR=\"\#FFCC33\" >提升34点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升36点会心等级，更易造成会心攻击伤害<FONT>"	1	2	5	3			5000	806	16506017
6	18	SHS_Skill_06_CriLv	会心等级lv.18	基础会心等级提升36	36	"<FONT COLOR=\"\#FFCC33\" >提升36点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升38点会心等级，更易造成会心攻击伤害<FONT>"	1	2	5	3			5000	832	16506018
6	19	SHS_Skill_06_CriLv	会心等级lv.19	基础会心等级提升38	38	"<FONT COLOR=\"\#FFCC33\" >提升38点会心等级，更易造成会心攻击伤害<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升40点会心等级，更易造成会心攻击伤害<FONT>"	1	2	5	3			5000	858	16506019
6	20	SHS_Skill_06_CriLv	会心等级lv.20	基础会心等级提升40	40	"<FONT COLOR=\"\#FFCC33\" >提升40点会心等级，更易造成会心攻击伤害<FONT>"	1	2	5	3			5000	884	16506020
7	0	SHS_Skill_08_PoisonATK	毒属性攻击lv.0	毒属性蓄积值提升	0	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值<FONT>"	0	3	3	2			0		0
7	1	SHS_Skill_08_PoisonATK	毒属性攻击lv.1	毒属性蓄积值提升1	1	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值1%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值2%<FONT>"	0	3	3	2			3000		16508001
7	2	SHS_Skill_08_PoisonATK	毒属性攻击lv.2	毒属性蓄积值提升2	2	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值2%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值3%<FONT>"	0	3	3	2			3000		16508002
7	3	SHS_Skill_08_PoisonATK	毒属性攻击lv.3	毒属性蓄积值提升3	3	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值3%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值4%<FONT>"	0	3	3	2			3000		16508003
7	4	SHS_Skill_08_PoisonATK	毒属性攻击lv.4	毒属性蓄积值提升4	4	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值4%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值5%<FONT>"	0	3	3	2			3000		16508004
7	5	SHS_Skill_08_PoisonATK	毒属性攻击lv.5	毒属性蓄积值提升5	5	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值5%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值7%<FONT>"	0	3	3	2			3000		16508005
7	6	SHS_Skill_08_PoisonATK	毒属性攻击lv.6	毒属性蓄积值提升7	7	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值7%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值9%<FONT>"	0	3	4	3			4000		16508006
7	7	SHS_Skill_08_PoisonATK	毒属性攻击lv.7	毒属性蓄积值提升9	9	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值9%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值11%<FONT>"	0	3	4	3			4000		16508007
7	8	SHS_Skill_08_PoisonATK	毒属性攻击lv.8	毒属性蓄积值提升11	11	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值11%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值13%<FONT>"	0	3	4	3			4000		16508008
7	9	SHS_Skill_08_PoisonATK	毒属性攻击lv.9	毒属性蓄积值提升13	13	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值13%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值15%<FONT>"	0	3	4	3			4000		16508009
7	10	SHS_Skill_08_PoisonATK	毒属性攻击lv.10	毒属性蓄积值提升15	15	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值15%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值17%<FONT>"	0	3	4	3			4000		16508010
7	11	SHS_Skill_08_PoisonATK	毒属性攻击lv.11	毒属性蓄积值提升17	17	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值17%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值19%<FONT>"	0	3	5	3			5000		16508011
7	12	SHS_Skill_08_PoisonATK	毒属性攻击lv.12	毒属性蓄积值提升19	19	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值19%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值21%<FONT>"	0	3	5	3			5000		16508012
7	13	SHS_Skill_08_PoisonATK	毒属性攻击lv.13	毒属性蓄积值提升21	21	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值21%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值23%<FONT>"	0	3	5	3			5000		16508013
7	14	SHS_Skill_08_PoisonATK	毒属性攻击lv.14	毒属性蓄积值提升23	23	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值23%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的毒属性攻击蓄积值25%<FONT>"	0	3	5	3			5000		16508014
7	15	SHS_Skill_08_PoisonATK	毒属性攻击lv.15	毒属性蓄积值提升25	25	"<FONT COLOR=\"\#FFCC33\" >提升猎人的毒属性攻击蓄积值25%<FONT>"	0	3	5	3			5000		16508015
8	0	SHS_Skill_10_SleepATK	眠属性攻击lv.0	眠属性蓄积值	0	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值<FONT>"	0	3	3	2			0		0
8	1	SHS_Skill_10_SleepATK	眠属性攻击lv.1	眠属性蓄积值提升1	1	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值1%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值2%<FONT>"	0	3	3	2			3000		16509001
8	2	SHS_Skill_10_SleepATK	眠属性攻击lv.2	眠属性蓄积值提升2	2	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值2%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值3%<FONT>"	0	3	3	2			3000		16509002
8	3	SHS_Skill_10_SleepATK	眠属性攻击lv.3	眠属性蓄积值提升3	3	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值3%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值4%<FONT>"	0	3	3	2			3000		16509003
8	4	SHS_Skill_10_SleepATK	眠属性攻击lv.4	眠属性蓄积值提升4	4	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值4%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值5%<FONT>"	0	3	3	2			3000		16509004
8	5	SHS_Skill_10_SleepATK	眠属性攻击lv.5	眠属性蓄积值提升5	5	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值5%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值7%<FONT>"	0	3	3	2			3000		16509005
8	6	SHS_Skill_10_SleepATK	眠属性攻击lv.6	眠属性蓄积值提升7	7	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值7%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值9%<FONT>"	0	3	4	3			4000		16509006
8	7	SHS_Skill_10_SleepATK	眠属性攻击lv.7	眠属性蓄积值提升9	9	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值9%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值11%<FONT>"	0	3	4	3			4000		16509007
8	8	SHS_Skill_10_SleepATK	眠属性攻击lv.8	眠属性蓄积值提升11	11	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值11%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值13%<FONT>"	0	3	4	3			4000		16509008
8	9	SHS_Skill_10_SleepATK	眠属性攻击lv.9	眠属性蓄积值提升13	13	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值13%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值15%<FONT>"	0	3	4	3			4000		16509009
8	10	SHS_Skill_10_SleepATK	眠属性攻击lv.10	眠属性蓄积值提升15	15	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值15%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值17%<FONT>"	0	3	4	3			4000		16509010
8	11	SHS_Skill_10_SleepATK	眠属性攻击lv.11	眠属性蓄积值提升17	17	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值17%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值19%<FONT>"	0	3	5	3			5000		16509011
8	12	SHS_Skill_10_SleepATK	眠属性攻击lv.12	眠属性蓄积值提升19	19	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值19%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值21%<FONT>"	0	3	5	3			5000		16509012
8	13	SHS_Skill_10_SleepATK	眠属性攻击lv.13	眠属性蓄积值提升21	21	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值21%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值23%<FONT>"	0	3	5	3			5000		16509013
8	14	SHS_Skill_10_SleepATK	眠属性攻击lv.14	眠属性蓄积值提升23	23	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值23%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的眠属性攻击蓄积值25%<FONT>"	0	3	5	3			5000		16509014
8	15	SHS_Skill_10_SleepATK	眠属性攻击lv.15	眠属性蓄积值提升25	25	"<FONT COLOR=\"\#FFCC33\" >提升猎人的眠属性攻击蓄积值25%<FONT>"	0	3	5	3			5000		16509015
9	0	SHS_Skill_09_LullATK	麻属性攻击lv.0	麻属性蓄积值提升	0	"<FONT COLOR=\"\#FFCC33\" >提升猎人的麻属性攻击蓄积值<FONT>"	0	3	3	2			0		0
9	1	SHS_Skill_09_LullATK	麻属性攻击lv.1	麻属性蓄积值提升1	1	"<FONT COLOR=\"\#FFCC33\" >提升猎人的麻属性攻击蓄积值1%<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的麻属性攻击蓄积值2%<FONT>"	0	3	3	2			3000		16510001
