#TSV
#============Begin of sheet============
@Sheet=ManuNPCInfo
RowID	NPCID	生产分支ID	生产熟练度等级下限	生产熟练度等级上限
1	30008	1	1	1
2	30020	2	1	1
3	30103	2	1	1
4	30117	3	1	1
5	30136	1	1	1
#============End of sheet============

#============Begin of sheet============
@Sheet=ManuStudyInfo

#============End of sheet============

#============Begin of sheet============
@Sheet=ManuUnlockInfo

#============End of sheet============

#============Begin of sheet============
@Sheet=ManufactureDataInfo
id	name	branchId	subBranchId	subName	type	GraspActionProb	needProficiency	compProficiency	compProbability	cardID	compNeedManuID	cd	cdGroup	addPoint	highSteps	normalSteps	lowSteps	orderItemID1	item1name	orderItem1CountMin	orderItem1CountMax	orderItemID2	orderItem2Rate	orderItem2CountMin	orderItem2CountMax	useMoney	useVigour	intoneTime	materialItem1ID	materialItem1name	materialItem1Count	materialItem2ID	materialItem2name	materialItem2Count	materialItem3ID	materialItem3name	materialItem3Count	materialItem4ID	materialItem4name	materialItem4Count	materialItem5ID	materialItem5name	materialItem5Count	materialItem6ID	materialItem6name	materialItem6Count
442	火炎珠【1】	3	7	技能珠	442		0	0										29043	火炎珠【1】	1	1					1000		500	21103	水光原珠	1	22579	怪鸟的重鳞	2	0	0	0									
443	火炎珠【2】	3	7	技能珠	443		0	0										29044	火炎珠【2】	1	1					3000		500	21103	水光原珠	1	22850	青怪鸟的重背甲	2	19998	高级技能珠素材券	10									
444	火炎珠【3】	3	7	技能珠	444		0	0										29045	火属性攻击+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
445	速气珠【1】	3	7	技能珠	445		0	0										29046	耐力回复+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
446	速气珠【2】	3	7	技能珠	446		0	0										29047	耐力回复+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
447	速气珠【3】	3	7	技能珠	447		0	0										29048	耐力回复+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
448	重击珠【1】	3	7	技能珠	448		0	0										29049	重击珠【1】	1	1					1000		500	21174	般若原珠	2	22936	大野猪王的刚牙	1	0	0	0									
449	重击珠【2】	3	7	技能珠	449		0	0										29050	重击珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
450	重击珠【3】	3	7	技能珠	450		0	0										29051	重击+3	1	1					10000		500	21174	般若原珠	1	22661	妖光的浓液	2	19998	高级技能珠素材券	15									
451	痛击珠【1】	3	7	技能珠	451		0	0										29052	痛击珠【1】	1	1					1000		500	21174	般若原珠	2	22828	赤红的豪刚鬃	1	0	0	0									
452	痛击珠【2】	3	7	技能珠	452		0	0										29053	痛击珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
453	痛击珠【3】	3	7	技能珠	453		0	0										29054	痛击+3	1	1					10000		500	21174	般若原珠	1	22531	尾晶蝎的刚爪	2	19998	高级技能珠素材券	15									
454	散弹珠【1】	3	7	技能珠	454		0	0										29055	散弹珠【1】	1	1					3000		500	21106	琉璃原珠	2	22818	橡胶质的绝尾	1	19998	高级技能珠素材券	10									
455	散弹珠【2】	3	7	技能珠	455		0	0										29056	散射强化+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
456	散弹珠【3】	3	7	技能珠	456		0	0										29057	散射强化+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
457	吸引珠【1】	3	7	技能珠	457		0	0										29058	吸引珠【1】	1	1					1000		500	21174	般若原珠	1	22935	大野猪的特上皮	2	0	0	0									
458	吸引珠【2】	3	7	技能珠	458		0	0										29059	吸引珠【2】	1	1					10000		500	21174	般若原珠	2	22488	银眠鸟的刚爪	1	19998	高级技能珠素材券	15									
459	吸引珠【3】	3	7	技能珠	459		0	0										29060	荷尔蒙+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
460	耐眠珠【1】	3	7	技能珠	460		0	0										29061	耐眠珠【1】	1	1					1000		500	21104	阳翔原珠	1	22867	浓缩的昏眠液	2	0	0	0									
461	耐眠珠【2】	3	7	技能珠	461		0	0										29062	睡眠耐性+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
462	耐眠珠【3】	3	7	技能珠	462		0	0										29063	睡眠耐性+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
463	忍脚珠【1】	3	7	技能珠	463		0	0										29064	忍脚珠【1】	1	1					1000		500	21175	明王原珠	2	22873	金毛兽王的豪刚毛	1	0	0	0									
464	忍脚珠【2】	3	7	技能珠	464		0	0										29065	气息+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
465	忍脚珠【3】	3	7	技能珠	465		0	0										29066	气息+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
466	贯通珠【1】	3	7	技能珠	466		0	0										29067	贯通珠【1】	1	1					3000		500	21106	琉璃原珠	2	22955	白速龙王的特上皮	1	19998	高级技能珠素材券	10									
467	贯通珠【2】	3	7	技能珠	467		0	0										29068	贯通强化+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
468	贯通珠【3】	3	7	技能珠	468		0	0										29069	贯通强化+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
469	体术珠【1】	3	7	技能珠	469		0	0										29070	体术珠【1】	1	1					1000		500	21174	般若原珠	2	22934	大野猪王的刚蹄	1	0	0	0									
470	体术珠【2】	3	7	技能珠	470		0	0										29071	体术珠【2】	1	1					10000		500	21174	般若原珠	1	22923	断刃一角龙的韧翼	2	19998	高级技能珠素材券	15									
471	体术珠【3】	3	7	技能珠	471		0	0										29072	体术+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
472	无食珠【1】	3	7	技能珠	472		0	0										29073	无食珠【1】	1	1					1000		500	21175	明王原珠	1	22941	黄速龙王的麻痹刚牙	2	0	0	0									
473	无食珠【2】	3	7	技能珠	473		0	0										29074	无食珠【2】	1	1					3000		500	21175	明王原珠	2	22883	骇狩蛛的豪刚毛	1	19998	高级技能珠素材券	10									
474	无食珠【3】	3	7	技能珠	474		0	0										29075	饥饿感+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
475	加护珠【1】	3	7	技能珠	475		0	0										29076	加护珠【1】	1	1					1000		500	21104	阳翔原珠	2	22893	镰蟹的刚爪	1	0	0	0									
476	加护珠【2】	3	7	技能珠	476		0	0										29077	加护+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
477	加护珠【3】	3	7	技能珠	477		0	0										29078	加护+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
478	挑战珠【1】	3	7	技能珠	478		0	0										29079	挑战者+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
479	挑战珠【2】	3	7	技能珠	479		0	0										29080	挑战者+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
480	挑战珠【3】	3	7	技能珠	480		0	0										29081	挑战者+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
481	达人珠【1】	3	7	技能珠	481		0	0										29082	达人珠【1】	1	1					1000		500	21174	般若原珠	1	22803	鬼狩蛛的特浓液	2	0	0	0									
482	达人珠【2】	3	7	技能珠	482		0	0										29083	达人珠【2】	1	1					1000		500	21174	般若原珠	1	22796	河狸兽的刚爪	2	0	0	0									
483	达人珠【3】	3	7	技能珠	483		0	0										29084	达人珠【3】	1	1					3000		500	21174	般若原珠	1	22824	桃毛兽王的重骨	2	19998	高级技能珠素材券	10									
484	属攻珠【1】	3	7	技能珠	484		0	0										29085	属性攻击+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
485	属攻珠【2】	3	7	技能珠	485		0	0										29086	属性攻击+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
486	属攻珠【3】	3	7	技能珠	486		0	0										29087	属性攻击+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
487	斩铁珠【1】	3	7	技能珠	487		0	0										29088	斩铁珠【1】	1	1					3000		500	21105	修罗原珠	2	22949	红速龙王的剧毒腺	1	19998	高级技能珠素材券	10									
488	斩铁珠【2】	3	7	技能珠	488		0	0										29089	斩铁珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
489	斩铁珠【3】	3	7	技能珠	489		0	0										29090	锋利度+3	1	1					10000		500	21105	修罗原珠	2	22916	一角龙的韧翼	1	19998	高级技能珠素材券	15									
490	气绝珠【1】	3	7	技能珠	490		0	0										29091	气绝抵抗+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
491	气绝珠【2】	3	7	技能珠	491		0	0										29092	气绝抵抗+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
492	气绝珠【3】	3	7	技能珠	492		0	0										29093	气绝抵抗+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
493	耐毒珠【1】	3	7	技能珠	493		0	0										29094	耐毒珠【1】	1	1					1000		500	21104	阳翔原珠	1	22816	橡胶质的特上皮	2	0	0	0									
494	耐毒珠【2】	3	7	技能珠	494		0	0										29095	毒抗性+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
495	耐毒珠【3】	3	7	技能珠	495		0	0										29096	毒抗性+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
496	耐粘珠【1】	3	7	技能珠	496		0	0										29097	耐粘珠【1】	1	1					1000		500	21104	阳翔原珠	1	22810	沙狸兽的重牙	2	0	0	0									
497	耐粘珠【2】	3	7	技能珠	497		0	0										29098	耐泥雪+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
498	耐粘珠【3】	3	7	技能珠	498		0	0										29099	耐泥雪+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
499	冰结珠【1】	3	7	技能珠	499		0	0										29100	冰结珠【1】	1	1					1000		500	21103	水光原珠	1	22901	雪狮子的特等皮	2	0	0	0									
500	冰结珠【2】	3	7	技能珠	500		0	0										29101	冰结珠【2】	1	1					3000		500	21103	水光原珠	1	22903	雪狮子的豪刚毛	2	19998	高级技能珠素材券	10									
501	冰结珠【3】	3	7	技能珠	501		0	0										29102	冰属性攻击+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
502	通解珠【1】	3	7	技能珠	502		0	0										29103	通常弹解放+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
503	通解珠【2】	3	7	技能珠	503		0	0										29104	通常弹解放+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
504	通解珠【3】	3	7	技能珠	504		0	0										29105	通常弹解放+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
505	研磨珠【1】	3	7	技能珠	505		0	0										29106	研磨珠【1】	1	1					1000		500	21105	修罗原珠	2	22842	盾蟹的重壳	1	0	0	0									
506	研磨珠【2】	3	7	技能珠	506		0	0										29107	研磨师+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
507	研磨珠【3】	3	7	技能珠	507		0	0										29108	研磨师+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
508	捕获珠【1】	3	7	技能珠	508		0	0										29109	捕获+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
509	捕获珠【2】	3	7	技能珠	509		0	0										29110	捕获+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
510	捕获珠【3】	3	7	技能珠	510		0	0										29111	捕获+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
511	强韧珠【1】	3	7	技能珠	511		0	0										29112	强韧+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
512	强韧珠【2】	3	7	技能珠	512		0	0										29113	强韧+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
513	强韧珠【3】	3	7	技能珠	513		0	0										29114	强韧+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
514	底力珠【1】	3	7	技能珠	514		0	0										29115	底力珠【1】	1	1					1000		500	21174	般若原珠	2	22809	沙狸兽的特等皮	1	0	0	0									
515	底力珠【2】	3	7	技能珠	515		0	0										29116	底力珠【2】	1	1					10000		500	21174	般若原珠	1	22609	烈焰的厚龙鳞	2	19998	高级技能珠素材券	15									
516	底力珠【3】	3	7	技能珠	516		0	0										29117	底力+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
517	特攻珠【1】	3	7	技能珠	517		0	0										29118	特攻珠【1】	1	1					1000		500	21103	水光原珠	1	22868	完整的昏睡袋	2	0	0	0									
518	特攻珠【2】	3	7	技能珠	518		0	0										29119	特攻珠【2】	1	1					3000		500	21103	水光原珠	2	22942	黄速龙王的特上皮	1	19998	高级技能珠素材券	10									
519	特攻珠【3】	3	7	技能珠	519		0	0										29120	特殊攻击+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
520	雷光珠【1】	3	7	技能珠	520		0	0										29121	雷光珠【1】	1	1					1000		500	21103	水光原珠	1	22854	珍珠色的艳皮	2	0	0	0									
521	雷光珠【2】	3	7	技能珠	521		0	0										29122	雷光珠【2】	1	1					3000		500	21103	水光原珠	1	22856	高压的电气袋	2	19998	高级技能珠素材券	10									
522	雷光珠【3】	3	7	技能珠	522		0	0										29123	雷属性攻击+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
523	防音珠【1】	3	7	技能珠	523		0	0										29124	防音珠【1】	1	1					1000		500	21104	阳翔原珠	2	22859	岩龙的刚翼	1	0	0	0									
524	防音珠【2】	3	7	技能珠	524		0	0										29125	防音珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
525	防音珠【3】	3	7	技能珠	525		0	0										29126	听觉保护+3	1	1					10000		500	21104	阳翔原珠	1	22600	雌火龙的厚鳞	2	19998	高级技能珠素材券	15									
526	防风珠【1】	3	7	技能珠	526		0	0										29127	防风珠【1】	1	1					1000		500	21104	阳翔原珠	2	22848	青怪鸟的厚鳞	1	0	0	0									
527	防风珠【2】	3	7	技能珠	527		0	0										29128	防风珠【2】	1	1					10000		500	21104	阳翔原珠	1	22505	独耳黑狼鸟的钩爪	2	19998	高级技能珠素材券	15									
528	防风珠【3】	3	7	技能珠	528		0	0										29129	抗风压+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
529	耐寒珠【1】	3	7	技能珠	529		0	0										29130	耐寒珠【1】	1	1					1000		500	21104	阳翔原珠	1	22902	雪狮子的重骨	2	0	0	0									
530	耐寒珠【2】	3	7	技能珠	530		0	0										29131	耐寒珠【2】	1	1					10000		500	21104	阳翔原珠	1	22547	深蓝的刚鬃	2	19998	高级技能珠素材券	15									
531	耐寒珠【3】	3	7	技能珠	531		0	0										29132	耐寒+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
532	根性珠【1】	3	7	技能珠	532		0	0										29133	根性珠【1】	1	1					1000		500	21174	般若原珠	1	22822	桃毛兽王的特等皮	2	0	0	0									
533	根性珠【2】	3	7	技能珠	533		0	0										29134	根性珠【2】	1	1					3000		500	21174	般若原珠	2	22891	毒鸟的紫石头	1	19998	高级技能珠素材券	10									
534	根性珠【3】	3	7	技能珠	534		0	0										29135	根性+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
535	贯解珠【1】	3	7	技能珠	535		0	0										29136	贯通弹解放+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
536	贯解珠【2】	3	7	技能珠	536		0	0										29137	贯通弹解放+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
537	贯解珠【3】	3	7	技能珠	537		0	0										29138	贯通弹解放+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
538	流水珠【1】	3	7	技能珠	538		0	0										29139	流水珠【1】	1	1					1000		500	21103	水光原珠	1	22802	鬼狩蛛的重壳	2	0	0	0									
539	流水珠【2】	3	7	技能珠	539		0	0										29140	流水珠【2】	1	1					3000		500	21103	水光原珠	1	22844	盾蟹的小重壳	2	19998	高级技能珠素材券	10									
540	流水珠【3】	3	7	技能珠	540		0	0										29141	水属性攻击+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
541	逆境珠【1】	3	7	技能珠	541		0	0										29142	逆境珠【1】	1	1					1000		500	21174	般若原珠	2	22834	沙龙王的特等皮	1	0	0	0									
542	逆境珠【2】	3	7	技能珠	542		0	0										29143	逆境珠【2】	1	1					10000		500	21174	般若原珠	1	22548	冰雷鸟的特上皮	2	19998	高级技能珠素材券	15									
543	逆境珠【3】	3	7	技能珠	543		0	0										29144	逆境+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
544	强走珠【1】	3	7	技能珠	544		0	0										29145	耐力消耗下降+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
545	强走珠【2】	3	7	技能珠	545		0	0										29146	耐力消耗下降+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
546	强走珠【3】	3	7	技能珠	546		0	0										29147	耐力消耗下降+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
547	加散珠【1】	3	7	技能珠	547		0	0										29148	加散珠【1】	1	1					3000		500	21106	琉璃原珠	2	22884	骇狩蛛的超浓液	1	19998	高级技能珠素材券	10									
548	加散珠【2】	3	7	技能珠	548		0	0										29149	散弹增加+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
549	加散珠【3】	3	7	技能珠	549		0	0										29150	散弹增加+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
550	速填珠【1】	3	7	技能珠	550		0	0										29151	快速装填+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
551	速填珠【2】	3	7	技能珠	551		0	0										29152	快速装填+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
552	速填珠【3】	3	7	技能珠	552		0	0										29153	快速装填+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
553	耐震珠【1】	3	7	技能珠	553		0	0										29154	耐震珠【1】	1	1					1000		500	21104	阳翔原珠	1	22929	蓝速龙王的刚爪	2	0	0	0									
554	耐震珠【2】	3	7	技能珠	554		0	0										29155	耐震珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
555	耐震珠【3】	3	7	技能珠	555		0	0										29156	震地减轻+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
556	回避珠【1】	3	7	技能珠	556		0	0										29157	回避珠【1】	1	1					1000		500	21174	般若原珠	2	22908	星龙的重腹甲	1	0	0	0									
557	回避珠【2】	3	7	技能珠	557		0	0										29158	回避珠【2】	1	1					10000		500	21174	般若原珠	2	22489	闪耀的眠液	1	19998	高级技能珠素材券	15									
558	回避珠【3】	3	7	技能珠	558		0	0										29159	回避距离+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
559	破龙珠【1】	3	7	技能珠	559		0	0										29160	破龙珠【1】	1	1					3000		500	21103	水光原珠	1	22910	星龙的重壳	2	19998	高级技能珠素材券	10									
560	破龙珠【2】	3	7	技能珠	560		0	0										29161	破龙珠【2】	1	1					10000		500	21103	水光原珠	1	22475	剑豪镰蟹的刚爪	2	19998	高级技能珠素材券	15									
561	破龙珠【3】	3	7	技能珠	561		0	0										29162	龙属性攻击+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
562	拉弓珠【1】	3	7	技能珠	562		0	0										29163	拉弓术+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
563	拉弓珠【2】	3	7	技能珠	563		0	0										29164	拉弓术+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
564	拉弓珠【3】	3	7	技能珠	564		0	0										29165	拉弓术+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
565	牙兽珠【1】	3	7	技能珠	565		0	0										29166	牙兽珠【1】	1	1					3000		500	21175	明王原珠	1	22645	战鬼河狸兽的刚爪	2	19998	高级技能珠素材券	10									
566	牙兽珠【2】	3	7	技能珠	566		0	0										29167	牙兽珠【2】	1	1					10000		500	21175	明王原珠	1	22653	剑极狼的重腕甲	2	19998	高级技能珠素材券	15									
567	牙兽珠【3】	3	7	技能珠	567		0	0										29168	牙兽猎人+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
568	自防珠【1】	3	7	技能珠	568		0	0										29169	自动防御+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
569	自防珠【2】	3	7	技能珠	569		0	0										29170	自动防御+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
570	自防珠【3】	3	7	技能珠	570		0	0										29171	自动防御+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
571	鸟龙珠【1】	3	7	技能珠	571		0	0										29172	鸟龙珠【1】	1	1					3000		500	21175	明王原珠	1	22505	独耳黑狼鸟的钩爪	2	19998	高级技能珠素材券	10									
572	鸟龙珠【2】	3	7	技能珠	572		0	0										29173	鸟龙珠【2】	1	1					10000		500	21175	明王原珠	1	22592	金眠鸟的赤金豪羽	2	19998	高级技能珠素材券	15									
573	鸟龙珠【3】	3	7	技能珠	573		0	0										29174	鸟龙猎人+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
574	背水珠【1】	3	7	技能珠	574		0	0										29175	背水珠【1】	1	1					1000		500	21174	般若原珠	1	22889	紫毒鸟的重喙	2	0	0	0									
575	背水珠【2】	3	7	技能珠	575		0	0										29176	背水珠【2】	1	1					10000		500	21174	般若原珠	2	22532	尾晶蝎的豪毛	1	19998	高级技能珠素材券	15									
576	背水珠【3】	3	7	技能珠	576		0	0										29177	孤注一掷+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
577	剑豪珠【1】	3	7	技能珠	577		0	0										29178	剑术+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
578	剑豪珠【2】	3	7	技能珠	578		0	0										29179	剑术+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
579	剑豪珠【3】	3	7	技能珠	579		0	0										29180	剑术+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
580	铁壁珠【1】	3	7	技能珠	580		0	0										29181	铁壁珠【1】	1	1					1000		500	21105	修罗原珠	2	22817	毒怪鸟的重喙	1	0	0	0									
581	铁壁珠【2】	3	7	技能珠	581		0	0										29182	铁壁珠【2】	1	1					10000		500	21105	修罗原珠	2	22924	断刃一角龙的重壳	1	19998	高级技能珠素材券	15									
582	铁壁珠【3】	3	7	技能珠	582		0	0										29183	防御性能+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
583	坚韧珠【1】	3	7	技能珠	583		0	0										29184	坚韧+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
584	坚韧珠【2】	3	7	技能珠	584		0	0										29185	坚韧+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
585	坚韧珠【3】	3	7	技能珠	585		0	0										29186	坚韧+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
586	加榴珠【1】	3	7	技能珠	586		0	0										29187	加榴珠【1】	1	1					10000		500	21106	琉璃原珠	2	22646	战鬼河狸兽的厚毛	1	19998	高级技能珠素材券	15									
587	加榴珠【2】	3	7	技能珠	587		0	0										29188	榴弹增加+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
588	加榴珠【3】	3	7	技能珠	588		0	0										29189	榴弹增加+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
589	怒击珠【1】	3	7	技能珠	589		0	0										29190	怒击+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
590	怒击珠【2】	3	7	技能珠	590		0	0										29191	怒击+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
591	怒击珠【3】	3	7	技能珠	591		0	0										29192	怒击+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
592	伏击珠【1】	3	7	技能珠	592		0	0										29193	伏击+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
593	伏击珠【2】	3	7	技能珠	593		0	0										29194	伏击+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
594	伏击珠【3】	3	7	技能珠	594		0	0										29195	伏击+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
595	怒气珠【1】	3	7	技能珠	595		0	0										29196	怒+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
596	怒气珠【2】	3	7	技能珠	596		0	0										29197	怒+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
597	怒气珠【3】	3	7	技能珠	597		0	0										29198	怒+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
598	飞龙珠【1】	3	7	技能珠	598		0	0										29199	飞龙珠【1】	1	1					10000		500	21175	明王原珠	1	22638	砂岩龙的重壳	2	19998	高级技能珠素材券	15									
599	飞龙珠【2】	3	7	技能珠	599		0	0										29200	飞龙猎人+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
600	飞龙珠【3】	3	7	技能珠	600		0	0										29201	飞龙猎人+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
601	匠珠【1】	3	7	技能珠	601		0	0										29202	匠珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
602	匠珠【2】	3	7	技能珠	602		0	0										29203	匠+2	1	1					10000		500	21105	修罗原珠	2	22482	魅惑色的刚翼	1	19998	高级技能珠素材券	15									
603	匠珠【3】	3	7	技能珠	603		0	0										29204	匠+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
604	古龙珠【1】	3	7	技能珠	604		0	0										29205	古龙珠【1】	1	1					0		500	21175	明王原珠	1	22684	腐朽的厚龙鳞	2	19998	高级技能珠素材券	15									
605	古龙珠【2】	3	7	技能珠	605		0	0										29206	古龙猎人+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
606	古龙珠【3】	3	7	技能珠	606		0	0										29207	古龙猎人+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
607	耐暑珠【1】	3	7	技能珠	607		0	0										29208	耐暑珠【1】	1	1					1000		500	21104	阳翔原珠	1	22836	沙龙王的刚牙	2	0	0	0									
608	耐暑珠【2】	3	7	技能珠	608		0	0										29209	耐暑珠【2】	1	1					10000		500	21104	阳翔原珠	1	22608	烈焰的神龙爪	2	19998	高级技能珠素材券	15									
609	耐暑珠【3】	3	7	技能珠	609		0	0										29210	耐暑+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
610	回避珠【1】	3	7	技能珠	610		0	0										29211	回避性能+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
611	回避珠【2】	3	7	技能珠	611		0	0										29212	回避性能+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
612	回避珠【3】	3	7	技能珠	612		0	0										29213	回避性能+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
613	鱼龙珠【1】	3	7	技能珠	613		0	0										29214	鱼龙珠【1】	1	1					3000		500	21175	明王原珠	1	22837	沙龙王的大储砂袋	2	19998	高级技能珠素材券	10									
614	鱼龙珠【2】	3	7	技能珠	614		0	0										29215	鱼龙珠【2】	1	1					10000		500	21175	明王原珠	1	22834	沙龙王的特等皮	2	19998	高级技能珠素材券	15									
615	鱼龙珠【3】	3	7	技能珠	615		0	0										29216	鱼龙猎人+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
616	甲壳珠【1】	3	7	技能珠	616		0	0										29217	甲壳珠【1】	1	1					3000		500	21175	明王原珠	1	22531	尾晶蝎的刚爪	2	19998	高级技能珠素材券	10									
617	甲壳珠【2】	3	7	技能珠	617		0	0										29218	甲壳珠【2】	1	1					10000		500	21175	明王原珠	1	22539	灰晶蝎的刚爪	2	19998	高级技能珠素材券	15									
618	甲壳珠【3】	3	7	技能珠	618		0	0										29219	甲壳猎人+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
619	群食珠【1】	3	7	技能珠	619		0	0										29220	一起吃+1	1	1					0		500	0	0	0	0	0	0	0	0	0									
620	群食珠【2】	3	7	技能珠	620		0	0										29221	一起吃+2	1	1					0		500	0	0	0	0	0	0	0	0	0									
621	群食珠【3】	3	7	技能珠	621		0	0										29222	一起吃+3	1	1					0		500	0	0	0	0	0	0	0	0	0									
622	ko珠【1】	3	7	技能珠	622		0	0										29223	ko珠【1】	1	1					1000		500	21174	般若原珠	2	22907	星光的浓汁	1	0	0	0									
623	ko珠【2】	3	7	技能珠	623		0	0										29224	ko珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
624	斗魂珠【1】	3	7	技能珠	624		0	0										29225	斗魂珠【1】	1	1					1000		500	21174	般若原珠	2	22880	骇狩蛛的刚爪	1	0	0	0									
625	斗魂珠【2】	3	7	技能珠	625		0	0										29226	斗魂珠【2】	1	1					10000		500	21174	般若原珠	2	22645	战鬼河狸兽的刚爪	1	19998	高级技能珠素材券	15									
