#TSV
#============Begin of sheet============
@Sheet=LevelInfo
LevelID	BGType	MapID	LevelMode	LevelName	UIShowLevelTarget	ShowMonsterName	ShowMonsterID	UIDropList	DailyFirstUIDropList	UIWarningDropList	UIEntrustNpc	LevelDesc	Difficulty	LevelLv	MonsterLv	IsStarHunt	关联活动ID	解锁类型	基本解锁条件类别	基本解锁条件参数	额外解锁条件1类别	额外解锁条件1参数1	额外解锁条件1参数2	额外解锁条件2类别	额外解锁条件2参数1	额外解锁条件2参数2	需求等级类别	需求等级参数	消耗狩猎券	支付契约金	额外需求条件类别	需求条件参数1	需求条件参数2	允许匹配的武器等级	允许匹配的防具等级总和	HunterBox	MonsterOverView	FinishCountDown	InitScore	BossID	WeatherID	QuestMode	逻辑关卡组ID	逻辑关卡组Name	monsterlevel_rule	BOSS_match	BOSS_攻击系数	BOSS_属性攻击系数	BOSS_HP系数	BOSS_等级浮动	小怪_match	小怪_攻击系数	小怪_属性攻击系数	小怪_HP系数	小怪_等级浮动	BOSS多人因子开关	小怪多人因子开关	BossPBMul	BossLBMul	BossFDMul	BossPoisonMul	BossParalysisMul	BossSleepMul	BossDynamiteMul	BossStunMul	BossPoisonOpen	BossParalysisOpen	BossSleepOpen	BossDynamiteisOpen	BossStunOpen	OffcerLv	OffcierHR	WarningGroupID	EnableLemonSystem	EnableSoulStone	DisableCatFood	BigRandLvMin	BigRandLvMax	BigRandWeaponLvMin	BigRandWeaponLvMax	BigRandArmorLvMin	BigRandArmorLvMax	WeaponLimit	狩猎包开关	解锁等级	需求玩家等级
100489	1	1004	3	level04日常关卡测试39		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	401	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100551	1	1005	3	清理航道（删除）		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100552	1	1005	3	管风琴实验（删除）		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100553	1	1005	3	梦境的狩猎	在呼呼玉的帮助下来获取埋藏的枕头喵！	未知领域	69999	21454			艾露睡眠学会	我的宝贝枕头不见了喵！不能用睡眠来强身健体了喵！猎人帮我去找喵！我制作了让怪物可以快速睡眠的呼呼玉喵！可以让怪物快速呼呼喵！这样就能在充满了可怕怪物的区域里寻找喵！非常轻松喵！赶紧出发喵！	1	27	27			1	需求人物等级	40							需求人物等级	40								701		10	0	69999	501	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											37	0		0	0											
100554	1	1005	3	狩猎真意之二	传授狩猎真意喵！攻击头部来消灭电龙喵！	未知领域	69999	21454			狩猎真意传播者	对于技术娴熟的猎人来说，会有很多非常有用狩猎技巧，这，就是传说中的狩猎之真意。今天我再来教你一个狩猎电龙的真意，就是攻击电龙的头部，连续不断地像暴风般攻击。快去拿起武器，去体验真意的威力吧，少年！	1	27	27			1	需求人物等级	40							需求人物等级	40								701		10	0	60120	501	3			0	1	1	1	5	0	1	1	1	1	0	1	1	1	1	1											37	0		0	0											
100555	1	1005	3	小电龙与大电球	和小电龙一起玩耍，顺便获取感电球喵！	未知领域	69999	21454			追求新潮的青年	你还记得我吗？我就是村里的新潮达人。你看我的头发，多么直，多么吸引人。但是不能保持太久，让我无比忧愁啊。听说电龙的电可以让头发变直，麻烦猎人去帮我收集电球吧。小电龙的就可以啦，可不能新潮过头啦。	1	27	27			1	需求人物等级	40							需求人物等级	40								701		10	0	69999	501	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											37	0		0	0											
100556	1	1005	3	level05日常关卡测试6		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100557	1	1005	3	level05日常关卡测试7		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100558	1	1005	3	level05日常关卡测试8		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100559	1	1005	3	level05日常关卡测试9		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100560	1	1005	3	level05日常关卡测试10		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100561	1	1005	16	肆虐的幼年野猪	讨伐幼年野猪	肆虐的幼年野猪	69999	21454			除八害委员会	有到了野猪肆虐的季节了！这也意味着烤肉大会的临近，既能降低害人怪物的数量，又能大饱口福！还真是个聪明的主意呢！	1	30	30			1	需求人物等级	20							需求人物等级	20	1									10	0	50050	501	16			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											40	0		0	0											
100562	1	1005	16	花火与幼年电龙	讨伐电龙	花火与幼年电龙	69999	21454			狩猎道具贸易协会	我们也听说使用爆桶来狩猎电龙的方法了！我们这次提供了大量的爆桶供猎人使用！正好来检验一下爆桶狩猎的实战的效果！	1	30	30			1	需求人物等级	20							需求人物等级	20	1									10	0	60120	501	16			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											40	0		0	0											
100563	1	1005	16	怒火！壮硕雪狮子	讨伐雪狮子	怒火！壮硕雪狮子	69999	21454			艾露炼金学会	艾露又被欺负了喵！艾露只是想拔一根毛做玩具喵！雪狮子太过分了喵！生气喵！猎人快去帮忙喵！	1	30	30			1	需求人物等级	20							需求人物等级	20	1									10	0	50210	501	16			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											40	0		0	0											
100564	1	1005	16	搬运！青怪鸟蛋！	缴纳青怪鸟蛋	搬运！青怪鸟蛋！	69999	21454			喜欢小鸟的敏儿	赤！橙！黄！绿！蓝！紫！你看我收集的鸟儿的颜色有那么多！但是和天上的彩虹相比好像还缺一个颜色呀！猎人知道哪里可以抓到青色的小鸟吗？	1	40	40			1	需求人物等级	30							需求人物等级	30	1									10	0	69999	501	16			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											50	0		0	0											
100565	1	1005	3	level05日常关卡测试15		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100566	1	1005	3	level05日常关卡测试16		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100567	1	1005	3	level05日常关卡测试17		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100568	1	1005	3	level05日常关卡测试18		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100569	1	1005	3	level05日常关卡测试19		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100570	1	1005	3	level05日常关卡测试20		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100571	1	1005	3	level05日常关卡测试21		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100572	1	1005	3	level05日常关卡测试22		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100573	1	1005	3	level05日常关卡测试23		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100574	1	1005	3	level05日常关卡测试24		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100575	1	1005	3	level05日常关卡测试25		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100576	1	1005	3	level05日常关卡测试26		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100577	1	1005	3	level05日常关卡测试27		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100578	1	1005	3	level05日常关卡测试28		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100579	1	1005	3	level05日常关卡测试29		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100580	1	1005	3	level05日常关卡测试30		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100581	1	1005	3	level05日常关卡测试31		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100582	1	1005	3	level05日常关卡测试32		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100583	1	1005	3	level05日常关卡测试33		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100584	1	1005	3	level05日常关卡测试34		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100585	1	1005	3	level05日常关卡测试35		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100586	1	1005	3	level05日常关卡测试36		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100587	1	1005	3	level05日常关卡测试37		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100588	1	1005	3	level05日常关卡测试38		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100589	1	1005	3	level05日常关卡测试39		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	501	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100651	1	1006	3	刀与陷阱的用法	用陷阱捕捉小毒怪鸟！赶走其他小鸟喵！	未知领域	69999	21454			喜欢小鸟的敏儿	我的小毒怪鸟又跑掉啦。呜呜呜。好心的猎人帮我去抓回来好不好。一定要小毒怪鸟哦，别的讨厌的小鸟就用我给你的小刀赶走哦。我这里还有抓鸟的迷你陷阱，用陷阱抓吧，千万别让别的小鸟踩进去啦。	1	32	32			1	需求人物等级	40							需求人物等级	40								601		10	0	69999	601	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											42	0		0	0											
100652	1	1006	3	潜藏的怪物	找到潜藏的怪物并给予惩罚喵！	未知领域	69999	21454			名侦探古六郎	我被袭击了！有一天，我在森林里面漫步！突然出现了一个黑影，袭击了我！为了找到凶手，我在森林里面侦查了好多天。在耗尽了食物之后，终于找到了罪魁祸首！为了不让犯人发现自己已经被锁定为目标，我把线索分散藏起来了！麻烦猎人去给真正的犯人惩罚吧！	1	32	32			1	需求人物等级	40							需求人物等级	40								701		10	0	69999	601	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											42	0		0	0											
100653	1	1006	3	金色力量之源	用远程武器来攻击金桃毛兽的头部喵！	未知领域	69999	21454			金闪闪爱好者	你知道金毛兽为什么比桃毛兽厉害吗？因为金色比粉色强大呀。金色更绚丽，更夺目，更强大。金色才是它力量的源头！所以，要对付金毛兽就要攻击它头上的金毛。带上弩，连续不断地攻击金毛兽的头部！夺取金色的力量！	1	32	32			1	需求人物等级	40							需求人物等级	40								602		10	0	60081	601	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											42	0		0	0											
100654	1	1006	3	雷光的幻境	雷光虫全跑出来了喵！消灭它们喵！	未知领域	69999	21454			对电敏感的维克	又到了雷光虫肆虐的季节。好多雷光虫。飘来飘去，发出各种各样的颜色，让所靠近的东西都发麻带电。虽然有人很喜欢这种景象，但对我来说，这可太可怕了！我一看到那个东西就会起鸡皮疙瘩，浑身发麻！为了我的生命安全，请猎人们帮我去消灭它们吧。	1	32	32			1	需求人物等级	40							需求人物等级	40								602		10	0	69999	601	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											42	0		0	0											
100655	1	1006	3	level06日常关卡测试5		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100656	1	1006	3	level06日常关卡测试6		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100657	1	1006	3	level06日常关卡测试7		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100658	1	1006	3	level06日常关卡测试8		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100659	1	1006	3	level06日常关卡测试9		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100660	1	1006	3	level06日常关卡测试10		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100661	1	1006	3	自然疗法	使用暖气治疗胃疾喵！	未知领域	69999	21454			温泉开发商	昨天食舫斋的饭菜不错吧，非常感谢食舫斋老板把我介绍给你们。我是负责造温泉的哦，最近湖地的地层非常不稳定，有热气从断层中冒出。看来我们就要有新的温泉可以用啦。听说可以治疗各种疾病啊，猎人要不去试一下？	1	32	32			1	需求人物等级	40							需求人物等级	40								701		10	0	69999	601	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											42	0		0	0											
100662	1	1006	3	入侵！湖地的雷光虫！		未知领域	69999						1	25	25												需求人物等级	9999										10	0	60210	601	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											35	0		0	0											
100663	1	1006	16	投掷！奇面族！	讨伐奇面族	投掷！奇面族！	69999	21454			狩猎道具贸易协会	我们的货物被偷了！经过调查是一群奇面族干的！太可恶了！拿上手雷！替我们报仇吧猎人！	1	40	40			1	需求人物等级	30							需求人物等级	30	1									10	0	50200	601	16			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											50	0		0	0											
100664	1	1006	16	怒火！壮硕桃毛兽	讨伐桃毛兽	怒火！壮硕桃毛兽	69999	21454			艾露炼金学会	被桃毛兽欺负了喵！好多强壮的桃毛兽喵！生气喵！猎人也要一起生气喵！生气了才能打败桃毛兽喵！	1	40	40			1	需求人物等级	30							需求人物等级	30	1									10	0	50220	601	16			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											50	0		0	0											
100665	1	1006	16	搬运！眠鸟蛋！	缴纳眠鸟蛋	搬运！眠鸟蛋！	69999	21454			喜欢小鸟的敏儿	最近感觉一直失眠呢！总是胡思乱想不能入睡呢！听说有一种鸟儿可以帮助人睡眠，猎人能帮我去抓一只吗？	1	40	40			1	需求人物等级	30							需求人物等级	30	1									10	0	69999	601	16			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											50	0		0	0											
100666	1	1006	3	level06日常关卡测试16		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100667	1	1006	3	level06日常关卡测试17		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100668	1	1006	3	level06日常关卡测试18		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100669	1	1006	3	level06日常关卡测试19		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100670	1	1006	3	level06日常关卡测试20		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100671	1	1006	3	level06日常关卡测试21		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100672	1	1006	3	level06日常关卡测试22		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100673	1	1006	3	level06日常关卡测试23		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100674	1	1006	3	level06日常关卡测试24		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100675	1	1006	3	level06日常关卡测试25		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100676	1	1006	3	level06日常关卡测试26		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100677	1	1006	3	level06日常关卡测试27		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100678	1	1006	3	level06日常关卡测试28		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100679	1	1006	3	level06日常关卡测试29		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100680	1	1006	3	level06日常关卡测试30		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100681	1	1006	3	level06日常关卡测试31		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100682	1	1006	3	level06日常关卡测试32		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100683	1	1006	3	level06日常关卡测试33		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100684	1	1006	3	level06日常关卡测试34		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100685	1	1006	3	level06日常关卡测试35		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100686	1	1006	3	level06日常关卡测试36		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100687	1	1006	3	level06日常关卡测试37		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100688	1	1006	3	level06日常关卡测试38		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100689	1	1006	3	level06日常关卡测试39		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	601	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100751	1	1007	3	破碎的探测器	找到探测器的碎片，修好喵！	未知领域	69999	21454			隐藏宝物探索者	天哪！这叫我怎么活啊！我的探测器不见了！我在森林里探测的时候突然被怪物袭击，探测器被怪物咬嘴里叼走了！我只管自己活命自己跑了出来！猎人啊！你一定要帮我找回来啊！有了探测器才能继续挖掘宝物啊！	1	32	32			1	需求人物等级	40							需求人物等级	40								701		10	0	69999	701	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											42	0		0	0											
100752	1	1007	3	怒之连击VS蟹之海（删除）	使用连续的怒技消灭怪物喵！	未知领域	69999				狩猎技巧探讨协会	当猎人面对如潮水般涌来的敌人时，应该采取什么策略，使用什么攻击的方式才能获得胜利?这是我们协会最近所探讨的课题。我认为需要连续不断地使用怒技才能胜利！请猎人们赶紧出发！去证明这一点！	1	32	32												需求人物等级	9999								601		10	0	60210	701	3			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1											42	0		0	0											
100753	1	1007	3	天然驱虫术		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100754	1	1007	3	中和毒素的方法	找到让自己活得更久的方法喵！	未知领域	69999	21454			怪物毒素研究员	又来了！又来了！又可以测试新药了嘻嘻！这次的任务是什么呢？这次的任务是毒药的解毒方法测试！请猎人喝下毒药！然后找到解毒的方法！加油！一定要活得久一点哦！嘻嘻！	1	32	32			1	需求人物等级	40							需求人物等级	40								701		10	0	69999	701	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											42	0		0	0											
100755	1	1007	3	考古支援	保护考古的猫猫们喵！	未知领域	69999				艾露考古学会	黑暗的森林中有好大好大的古迹喵！一定有古代的好东西喵！考古学会要出发喵！但是森林里面的怪物好多喵！好可怕喵！不能安安心心地考察喵！所以要请猎人来帮忙喵！保护考古中的猫猫不受怪物威胁喵！靠你们了喵！	1	32	32												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											42	0		0	0											
100756	1	1007	3	脆弱之处	用远程武器攻击将军蟹的头部尖刺喵！	未知领域	69999	21454			头部打击爱好者	我一直认为，不管什么怪物，攻击头部都是最好的方法！关键是要找到头部并精准攻击！将军蟹的头部弱点就是尖刺的部位，使用弩就能很容易地打中了！猎人拿上我提供的弩，去证明攻击头部的王道吧！	1	32	32			1	需求人物等级	40							需求人物等级	40								602		10	0	69999	701	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											42	0		0	0											
100757	1	1007	3	森林的秘宝	找到隐藏的秘宝喵！	未知领域	69999	21454			隐藏宝物探索者	传说，越危险的地方，宝藏越多；越黑暗的地方，宝藏越多。你看这漆黑而危险的森林正好符合了这两点，一定会有很多很多的宝藏。快拿上探测器出发！一定要满载而归哦。	1	32	32			1	需求人物等级	40							需求人物等级	40								701		10	0	69999	701	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											42	0		0	0											
100758	1	1007	3	level07日常关卡测试8		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100759	1	1007	3	level07日常关卡测试9		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100760	1	1007	3	level07日常关卡测试10		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100761	1	1007	16	肆虐的幼年镰蟹	讨伐幼年镰蟹	肆虐的幼年镰蟹	69999	21454			食舫斋老板	虽然这么说不太好意思，但是幼年的甲壳种的肉还真是无限的鲜美呢。所以卖得也很好！所以上次狩猎的已经快销售殆尽拉！所以，又要摆脱猎人们啦！	1	40	40			1	需求人物等级	30							需求人物等级	30	1									10	0	50180	701	16			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											50	0		0	0											
100762	1	1007	16	怒火！壮硕盾蟹	讨伐盾蟹	怒火！壮硕盾蟹	69999	21454			艾露炼金学会	艾露要保证视力健康就要吃蟹喵！有牛磺酸喵！拿上特制的药水喵！去帮助艾露吧喵！	1	40	40			1	需求人物等级	30							需求人物等级	30	1									10	0	50170	701	16			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											50	0		0	0											
100763	1	1007	3	level07日常关卡测试13		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100764	1	1007	3	level07日常关卡测试14		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100765	1	1007	3	level07日常关卡测试15		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100766	1	1007	3	level07日常关卡测试16		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100767	1	1007	3	level07日常关卡测试17		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100768	1	1007	3	level07日常关卡测试18		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100769	1	1007	3	level07日常关卡测试19		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100770	1	1007	3	level07日常关卡测试20		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100771	1	1007	3	level07日常关卡测试21		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100772	1	1007	3	level07日常关卡测试22		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100773	1	1007	3	level07日常关卡测试23		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	701	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
