#TSV
#============Begin of sheet============
@Sheet=亚种怪物武器模型ID
avatarid	partid	modelfile1	modelfile2	usecustomcolor	customcolor	texture	secondary_usecustomcolor	secondary_customcolor	secondary_texture	surfacetype	customeffect	effect_pos	effect_angle	effect_scale	effect_bone	effect_worlddir	customeffect_slave	effect_slave_pos	effect_slave_angle	effect_slave_scale	effect_slave_bone	effect_slave_worlddir
370387	37	Objects/weapons/t/ma034_we_t/ma034_we_t_z.chr	Objects/weapons/t/ma034_we_t/ma034_we_t_y.chr	0	0,0,0	Objects/weapons/t/ma034_we_t/ma034_we_t.mtl	0	0,0,0	Objects/weapons/t/ma034_we_t/ma034_we_t.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
380387	38	Objects/weapons/f/ma034_we_f/ma034_we_f.chr		0	0,0,0	Objects/weapons/f/ma034_we_f/ma034_we_f.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
390387	39	Objects/weapons/u/ma034_we_u/ma034_we_u_z.chr	Objects/weapons/u/ma034_we_u/ma034_we_u_y.chr	0	0,0,0	Objects/weapons/u/ma034_we_u/ma034_we_u.mtl	0	0,0,0	Objects/weapons/u/ma034_we_u/ma034_we_u.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
400387	40	Objects/weapons/g/ma034_we_g/ma034_we_g_z.chr	Objects/weapons/g/ma034_we_g/ma034_we_g_y.chr	0	0,0,0	Objects/weapons/g/ma034_we_g/ma034_we_g.mtl	0	0,0,0	Objects/weapons/g/ma034_we_g/ma034_we_g.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
310388	31	Objects/weapons/d/ma034_we_d/ma034_we_d.chr		0	0,0,0	Objects/weapons/d/ma034_we_d/ma034_we_d.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
320388	32	Objects/weapons/c/ma034_we_c/ma034_we_c.chr		0	0,0,0	Objects/weapons/c/ma034_we_c/ma034_we_c.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
330388	33	Objects/weapons/q/ma034_we_q/ma034_we_q_z.chr	Objects/weapons/q/ma034_we_q/ma034_we_q_y.chr	0	0,0,0	Objects/weapons/q/ma034_we_q/ma034_we_q.mtl	0	0,0,0	Objects/weapons/q/ma034_we_q/ma034_we_q.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
340388	34	Objects/weapons/p/ma034_we_p/ma034_we_p_z.chr	Objects/weapons/p/ma034_we_p/ma034_we_p_y.chr	0	0,0,0	Objects/weapons/p/ma034_we_p/ma034_we_p.mtl	0	0,0,0	Objects/weapons/p/ma034_we_p/ma034_we_p.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
350388	35	Objects/weapons/n/ma034_we_n/ma034_we_n.chr		0	0,0,0	Objects/weapons/n/ma034_we_n/ma034_we_n.mtl	0	0,0,0	0	metal	Common.Weapons.N_ma034	0,0,0	0,0,0	1	n_root	0		0,0,0	0,0,0	1		0
360388	36	Objects/weapons/s/ma034_we_s/ma034_we_s_z.chr	Objects/weapons/s/ma034_we_s/ma034_we_s_y.chr	0	0,0,0	Objects/weapons/s/ma034_we_s/ma034_we_s.mtl	0	0,0,0	Objects/weapons/s/ma034_we_s/ma034_we_s.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
370388	37	Objects/weapons/t/ma034_we_t/ma034_we_t_z.chr	Objects/weapons/t/ma034_we_t/ma034_we_t_y.chr	0	0,0,0	Objects/weapons/t/ma034_we_t/ma034_we_t.mtl	0	0,0,0	Objects/weapons/t/ma034_we_t/ma034_we_t.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
380388	38	Objects/weapons/f/ma034_we_f/ma034_we_f.chr		0	0,0,0	Objects/weapons/f/ma034_we_f/ma034_we_f.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
390388	39	Objects/weapons/u/ma034_we_u/ma034_we_u_z.chr	Objects/weapons/u/ma034_we_u/ma034_we_u_y.chr	0	0,0,0	Objects/weapons/u/ma034_we_u/ma034_we_u.mtl	0	0,0,0	Objects/weapons/u/ma034_we_u/ma034_we_u.mtl	metal	Common.Weapons.U_ma034_01	0,-0.052,-0.45	270,0,0	1	null01	0	Common.Weapons.U_ma034_02	0,0,0	0,0,0	1	u_y_root	0
400388	40	Objects/weapons/g/ma034_we_g/ma034_we_g_z.chr	Objects/weapons/g/ma034_we_g/ma034_we_g_y.chr	0	0,0,0	Objects/weapons/g/ma034_we_g/ma034_we_g.mtl	0	0,0,0	Objects/weapons/g/ma034_we_g/ma034_we_g.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
310389	31	Objects/weapons/d/ma043_we_d/ma043_we_d.chr		0	0,0,0	Objects/weapons/d/ma043_we_d/ma043_we_d.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
320389	32	Objects/weapons/c/ma043_we_c/ma043_we_c.chr		0	0,0,0	Objects/weapons/c/ma043_we_c/ma043_we_c.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
330389	33	Objects/weapons/q/ma043_we_q/ma043_we_q_z.chr	Objects/weapons/q/ma043_we_q/ma043_we_q_y.chr	0	0,0,0	Objects/weapons/q/ma043_we_q/ma043_we_q.mtl	0	0,0,0	Objects/weapons/q/ma043_we_q/ma043_we_q.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
340389	34	Objects/weapons/p/ma043_we_p/ma043_we_p_z.chr	Objects/weapons/p/ma043_we_p/ma043_we_p_y.chr	0	0,0,0	Objects/weapons/p/ma043_we_p/ma043_we_p.mtl	0	0,0,0	Objects/weapons/p/ma043_we_p/ma043_we_p.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
350389	35	Objects/weapons/n/ma043_we_n/ma043_we_n.chr		0	0,0,0	Objects/weapons/n/ma043_we_n/ma043_we_n.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
360389	36	Objects/weapons/s/ma043_we_s/ma043_we_s_z.chr	Objects/weapons/s/ma043_we_s/ma043_we_s_y.chr	0	0,0,0	Objects/weapons/s/ma043_we_s/ma043_we_s.mtl	0	0,0,0	Objects/weapons/s/ma043_we_s/ma043_we_s.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
370389	37	Objects/weapons/t/ma043_we_t/ma043_we_t_z.chr	Objects/weapons/t/ma043_we_t/ma043_we_t_y.chr	0	0,0,0	Objects/weapons/t/ma043_we_t/ma043_we_t.mtl	0	0,0,0	Objects/weapons/t/ma043_we_t/ma043_we_t.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
380389	38	Objects/weapons/f/ma043_we_f/ma043_we_f.chr		0	0,0,0	Objects/weapons/f/ma043_we_f/ma043_we_f.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
390389	39	Objects/weapons/u/ma043_we_u/ma043_we_u_z.chr	Objects/weapons/u/ma043_we_u/ma043_we_u_y.chr	0	0,0,0	Objects/weapons/u/ma043_we_u/ma043_we_u.mtl	0	0,0,0	Objects/weapons/u/ma043_we_u/ma043_we_u.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
400389	40	Objects/weapons/g/ma043_we_g/ma043_we_g_z.chr	Objects/weapons/g/ma043_we_g/ma043_we_g_y.chr	0	0,0,0	Objects/weapons/g/ma043_we_g/ma043_we_g.mtl	0	0,0,0	Objects/weapons/g/ma043_we_g/ma043_we_g.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
310390	31	Objects/weapons/d/ma043_we_d/ma043_we_d.chr		0	0,0,0	Objects/weapons/d/ma043_we_d/ma043_we_d.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
320390	32	Objects/weapons/c/ma043_we_c/ma043_we_c.chr		0	0,0,0	Objects/weapons/c/ma043_we_c/ma043_we_c.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
330390	33	Objects/weapons/q/ma043_we_q/ma043_we_q_z.chr	Objects/weapons/q/ma043_we_q/ma043_we_q_y.chr	0	0,0,0	Objects/weapons/q/ma043_we_q/ma043_we_q.mtl	0	0,0,0	Objects/weapons/q/ma043_we_q/ma043_we_q.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
340390	34	Objects/weapons/p/ma043_we_p/ma043_we_p_z.chr	Objects/weapons/p/ma043_we_p/ma043_we_p_y.chr	0	0,0,0	Objects/weapons/p/ma043_we_p/ma043_we_p.mtl	0	0,0,0	Objects/weapons/p/ma043_we_p/ma043_we_p.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
350390	35	Objects/weapons/n/ma043_we_n/ma043_we_n.chr		0	0,0,0	Objects/weapons/n/ma043_we_n/ma043_we_n.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
360390	36	Objects/weapons/s/ma043_we_s/ma043_we_s_z.chr	Objects/weapons/s/ma043_we_s/ma043_we_s_y.chr	0	0,0,0	Objects/weapons/s/ma043_we_s/ma043_we_s.mtl	0	0,0,0	Objects/weapons/s/ma043_we_s/ma043_we_s.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
370390	37	Objects/weapons/t/ma043_we_t/ma043_we_t_z.chr	Objects/weapons/t/ma043_we_t/ma043_we_t_y.chr	0	0,0,0	Objects/weapons/t/ma043_we_t/ma043_we_t.mtl	0	0,0,0	Objects/weapons/t/ma043_we_t/ma043_we_t.mtl	metal	Common.Weapons.T_ma043	0,0,0	0,0,0	1	t_z_root	0		0,0,0	0,0,0	1		0
380390	38	Objects/weapons/f/ma043_we_f/ma043_we_f.chr		0	0,0,0	Objects/weapons/f/ma043_we_f/ma043_we_f.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
390390	39	Objects/weapons/u/ma043_we_u/ma043_we_u_z.chr	Objects/weapons/u/ma043_we_u/ma043_we_u_y.chr	0	0,0,0	Objects/weapons/u/ma043_we_u/ma043_we_u.mtl	0	0,0,0	Objects/weapons/u/ma043_we_u/ma043_we_u.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
400390	40	Objects/weapons/g/ma043_we_g/ma043_we_g_z.chr	Objects/weapons/g/ma043_we_g/ma043_we_g_y.chr	0	0,0,0	Objects/weapons/g/ma043_u01_we_g/ma043_u01_we_g.mtl	0	0,0,0	Objects/weapons/g/ma043_u01_we_g/ma043_u01_we_g.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
310264	31	Objects/weapons/d/ma023_we_d/ma023_we_d.chr		0	0,0,0	Objects/weapons/d/ma023_we_d/ma023_we_d.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
320264	32	Objects/weapons/c/ma023_we_c/ma023_we_c.chr		0	0,0,0	Objects/weapons/c/ma023_we_c/ma023_we_c.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
330264	33	Objects/weapons/q/ma023_we_q/ma023_we_q_z.chr	Objects/weapons/q/ma023_we_q/ma023_we_q_y.chr	0	0,0,0	Objects/weapons/q/ma023_we_q/ma023_we_q.mtl	0	0,0,0	Objects/weapons/q/ma023_we_q/ma023_we_q.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
340264	34	Objects/weapons/p/ma023_we_p/ma023_we_p_z.chr	Objects/weapons/p/ma023_we_p/ma023_we_p_y.chr	0	0,0,0	Objects/weapons/p/ma023_we_p/ma023_we_p.mtl	0	0,0,0	Objects/weapons/p/ma023_we_p/ma023_we_p.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
350264	35	Objects/weapons/n/ma023_we_n/ma023_we_n.chr		0	0,0,0	Objects/weapons/n/ma023_we_n/ma023_we_n.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
360264	36	Objects/weapons/s/ma023_we_s/ma023_we_s_z.chr	Objects/weapons/s/ma023_we_s/ma023_we_s_y.chr	0	0,0,0	Objects/weapons/s/ma023_we_s/ma023_we_s.mtl	0	0,0,0	Objects/weapons/s/ma023_we_s/ma023_we_s.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
370264	37	Objects/weapons/t/ma023_we_t/ma023_we_t_z.chr	Objects/weapons/t/ma023_we_t/ma023_we_t_y.chr	0	0,0,0	Objects/weapons/t/ma023_we_t/ma023_we_t.mtl	0	0,0,0	Objects/weapons/t/ma023_we_t/ma023_we_t.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
380264	38	Objects/weapons/f/ma023_we_f/ma023_we_f.chr		0	0,0,0	Objects/weapons/f/ma023_we_f/ma023_we_f.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
390264	39	Objects/weapons/u/ma023_we_u/ma023_we_u_z.chr	Objects/weapons/u/ma023_we_u/ma023_we_u_y.chr	0	0,0,0	Objects/weapons/u/ma023_we_u/ma023_we_u.mtl	0	0,0,0	Objects/weapons/u/ma023_we_u/ma023_we_u.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
400264	40	Objects/weapons/g/ma023_we_g/ma023_we_g_z.chr	Objects/weapons/g/ma023_we_g/ma023_we_g_y.chr	0	0,0,0	Objects/weapons/g/ma023_we_g/ma023_we_g.mtl	0	0,0,0	Objects/weapons/g/ma023_we_g/ma023_we_g.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
310295	31	Objects/weapons/d/ma037_we_d/ma037_we_d.chr		0	0,0,0	Objects/weapons/d/ma037_we_d/ma037_we_d.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
320295	32	Objects/weapons/c/ma037_we_c/ma037_we_c.chr		0	0,0,0	Objects/weapons/c/ma037_we_c/ma037_we_c.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
330295	33	Objects/weapons/q/ma037_we_q/ma037_we_q_z.chr	Objects/weapons/q/ma037_we_q/ma037_we_q_y.chr	0	0,0,0	Objects/weapons/q/ma037_we_q/ma037_we_q.mtl	0	0,0,0	Objects/weapons/q/ma037_we_q/ma037_we_q.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
340295	34	Objects/weapons/p/ma037_we_p/ma037_we_p_z.chr	Objects/weapons/p/ma037_we_p/ma037_we_p_y.chr	0	0,0,0	Objects/weapons/p/ma037_we_p/ma037_we_p.mtl	0	0,0,0	Objects/weapons/p/ma037_we_p/ma037_we_p.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
350295	35	Objects/weapons/n/ma037_we_n/ma037_we_n.chr		0	0,0,0	Objects/weapons/n/ma037_we_n/ma037_we_n.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
360295	36	Objects/weapons/s/ma037_we_s/ma037_we_s_z.chr	Objects/weapons/s/ma037_we_s/ma037_we_s_y.chr	0	0,0,0	Objects/weapons/s/ma037_we_s/ma037_we_s.mtl	0	0,0,0	Objects/weapons/s/ma037_we_s/ma037_we_s.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
370295	37	Objects/weapons/t/ma037_we_t/ma037_we_t_z.chr	Objects/weapons/t/ma037_we_t/ma037_we_t_y.chr	0	0,0,0	Objects/weapons/t/ma037_we_t/ma037_we_t.mtl	0	0,0,0	Objects/weapons/t/ma037_we_t/ma037_we_t.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
380295	38	Objects/weapons/f/ma037_we_f/ma037_we_f.chr		0	0,0,0	Objects/weapons/f/ma037_we_f/ma037_we_f.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
390295	39	Objects/weapons/u/ma037_we_u/ma037_we_u_z.chr	Objects/weapons/u/ma037_we_u/ma037_we_u_y.chr	0	0,0,0	Objects/weapons/u/ma037_we_u/ma037_we_u.mtl	0	0,0,0	Objects/weapons/u/ma037_we_u/ma037_we_u.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
400295	40	Objects/weapons/g/ma037_we_g/ma037_we_g_z.chr	Objects/weapons/g/ma037_we_g/ma037_we_g_y.chr	0	0,0,0	Objects/weapons/g/ma037_we_g/ma037_we_g.mtl	0	0,0,0	Objects/weapons/g/ma037_we_g/ma037_we_g.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
310391	31	Objects/weapons/d/em023_we_d/em023_we_d.chr		0	0,0,0	Objects/weapons/d/em023_u01_we_d/em023_u01_we_d.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
320391	32	Objects/weapons/c/em023_we_c/em023_we_c.chr		0	0,0,0	Objects/weapons/c/em023_u01_we_c/em023_u01_we_c.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
330391	33	Objects/weapons/q/em023_we_q/em023_we_q_z.chr	Objects/weapons/q/em023_we_q/em023_we_q_y.chr	0	0,0,0	Objects/weapons/q/em023_u01_we_q/em023_u01_we_q.mtl	0	0,0,0	Objects/weapons/q/em023_u01_we_q/em023_u01_we_q.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
340391	34	Objects/weapons/p/em023_we_p/em023_we_p_z.chr	Objects/weapons/p/em023_we_p/em023_we_p_y.chr	0	0,0,0	Objects/weapons/p/em023_u01_we_p/em023_u01_we_p.mtl	0	0,0,0	Objects/weapons/p/em023_u01_we_p/em023_u01_we_p.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
350391	35	Objects/weapons/n/em023_we_n/em023_we_n.chr		0	0,0,0	Objects/weapons/n/em023_u01_we_n/em023_u01_we_n.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
360391	36	Objects/weapons/s/em023_we_s/em023_we_s_z.chr	Objects/weapons/s/em023_we_s/em023_we_s_y.chr	0	0,0,0	Objects/weapons/s/em023_u01_we_s/em023_u01_we_s.mtl	0	0,0,0	Objects/weapons/s/em023_u01_we_s/em023_u01_we_s.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
370391	37	Objects/weapons/t/em023_we_t/em023_we_t_z.chr	Objects/weapons/t/em023_we_t/em023_we_t_y.chr	0	0,0,0	Objects/weapons/t/em023_u01_we_t/em023_u01_we_t.mtl	0	0,0,0	Objects/weapons/t/em023_u01_we_t/em023_u01_we_t.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
380391	38	Objects/weapons/f/em023_we_f/em023_we_f.chr		0	0,0,0	Objects/weapons/f/em023_u01_we_f/em023_u01_we_f.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
390391	39	Objects/weapons/u/em023_we_u/em023_we_u_z.chr	Objects/weapons/u/em023_we_u/em023_we_u_y.chr	0	0,0,0	Objects/weapons/u/em023_u01_we_u/em023_u01_we_u.mtl	0	0,0,0	Objects/weapons/u/em023_u01_we_u/em023_u01_we_u.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
400391	40	objects/weapons/g/em023_we_g/em023_we_g_z.chr	objects/weapons/g/em023_we_g/em023_we_g_y.chr	0	0,0,0	Objects/weapons/g/em023_u01_we_g/em023_u01_we_g.mtl	0	0,0,0	Objects/weapons/g/em023_u01_we_g/em023_u01_we_g.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
310392	31	Objects/weapons/d/em014_we_d/em014_we_d.chr		0	0,0,0	Objects/weapons/d/em014_u02_we_d/em014_u02_we_d.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
320392	32	Objects/weapons/c/em014_we_c/em014_we_c.chr		0	0,0,0	Objects/weapons/c/em014_u02_we_c/em014_u02_we_c.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
330392	33	Objects/weapons/q/em014_we_q/em014_we_q_z.chr	Objects/weapons/q/em014_we_q/em014_we_q_y.chr	0	0,0,0	Objects/weapons/q/em014_u02_we_q/em014_u02_we_q.mtl	0	0,0,0	Objects/weapons/q/em014_u02_we_q/em014_u02_we_q.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
340392	34	Objects/weapons/p/em014_we_p/em014_we_p_z.chr	Objects/weapons/p/em014_we_p/em014_we_p_y.chr	0	0,0,0	Objects/weapons/p/em014_u02_we_p/em014_u02_we_p.mtl	0	0,0,0	Objects/weapons/p/em014_u02_we_p/em014_u02_we_p.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
350392	35	Objects/weapons/n/em014_we_n/em014_we_n.chr		0	0,0,0	Objects/weapons/n/em014_u02_we_n/em014_u02_we_n.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
360392	36	Objects/weapons/s/em014_we_s/em014_we_s_z.chr	Objects/weapons/s/em014_we_s/em014_we_s_y.chr	0	0,0,0	Objects/weapons/s/em014_u02_we_s/em014_u02_we_s.mtl	0	0,0,0	Objects/weapons/s/em014_u02_we_s/em014_u02_we_s.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
370392	37	Objects/weapons/t/em014_we_t/em014_we_t_z.chr	Objects/weapons/t/em014_we_t/em014_we_t_y.chr	0	0,0,0	Objects/weapons/t/em014_u02_we_t/em014_u02_we_t.mtl	0	0,0,0	Objects/weapons/t/em014_u02_we_t/em014_u02_we_t.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
380392	38	Objects/weapons/f/em014_we_f/em014_we_f.chr		0	0,0,0	Objects/weapons/f/em014_u02_we_f/em014_u02_we_f.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
390392	39	Objects/weapons/u/em014_we_u/em014_we_u_z.chr	Objects/weapons/u/em014_we_u/em014_we_u_y.chr	0	0,0,0	Objects/weapons/u/em014_u02_we_u/em014_u02_we_u.mtl	0	0,0,0	Objects/weapons/u/em014_u02_we_u/em014_u02_we_u.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
400392	40	objects/weapons/g/em014_we_g/em014_we_g_z.chr	objects/weapons/g/em014_we_g/em014_we_g_y.chr	0	0,0,0	Objects/weapons/g/em014_u02_we_g/em014_u02_we_g.mtl	0	0,0,0	Objects/weapons/g/em014_u02_we_g/em014_u02_we_g.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
420392	42	Objects/weapons/x/em014_we_x/em014_we_x.chr		0	0,0,0	Objects/weapons/x/em014_u02_we_x/em014_u02_we_x.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
310411	31	Objects/weapons/d/ma023_we_d/ma023_we_d.chr		0	0,0,0	Objects/weapons/d/ma023_we_d/ma023_we_d.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
320411	32	Objects/weapons/c/ma023_we_c/ma023_we_c.chr		0	0,0,0	Objects/weapons/c/ma023_we_c/ma023_we_c.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
330411	33	Objects/weapons/q/ma023_we_q/ma023_we_q_z.chr	Objects/weapons/q/ma023_we_q/ma023_we_q_y.chr	0	0,0,0	Objects/weapons/q/ma023_we_q/ma023_we_q.mtl	0	0,0,0	Objects/weapons/q/ma023_we_q/ma023_we_q.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
340411	34	Objects/weapons/p/ma023_we_p/ma023_we_p_z.chr	Objects/weapons/p/ma023_we_p/ma023_we_p_y.chr	0	0,0,0	Objects/weapons/p/ma023_we_p/ma023_we_p.mtl	0	0,0,0	Objects/weapons/p/ma023_we_p/ma023_we_p.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
350411	35	Objects/weapons/n/ma023_we_n/ma023_we_n.chr		0	0,0,0	Objects/weapons/n/ma023_we_n/ma023_we_n.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
360411	36	Objects/weapons/s/ma023_we_s/ma023_we_s_z.chr	Objects/weapons/s/ma023_we_s/ma023_we_s_y.chr	0	0,0,0	Objects/weapons/s/ma023_we_s/ma023_we_s.mtl	0	0,0,0	Objects/weapons/s/ma023_we_s/ma023_we_s.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
370411	37	Objects/weapons/t/ma023_we_t/ma023_we_t_z.chr	Objects/weapons/t/ma023_we_t/ma023_we_t_y.chr	0	0,0,0	Objects/weapons/t/ma023_we_t/ma023_we_t.mtl	0	0,0,0	Objects/weapons/t/ma023_we_t/ma023_we_t.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
380411	38	Objects/weapons/f/ma023_we_f/ma023_we_f.chr		0	0,0,0	Objects/weapons/f/ma023_we_f/ma023_we_f.mtl	0	0,0,0	0	metal	Common.Weapons.F_ma023_01	0,0,0	0,0,0	1	f_root	0		0,0,0	0,0,0	1		0
390411	39	Objects/weapons/u/ma023_we_u/ma023_we_u_z.chr	Objects/weapons/u/ma023_we_u/ma023_we_u_y.chr	0	0,0,0	Objects/weapons/u/ma023_we_u/ma023_we_u.mtl	0	0,0,0	Objects/weapons/u/ma023_we_u/ma023_we_u.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
400411	40	Objects/weapons/g/ma023_we_g/ma023_we_g_z.chr	Objects/weapons/g/ma023_we_g/ma023_we_g_y.chr	0	0,0,0	Objects/weapons/g/ma023_u01_we_g/ma023_u01_we_g.mtl	0	0,0,0	Objects/weapons/g/ma023_u01_we_g/ma023_u01_we_g.mtl	metal	Common.Weapons.G_ma023	0,0,0	0,0,0	1	g_root	0		0,0,0	0,0,0	1		0
310404	31	Objects/weapons/d/ma037_we_d/ma037_we_d.chr		0	0,0,0	Objects/weapons/d/ma037_we_d/ma037_we_d.mtl	0	0,0,0	0	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
320404	32	Objects/weapons/c/ma037_we_c/ma037_we_c.chr		0	0,0,0	Objects/weapons/c/ma037_we_c/ma037_we_c.mtl	0	0,0,0	0	metal	Common.Weapons.C_ma037	0,0,0	0,0,0	1	NUS_null00	0		0,0,0	0,0,0	1		0
330404	33	Objects/weapons/q/ma037_we_q/ma037_we_q_z.chr	Objects/weapons/q/ma037_we_q/ma037_we_q_y.chr	0	0,0,0	Objects/weapons/q/ma037_we_q/ma037_we_q.mtl	0	0,0,0	Objects/weapons/q/ma037_we_q/ma037_we_q.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
