#TSV
#============Begin of sheet============
@Sheet=开箱子
开包物品ID	开包物品名称	消耗材料	开包时间	道具添加模式	随机物品组Min	随机物品组Max	绑定类型	重复选择物品组	物品组ID	相对概率	随机物品次数Min	随机物品次数Max
1632	会员升级礼包【LV30】	0	1000		0	0	2	0	2655	0	0	0
1633	会员升级礼包【LV35】	0	1000		0	0	2	0	2656	0	0	0
1633	会员升级礼包【LV35】	0	1000		0	0	2	0	2657	0	0	0
1633	会员升级礼包【LV35】	0	1000		0	0	2	0	2658	0	0	0
1634	会员升级礼包【LV40】	0	1000		0	0	2	0	2659	0	0	0
1634	会员升级礼包【LV40】	0	1000		0	0	2	0	2660	0	0	0
1635	心悦周礼包（VIP1）	0	1000		0	0	2	0	2661	0	0	0
1635	心悦周礼包（VIP1）	0	1000		0	0	2	0	2662	0	0	0
1635	心悦周礼包（VIP1）	0	1000		0	0	2	0	2663	0	0	0
1635	心悦周礼包（VIP1）	0	1000		0	0	2	0	2664	0	0	0
1636	心悦周礼包（VIP2）	0	1000		0	0	2	0	2665	0	0	0
1636	心悦周礼包（VIP2）	0	1000		0	0	2	0	2666	0	0	0
1636	心悦周礼包（VIP2）	0	1000		0	0	2	0	2667	0	0	0
1636	心悦周礼包（VIP2）	0	1000		0	0	2	0	2668	0	0	0
1636	心悦周礼包（VIP2）	0	1000		0	0	2	0	2669	0	0	0
1637	心悦周礼包（VIP3）	0	1000		0	0	2	0	2670	0	0	0
1637	心悦周礼包（VIP3）	0	1000		0	0	2	0	2671	0	0	0
1637	心悦周礼包（VIP3）	0	1000		0	0	2	0	2672	0	0	0
1637	心悦周礼包（VIP3）	0	1000		0	0	2	0	2673	0	0	0
1637	心悦周礼包（VIP3）	0	1000		0	0	2	0	2674	0	0	0
1637	心悦周礼包（VIP3）	0	1000		0	0	2	0	2675	0	0	0
1638	心悦月礼包（VIP1）	0	1000		0	0	2	0	2676	0	0	0
1638	心悦月礼包（VIP1）	0	1000		0	0	2	0	2677	0	0	0
1638	心悦月礼包（VIP1）	0	1000		0	0	2	0	2678	0	0	0
1638	心悦月礼包（VIP1）	0	1000		0	0	2	0	2679	0	0	0
1639	心悦月礼包（VIP2）	0	1000		0	0	2	0	2680	0	0	0
1639	心悦月礼包（VIP2）	0	1000		0	0	2	0	2681	0	0	0
1639	心悦月礼包（VIP2）	0	1000		0	0	2	0	2682	0	0	0
1639	心悦月礼包（VIP2）	0	1000		0	0	2	0	2683	0	0	0
1639	心悦月礼包（VIP2）	0	1000		0	0	2	0	2684	0	0	0
1640	心悦月礼包（VIP3）	0	1000		0	0	2	0	2685	0	0	0
1640	心悦月礼包（VIP3）	0	1000		0	0	2	0	2686	0	0	0
1640	心悦月礼包（VIP3）	0	1000		0	0	2	0	2687	0	0	0
1640	心悦月礼包（VIP3）	0	1000		0	0	2	0	2688	0	0	0
1640	心悦月礼包（VIP3）	0	1000		0	0	2	0	2689	0	0	0
1640	心悦月礼包（VIP3）	0	1000		0	0	2	0	2690	0	0	0
1641	心悦回归礼包	0	1000		0	0	2	0	2691	0	0	0
1641	心悦回归礼包	0	1000		0	0	2	0	2692	0	0	0
1641	心悦回归礼包	0	1000		0	0	2	0	2693	0	0	0
1641	心悦回归礼包	0	1000		0	0	2	0	2694	0	0	0
1642	成为心悦礼包	0	1000		0	0	2	0	2695	0	0	0
1642	成为心悦礼包	0	1000		0	0	2	0	2696	0	0	0
1642	成为心悦礼包	0	1000		0	0	2	0	2697	0	0	0
1642	成为心悦礼包	0	1000		0	0	2	0	2698	0	0	0
1643	心悦新手礼包	0	1000		0	0	2	0	2699	0	0	0
1643	心悦新手礼包	0	1000		0	0	2	0	2700	0	0	0
1643	心悦新手礼包	0	1000		0	0	2	0	2701	0	0	0
1643	心悦新手礼包	0	1000		0	0	2	0	2702	0	0	0
1643	心悦新手礼包	0	1000		0	0	2	0	2703	0	0	0
1643	心悦新手礼包	0	1000		0	0	2	0	2704	0	0	0
1643	心悦新手礼包	0	1000		0	0	2	0	2705	0	0	0
1644	心悦升级礼包【LV10】	0	1000		0	0	2	0	2706	0	0	0
1644	心悦升级礼包【LV10】	0	1000		0	0	2	0	2707	0	0	0
1644	心悦升级礼包【LV10】	0	1000		0	0	2	0	2708	0	0	0
1644	心悦升级礼包【LV10】	0	1000		0	0	2	0	2709	0	0	0
1644	心悦升级礼包【LV10】	0	1000		0	0	2	0	2710	0	0	0
1645	心悦升级礼包【LV20】	0	1000		0	0	2	0	2711	0	0	0
1645	心悦升级礼包【LV20】	0	1000		0	0	2	0	2712	0	0	0
1645	心悦升级礼包【LV20】	0	1000		0	0	2	0	2713	0	0	0
1645	心悦升级礼包【LV20】	0	1000		0	0	2	0	2714	0	0	0
1645	心悦升级礼包【LV20】	0	1000		0	0	2	0	2715	0	0	0
1645	心悦升级礼包【LV20】	0	1000		0	0	2	0	2716	0	0	0
1646	心悦升级礼包【LV30】	0	1000		0	0	2	0	2717	0	0	0
1646	心悦升级礼包【LV30】	0	1000		0	0	2	0	2718	0	0	0
1646	心悦升级礼包【LV30】	0	1000		0	0	2	0	2719	0	0	0
1646	心悦升级礼包【LV30】	0	1000		0	0	2	0	2720	0	0	0
1646	心悦升级礼包【LV30】	0	1000		0	0	2	0	2721	0	0	0
1647	心悦升级礼包【LV40】	0	1000		0	0	2	0	2722	0	0	0
1647	心悦升级礼包【LV40】	0	1000		0	0	2	0	2723	0	0	0
1647	心悦升级礼包【LV40】	0	1000		0	0	2	0	2724	0	0	0
1647	心悦升级礼包【LV40】	0	1000		0	0	2	0	2725	0	0	0
1648	TGP新手礼包	0	1000		0	0	2	0	2726	0	0	0
1648	TGP新手礼包	0	1000		0	0	2	0	2727	0	0	0
1648	TGP新手礼包	0	1000		0	0	2	0	2728	0	0	0
1648	TGP新手礼包	0	1000		0	0	2	0	2729	0	0	0
1648	TGP新手礼包	0	1000		0	0	2	0	2730	0	0	0
1649	TGP中级特权礼包	0	1000		0	0	2	0	2731	0	0	0
1650	TGP高级特权礼包	0	1000		0	0	2	0	2732	0	0	0
1651	管家首次登陆礼包	0	1000		0	0	2	0	2733	0	0	0
1651	管家首次登陆礼包	0	1000		0	0	2	0	2734	0	0	0
1651	管家首次登陆礼包	0	1000		0	0	2	0	2735	0	0	0
1651	管家首次登陆礼包	0	1000		0	0	2	0	2736	0	0	0
1651	管家首次登陆礼包	0	1000		0	0	2	0	2737	0	0	0
1652	管家周礼包	0	1000		0	0	2	0	2738	0	0	0
1652	管家周礼包	0	1000		0	0	2	0	2739	0	0	0
1652	管家周礼包	0	1000		0	0	2	0	2740	0	0	0
1653	管家签到礼包	0	1000		0	0	2	0	2741	0	0	0
1653	管家签到礼包	0	1000		0	0	2	0	2742	0	0	0
1654	游戏频道新手礼包	0	1000		0	0	2	0	2743	0	0	0
1654	游戏频道新手礼包	0	1000		0	0	2	0	2744	0	0	0
1654	游戏频道新手礼包	0	1000		0	0	2	0	2745	0	0	0
1654	游戏频道新手礼包	0	1000		0	0	2	0	2746	0	0	0
1654	游戏频道新手礼包	0	1000		0	0	2	0	2747	0	0	0
1655	激活码领取礼包（会员）	0	1000		0	0	2	0	2748	0	0	0
1655	激活码领取礼包（会员）	0	1000		0	0	2	0	2749	0	0	0
1655	激活码领取礼包（会员）	0	1000		0	0	2	0	2750	0	0	0
1655	激活码领取礼包（会员）	0	1000		0	0	2	0	2751	0	0	0
1656	激活码领取礼包（蓝钻）	0	1000		0	0	2	0	2752	0	0	0
1656	激活码领取礼包（蓝钻）	0	1000		0	0	2	0	2753	0	0	0
1656	激活码领取礼包（蓝钻）	0	1000		0	0	2	0	2754	0	0	0
1656	激活码领取礼包（蓝钻）	0	1000		0	0	2	0	2755	0	0	0
1657	激活码领取礼包（心悦）	0	1000		0	0	2	0	2756	0	0	0
1657	激活码领取礼包（心悦）	0	1000		0	0	2	0	2757	0	0	0
1657	激活码领取礼包（心悦）	0	1000		0	0	2	0	2758	0	0	0
1657	激活码领取礼包（心悦）	0	1000		0	0	2	0	2759	0	0	0
1658	官方APP礼包	0	1000		0	0	2	0	2760	0	0	0
1658	官方APP礼包	0	1000		0	0	2	0	2761	0	0	0
1658	官方APP礼包	0	1000		0	0	2	0	2762	0	0	0
1658	官方APP礼包	0	1000		0	0	2	0	2763	0	0	0
1658	官方APP礼包	0	1000		0	0	2	0	2764	0	0	0
1659	会员激活礼包	0	1000		0	0	2	0	2765	0	0	0
1660	感恩福袋	0	1000		0	0	2	0	2766	0	0	0
1660	感恩福袋	0	1000		0	0	2	0	2767	0	0	0
1660	感恩福袋	0	1000		0	0	2	0	2768	0	0	0
1660	感恩福袋	0	1000		0	0	2	0	2769	0	0	0
1660	感恩福袋	0	1000		0	0	2	0	2770	0	0	0
1661	米拉德村的贺礼【壹】	0	1000		0	0	2	0	2771	0	0	0
1661	米拉德村的贺礼【壹】	0	1000		0	0	2	0	2772	0	0	0
1661	米拉德村的贺礼【壹】	0	1000		0	0	2	0	2773	0	0	0
1661	米拉德村的贺礼【壹】	0	1000		0	0	2	0	2774	0	0	0
1662	米拉德村的贺礼【贰】	0	1000		0	0	2	0	2775	0	0	0
1662	米拉德村的贺礼【贰】	0	1000		0	0	2	0	2776	0	0	0
1662	米拉德村的贺礼【贰】	0	1000		0	0	2	0	2777	0	0	0
1662	米拉德村的贺礼【贰】	0	1000		0	0	2	0	2778	0	0	0
1662	米拉德村的贺礼【贰】	0	1000		0	0	2	0	2779	0	0	0
1663	米拉德村的贺礼【叁】	0	1000		0	0	2	0	2780	0	0	0
1663	米拉德村的贺礼【叁】	0	1000		0	0	2	0	2781	0	0	0
1663	米拉德村的贺礼【叁】	0	1000		0	0	2	0	2782	0	0	0
1663	米拉德村的贺礼【叁】	0	1000		0	0	2	0	2783	0	0	0
1663	米拉德村的贺礼【叁】	0	1000		0	0	2	0	2784	0	0	0
1663	米拉德村的贺礼【叁】	0	1000		0	0	2	0	2785	0	0	0
1664	秘境宝藏	0	1000		0	0	2	0	2786	0	0	0
1664	秘境宝藏	0	1000		0	0	2	0	2787	0	0	0
1664	秘境宝藏	0	1000		0	0	2	0	2788	0	0	0
1664	秘境宝藏	0	1000		0	0	2	0	2789	0	0	0
1664	秘境宝藏	0	1000		0	0	2	0	2790	0	0	0
1665	空之王者奖励【壹】	0	1000		0	0	2	0	2791	0	0	0
1665	空之王者奖励【壹】	0	1000		0	0	2	0	2792	0	0	0
1666	空之王者奖励【贰】	0	1000		0	0	2	0	2793	0	0	0
1666	空之王者奖励【贰】	0	1000		0	0	2	0	2794	0	0	0
1667	空之王者奖励【叁】	0	1000		0	0	2	0	2795	0	0	0
1667	空之王者奖励【叁】	0	1000		0	0	2	0	2796	0	0	0
1668	空之王者奖励【肆】	0	1000		0	0	2	0	2797	0	0	0
1668	空之王者奖励【肆】	0	1000		0	0	2	0	2798	0	0	0
1669	空之王者奖励【伍】	0	1000		0	0	2	0	2799	0	0	0
1669	空之王者奖励【伍】	0	1000		0	0	2	0	2800	0	0	0
1670	普通下载礼包	0	1000		0	0	2	0	2801	0	0	0
1670	普通下载礼包	0	1000		0	0	2	0	2802	0	0	0
1670	普通下载礼包	0	1000		0	0	2	0	2803	0	0	0
1670	普通下载礼包	0	1000		0	0	2	0	2804	0	0	0
1671	豪华下载礼包	0	1000		0	0	2	0	2805	0	0	0
1671	豪华下载礼包	0	1000		0	0	2	0	2806	0	0	0
1671	豪华下载礼包	0	1000		0	0	2	0	2807	0	0	0
1671	豪华下载礼包	0	1000		0	0	2	0	2808	0	0	0
1671	豪华下载礼包	0	1000		0	0	2	0	2809	0	0	0
1672	限量下载时装	0	1000		0	0	2	0	2810	0	0	0
1672	限量下载时装	0	1000		0	0	2	0	2811	0	0	0
1672	限量下载时装	0	1000		0	0	2	0	2812	0	0	0
1672	限量下载时装	0	1000		0	0	2	0	2813	0	0	0
1672	限量下载时装	0	1000		0	0	2	0	2814	0	0	0
1673	觉醒内测充值活动礼包	0	1000		0	0	2	0	2815	0	0	0
1673	觉醒内测充值活动礼包	0	1000		0	0	2	0	2816	0	0	0
1673	觉醒内测充值活动礼包	0	1000		0	0	2	0	2817	0	0	0
1673	觉醒内测充值活动礼包	0	1000		0	0	2	0	2818	0	0	0
1673	觉醒内测充值活动礼包	0	1000		0	0	2	0	2819	0	0	0
1674	觉醒内测初心雄火龙礼包	0	1000		0	0	2	0	2820	0	0	0
1674	觉醒内测初心雄火龙礼包	0	1000		0	0	2	0	2821	0	0	0
1674	觉醒内测初心雄火龙礼包	0	1000		0	0	2	0	2822	0	0	0
1674	觉醒内测初心雄火龙礼包	0	1000		0	0	2	0	2823	0	0	0
1674	觉醒内测初心雄火龙礼包	0	1000		0	0	2	0	2824	0	0	0
1675	飘逸秋装礼包	0	1000		0	0	2	0	2825	0	0	0
1675	飘逸秋装礼包	0	1000		0	0	2	0	2826	0	0	0
1675	飘逸秋装礼包	0	1000		0	0	2	0	2827	0	0	0
1675	飘逸秋装礼包	0	1000		0	0	2	0	2828	0	0	0
1675	飘逸秋装礼包	0	1000		0	0	2	0	2829	0	0	0
1676	温软秋装礼包	0	1000		0	0	2	0	2830	0	0	0
1676	温软秋装礼包	0	1000		0	0	2	0	2831	0	0	0
1676	温软秋装礼包	0	1000		0	0	2	0	2832	0	0	0
1676	温软秋装礼包	0	1000		0	0	2	0	2833	0	0	0
1676	温软秋装礼包	0	1000		0	0	2	0	2834	0	0	0
1677	华贵春装礼包	0	1000		0	0	2	0	2835	0	0	0
1677	华贵春装礼包	0	1000		0	0	2	0	2836	0	0	0
1677	华贵春装礼包	0	1000		0	0	2	0	2837	0	0	0
1677	华贵春装礼包	0	1000		0	0	2	0	2838	0	0	0
1677	华贵春装礼包	0	1000		0	0	2	0	2839	0	0	0
1678	TGP初级特权礼包	0	1000		0	0	2	0	2840	0	0	0
1679	管家新手礼包	0	1000		0	0	2	0	2841	0	0	0
1679	管家新手礼包	0	1000		0	0	2	0	2842	0	0	0
1679	管家新手礼包	0	1000		0	0	2	0	2843	0	0	0
1679	管家新手礼包	0	1000		0	0	2	0	2844	0	0	0
1679	管家新手礼包	0	1000		0	0	2	0	2845	0	0	0
1680	管家分享礼包	0	1000		0	0	2	0	2846	0	0	0
1680	管家分享礼包	0	1000		0	0	2	0	2847	0	0	0
1680	管家分享礼包	0	1000		0	0	2	0	2848	0	0	0
1681	普发礼包（合作）	0	1000		0	0	2	0	2849	0	0	0
1681	普发礼包（合作）	0	1000		0	0	2	0	2850	0	0	0
1681	普发礼包（合作）	0	1000		0	0	2	0	2851	0	0	0
1681	普发礼包（合作）	0	1000		0	0	2	0	2852	0	0	0
1682	普发礼包（付费）	0	1000		0	0	2	0	2853	0	0	0
1682	普发礼包（付费）	0	1000		0	0	2	0	2854	0	0	0
1682	普发礼包（付费）	0	1000		0	0	2	0	2855	0	0	0
1682	普发礼包（付费）	0	1000		0	0	2	0	2856	0	0	0
1683	感恩福袋	0	1000		0	0	2	0	2857	0	0	0
1683	感恩福袋	0	1000		0	0	2	0	2858	0	0	0
1683	感恩福袋	0	1000		0	0	2	0	2859	0	0	0
1683	感恩福袋	0	1000		0	0	2	0	2860	0	0	0
1683	感恩福袋	0	1000		0	0	2	0	2861	0	0	0
1684	感恩福袋	0	1000		0	0	2	0	2862	0	0	0
1684	感恩福袋	0	1000		0	0	2	0	2863	0	0	0
1684	感恩福袋	0	1000		0	0	2	0	2864	0	0	0
1684	感恩福袋	0	1000		0	0	2	0	2865	0	0	0
1684	感恩福袋	0	1000		0	0	2	0	2866	0	0	0
1685	超值典藏包	0	1000		0	0	2	0	2898	0	0	0
1685	超值典藏包	0	1000		0	0	2	0	2899	0	0	0
1685	超值典藏包	0	1000		0	0	2	0	2900	0	0	0
1685	超值典藏包	0	1000		0	0	2	0	2901	0	0	0
1685	超值典藏包	0	1000		0	0	2	0	2902	0	0	0
1685	超值典藏包	0	1000		0	0	2	0	2903	0	0	0
1685	超值典藏包	0	1000		0	0	2	0	2904	0	0	0
1685	超值典藏包	0	1000		0	0	2	0	2905	0	0	0
1685	超值典藏包	0	1000		0	0	2	0	2906	0	0	0
1685	超值典藏包	0	1000		0	0	2	0	2907	0	0	0
1686	豪华典藏包	0	1000		0	0	2	0	2911	0	0	0
1686	豪华典藏包	0	1000		0	0	2	0	2912	0	0	0
1686	豪华典藏包	0	1000		0	0	2	0	2913	0	0	0
1686	豪华典藏包	0	1000		0	0	2	0	2914	0	0	0
1686	豪华典藏包	0	1000		0	0	2	0	2915	0	0	0
1686	豪华典藏包	0	1000		0	0	2	0	2916	0	0	0
1686	豪华典藏包	0	1000		0	0	2	0	2917	0	0	0
1686	豪华典藏包	0	1000		0	0	2	0	2918	0	0	0
1686	豪华典藏包	0	1000		0	0	2	0	2919	0	0	0
1686	豪华典藏包	0	1000		0	0	2	0	2920	0	0	0
1687	AMD限定礼包	0	1000		0	0	2	0	2926	0	0	0
1687	AMD限定礼包	0	1000		0	0	2	0	2927	0	0	0
1687	AMD限定礼包	0	1000		0	0	2	0	2928	0	0	0
1687	AMD限定礼包	0	1000		0	0	2	0	2929	0	0	0
1687	AMD限定礼包	0	1000		0	0	2	0	2930	0	0	0
1687	AMD限定礼包	0	1000		0	0	2	0	2931	0	0	0
1687	AMD限定礼包	0	1000		0	0	2	0	2932	0	0	0
1687	AMD限定礼包	0	1000		0	0	2	0	2933	0	0	0
1687	AMD限定礼包	0	1000		0	0	2	0	2934	0	0	0
1687	AMD限定礼包	0	1000		0	0	2	0	2935	0	0	0
1688	飘逸秋装礼包（永久）	0	1000		0	0	2	0	2867	0	0	0
1688	飘逸秋装礼包（永久）	0	1000		0	0	2	0	2868	0	0	0
1688	飘逸秋装礼包（永久）	0	1000		0	0	2	0	2869	0	0	0
1688	飘逸秋装礼包（永久）	0	1000		0	0	2	0	2870	0	0	0
1688	飘逸秋装礼包（永久）	0	1000		0	0	2	0	2871	0	0	0
1689	温软冬装礼包（永久）	0	1000		0	0	2	0	2872	0	0	0
1689	温软冬装礼包（永久）	0	1000		0	0	2	0	2873	0	0	0
1689	温软冬装礼包（永久）	0	1000		0	0	2	0	2874	0	0	0
1689	温软冬装礼包（永久）	0	1000		0	0	2	0	2875	0	0	0
1689	温软冬装礼包（永久）	0	1000		0	0	2	0	2876	0	0	0
1690	华贵春装礼包（永久）	0	1000		0	0	2	0	2877	0	0	0
1690	华贵春装礼包（永久）	0	1000		0	0	2	0	2878	0	0	0
1690	华贵春装礼包（永久）	0	1000		0	0	2	0	2879	0	0	0
1690	华贵春装礼包（永久）	0	1000		0	0	2	0	2880	0	0	0
1690	华贵春装礼包（永久）	0	1000		0	0	2	0	2881	0	0	0
1691	猫猫大盗礼包	0	1000		0	0	2	0	2882	0	0	0
1692	缤纷沙滩（30天）	0	1000		0	0	2	0	2883	0	0	0
1692	缤纷沙滩（30天）	0	1000		0	0	2	0	2884	0	0	0
1692	缤纷沙滩（30天）	0	1000		0	0	2	0	2885	0	0	0
1692	缤纷沙滩（30天）	0	1000		0	0	2	0	2886	0	0	0
1692	缤纷沙滩（30天）	0	1000		0	0	2	0	2887	0	0	0
1693	缤纷沙滩（365）	0	1000		0	0	2	0	2888	0	0	0
1693	缤纷沙滩（365）	0	1000		0	0	2	0	2889	0	0	0
1693	缤纷沙滩（365）	0	1000		0	0	2	0	2890	0	0	0
1693	缤纷沙滩（365）	0	1000		0	0	2	0	2891	0	0	0
1693	缤纷沙滩（365）	0	1000		0	0	2	0	2892	0	0	0
1694	缤纷沙滩（永久）	0	1000		0	0	2	0	2893	0	0	0
1694	缤纷沙滩（永久）	0	1000		0	0	2	0	2894	0	0	0
1694	缤纷沙滩（永久）	0	1000		0	0	2	0	2895	0	0	0
1694	缤纷沙滩（永久）	0	1000		0	0	2	0	2896	0	0	0
1694	缤纷沙滩（永久）	0	1000		0	0	2	0	2897	0	0	0
1695	生活补给包【壹】	0	1000		0	0	2	0	2908	0	0	0
1695	生活补给包【壹】	0	1000		0	0	2	0	2909	0	0	0
1695	生活补给包【壹】	0	1000		0	0	2	0	2910	0	0	0
1696	生活补给包【贰】	0	1000		0	0	2	0	2921	0	0	0
1696	生活补给包【贰】	0	1000		0	0	2	0	2922	0	0	0
1696	生活补给包【贰】	0	1000		0	0	2	0	2923	0	0	0
1696	生活补给包【贰】	0	1000		0	0	2	0	2924	0	0	0
1696	生活补给包【贰】	0	1000		0	0	2	0	2925	0	0	0
1697	生活补给包【叁】	0	1000		0	0	2	0	2936	0	0	0
1697	生活补给包【叁】	0	1000		0	0	2	0	2937	0	0	0
1697	生活补给包【叁】	0	1000		0	0	2	0	2938	0	0	0
1697	生活补给包【叁】	0	1000		0	0	2	0	2939	0	0	0
1697	生活补给包【叁】	0	1000		0	0	2	0	2940	0	0	0
1697	生活补给包【叁】	0	1000		0	0	2	0	2941	0	0	0
1698	成就活动礼包1	0	1000		0	0	2	0	2942	0	0	0
1698	成就活动礼包1	0	1000		0	0	2	0	2943	0	0	0
1699	成就活动礼包2	0	1000		0	0	2	0	2944	0	0	0
1699	成就活动礼包2	0	1000		0	0	2	0	2945	0	0	0
1700	成就活动礼包3	0	1000		0	0	2	0	2946	0	0	0
1700	成就活动礼包3	0	1000		0	0	2	0	2947	0	0	0
1701	成就活动礼包4	0	1000		0	0	2	0	2948	0	0	0
1701	成就活动礼包4	0	1000		0	0	2	0	2949	0	0	0
1702	成就活动礼包5	0	1000		0	0	2	0	2950	0	0	0
1702	成就活动礼包5	0	1000		0	0	2	0	2951	0	0	0
1703	成就活动礼包6	0	1000		0	0	2	0	2952	0	0	0
1703	成就活动礼包6	0	1000		0	0	2	0	2953	0	0	0
1704	绅士喵·QQ会员尊享大礼包	0	1000		0	0	2	0	2954	0	0	0
1704	绅士喵·QQ会员尊享大礼包	0	1000		0	0	2	0	2955	0	0	0
1705	潮范喵·MHO豪蓝尊享大礼包	0	1000		0	0	2	0	2956	0	0	0
1705	潮范喵·MHO豪蓝尊享大礼包	0	1000		0	0	2	0	2957	0	0	0
1706	炫酷喵·心悦尊享大礼包	0	1000		0	0	2	0	2958	0	0	0
1706	炫酷喵·心悦尊享大礼包	0	1000		0	0	2	0	2959	0	0	0
1707	围脖喵·TGP尊享大礼包	0	1000		0	0	2	0	2960	0	0	0
1707	围脖喵·TGP尊享大礼包	0	1000		0	0	2	0	2961	0	0	0
1708	网吧预留	0	1000		0	0	2	0	2962	0	0	0
1708	网吧预留	0	1000		0	0	2	0	2963	0	0	0
1709	帮帮升级礼包【LV10】	0	1000		0	0	2	0	2964	0	0	0
1709	帮帮升级礼包【LV10】	0	1000		0	0	2	0	2965	0	0	0
1709	帮帮升级礼包【LV10】	0	1000		0	0	2	0	2966	0	0	0
1709	帮帮升级礼包【LV10】	0	1000		0	0	2	0	3118	0	0	0
1710	帮帮升级礼包【LV20】	0	1000		0	0	2	0	2967	0	0	0
1710	帮帮升级礼包【LV20】	0	1000		0	0	2	0	2968	0	0	0
1710	帮帮升级礼包【LV20】	0	1000		0	0	2	0	2969	0	0	0
1710	帮帮升级礼包【LV20】	0	1000		0	0	2	0	3119	0	0	0
1711	帮帮升级礼包【LV30】	0	1000		0	0	2	0	2970	0	0	0
1711	帮帮升级礼包【LV30】	0	1000		0	0	2	0	2971	0	0	0
1711	帮帮升级礼包【LV30】	0	1000		0	0	2	0	2972	0	0	0
1711	帮帮升级礼包【LV30】	0	1000		0	0	2	0	3120	0	0	0
1712	帮帮升级礼包【LV40】	0	1000		0	0	2	0	2973	0	0	0
1712	帮帮升级礼包【LV40】	0	1000		0	0	2	0	2974	0	0	0
1712	帮帮升级礼包【LV40】	0	1000		0	0	2	0	2975	0	0	0
1713	1元福利包	0	1000		0	0	2	0	2976	0	0	0
1713	1元福利包	0	1000		0	0	2	0	2977	0	0	0
1713	1元福利包	0	1000		0	0	2	0	2978	0	0	0
1713	1元福利包	0	1000		0	0	2	0	2979	0	0	0
1714	30天会员首充礼包	0	1000		0	0	2	0	2980	0	0	0
1714	30天会员首充礼包	0	1000		0	0	2	0	2981	0	0	0
1714	30天会员首充礼包	0	1000		0	0	2	0	2982	0	0	0
1714	30天会员首充礼包	0	1000		0	0	2	0	2983	0	0	0
1714	30天会员首充礼包	0	1000		0	0	2	0	2984	0	0	0
1714	30天会员首充礼包	0	1000		0	0	2	0	2985	0	0	0
1714	30天会员首充礼包	0	1000		0	0	2	0	2986	0	0	0
1714	30天会员首充礼包	0	1000		0	0	2	0	2987	0	0	0
1714	30天会员首充礼包	0	1000		0	0	2	0	2988	0	0	0
1715	90天会员首充礼包	0	1000		0	0	2	0	2989	0	0	0
1715	90天会员首充礼包	0	1000		0	0	2	0	2990	0	0	0
1715	90天会员首充礼包	0	1000		0	0	2	0	2991	0	0	0
1715	90天会员首充礼包	0	1000		0	0	2	0	2992	0	0	0
1715	90天会员首充礼包	0	1000		0	0	2	0	2993	0	0	0
1715	90天会员首充礼包	0	1000		0	0	2	0	2994	0	0	0
1715	90天会员首充礼包	0	1000		0	0	2	0	2995	0	0	0
1715	90天会员首充礼包	0	1000		0	0	2	0	2996	0	0	0
1716	战斗增强包【壹】	0	1000		0	0	2	0	2997	0	0	0
1716	战斗增强包【壹】	0	1000		0	0	2	0	2998	0	0	0
1716	战斗增强包【壹】	0	1000		0	0	2	0	2999	0	0	0
1716	战斗增强包【壹】	0	1000		0	0	2	0	3000	0	0	0
1717	360天会员首充礼包	0	1000		0	0	2	0	3001	0	0	0
1717	360天会员首充礼包	0	1000		0	0	2	0	3002	0	0	0
1717	360天会员首充礼包	0	1000		0	0	2	0	3003	0	0	0
1717	360天会员首充礼包	0	1000		0	0	2	0	3004	0	0	0
1717	360天会员首充礼包	0	1000		0	0	2	0	3005	0	0	0
1717	360天会员首充礼包	0	1000		0	0	2	0	3006	0	0	0
1717	360天会员首充礼包	0	1000		0	0	2	0	3007	0	0	0
1717	360天会员首充礼包	0	1000		0	0	2	0	3008	0	0	0
1717	360天会员首充礼包	0	1000		0	0	2	0	3009	0	0	0
1717	360天会员首充礼包	0	1000		0	0	2	0	3010	0	0	0
1718	战斗增强包【贰】	0	1000		0	0	2	0	3011	0	0	0
1718	战斗增强包【贰】	0	1000		0	0	2	0	3012	0	0	0
1718	战斗增强包【贰】	0	1000		0	0	2	0	3013	0	0	0
1718	战斗增强包【贰】	0	1000		0	0	2	0	3014	0	0	0
1718	战斗增强包【贰】	0	1000		0	0	2	0	3015	0	0	0
1719	QQ会员限购礼包	0	1000		0	0	2	0	3016	0	0	0
1719	QQ会员限购礼包	0	1000		0	0	2	0	3017	0	0	0
1719	QQ会员限购礼包	0	1000		0	0	2	0	3018	0	0	0
1719	QQ会员限购礼包	0	1000		0	0	2	0	3019	0	0	0
1720	MHO豪蓝用户限购礼包	0	1000		0	0	2	0	3020	0	0	0
1720	MHO豪蓝用户限购礼包	0	1000		0	0	2	0	3021	0	0	0
1720	MHO豪蓝用户限购礼包	0	1000		0	0	2	0	3022	0	0	0
1720	MHO豪蓝用户限购礼包	0	1000		0	0	2	0	3023	0	0	0
1721	心悦会员限购礼包	0	1000		0	0	2	0	3024	0	0	0
1721	心悦会员限购礼包	0	1000		0	0	2	0	3025	0	0	0
1721	心悦会员限购礼包	0	1000		0	0	2	0	3026	0	0	0
1721	心悦会员限购礼包	0	1000		0	0	2	0	3027	0	0	0
1721	心悦会员限购礼包	0	1000		0	0	2	0	3028	0	0	0
1721	心悦会员限购礼包	0	1000		0	0	2	0	3029	0	0	0
1722	福尔摩斯套装（永久）	0	1000		0	0	2	0	3030	0	0	0
1722	福尔摩斯套装（永久）	0	1000		0	0	2	0	3031	0	0	0
1722	福尔摩斯套装（永久）	0	1000		0	0	2	0	3032	0	0	0
1722	福尔摩斯套装（永久）	0	1000		0	0	2	0	3033	0	0	0
