#TSV
#============Begin of sheet============
@Sheet=Boss掉落
MonsterID	StrateID	MonsterLvMin	MonsterLvMax	PlayerLootChance	CatLootChance	ItemID	ItemAmountMin	ItemAmountMax	DeleteWhenFull	BuffID	RltvProp	BindType	艾露挖掘绑定类型	权重1	数量1min	数量1max	权重2	数量2min	数量2max	权重3	数量3min	数量3max	权重4	数量4min	数量4max	权重5	数量5min	数量5max
60200	3	0	200	3	1	22920	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60200	4	0	200	3	1	22916	1	1	1	0	500	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60200	4	0	200	3	1	22917	1	1	1	0	200	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60200	4	0	200	3	1	22918	1	1	1	0	160	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60200	4	0	200	3	1	22919	1	1	1	0	110	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60200	4	0	200	3	1	22920	1	1	1	0	44	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60200	4	80	200	3	1	23287	1	1	1	0	22	3	3	0	1	2	0	1	2	75	1	1	75	1	1	75	1	1
60200	4	120	200	3	1	23288	1	1	1	0	7	3	3	0	1	3	0	1	3	0	1	1	50	1	1	50	1	1
60200	4	150	200	3	1	23289	1	1	1	0	3	3	3	0	1	3	0	1	3	0	1	1	0	1	1	25	1	1
60202	1	0	200	3	1	22923	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60202	1	0	200	3	1	22924	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60202	1	0	200	3	1	22925	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60202	1	0	200	3	1	22926	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60202	1	0	200	3	1	22927	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60202	2	0	200	3	1	16178	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60202	2	0	200	3	1	16179	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60202	2	0	200	3	1	16180	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60202	2	0	200	3	1	16181	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60202	2	0	200	3	1	16182	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60202	3	0	200	3	1	22923	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60202	3	0	200	3	1	22924	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60202	3	0	200	3	1	22925	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60202	3	0	200	3	1	22926	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60202	3	0	200	3	1	22927	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60202	4	0	200	3	1	22923	1	1	1	0	500	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60202	4	0	200	3	1	22924	1	1	1	0	200	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60202	4	0	200	3	1	22925	1	1	1	0	160	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60202	4	0	200	3	1	22926	1	1	1	0	110	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60202	4	0	200	3	1	22927	1	1	1	0	44	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60202	4	80	200	3	1	23290	1	1	1	0	22	3	3	0	1	2	0	1	2	75	1	1	75	1	1	75	1	1
60202	4	120	200	3	1	23291	1	1	1	0	7	3	3	0	1	3	0	1	3	0	1	1	50	1	1	50	1	1
60202	4	150	200	3	1	23292	1	1	1	0	3	3	3	0	1	3	0	1	3	0	1	1	0	1	1	25	1	1
60210	1	0	200	3	1	22599	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60210	1	0	200	3	1	22600	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60210	1	0	200	3	1	22601	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60210	1	0	200	3	1	22602	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60210	1	0	200	3	1	22603	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60210	2	0	200	3	1	21291	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60210	2	0	200	3	1	21287	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60210	2	0	200	3	1	21288	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60210	2	0	200	3	1	21289	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60210	2	0	200	3	1	21290	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60210	3	0	200	3	1	22599	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60210	3	0	200	3	1	22600	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60210	3	0	200	3	1	22601	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60210	3	0	200	3	1	22602	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60210	3	0	200	3	1	22603	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60210	4	0	200	3	1	22599	1	1	1	0	500	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60210	4	0	200	3	1	22600	1	1	1	0	200	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60210	4	0	200	3	1	22601	1	1	1	0	160	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60210	4	0	200	3	1	22602	1	1	1	0	110	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60210	4	0	200	3	1	22603	1	1	1	0	44	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60210	4	80	200	3	1	23281	1	1	1	0	22	3	3	0	1	2	0	1	2	75	1	1	75	1	1	75	1	1
60210	4	120	200	3	1	23282	1	1	1	0	7	3	3	0	1	3	0	1	3	0	1	1	50	1	1	50	1	1
60210	4	150	200	3	1	23283	1	1	1	0	3	3	3	0	1	3	0	1	3	0	1	1	0	1	1	25	1	1
60211	1	0	200	3	1	22616	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60211	1	0	200	3	1	22617	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60211	1	0	200	3	1	22618	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60211	1	0	200	3	1	22619	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60211	1	0	200	3	1	22620	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60211	2	0	200	3	1	22148	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60211	2	0	200	3	1	22149	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60211	2	0	200	3	1	22150	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60211	2	0	200	3	1	22151	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60211	2	0	200	3	1	22152	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60211	3	0	200	3	1	22616	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60211	3	0	200	3	1	22617	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60211	3	0	200	3	1	22618	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60211	3	0	200	3	1	22619	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60211	3	0	200	3	1	22620	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60211	4	0	200	3	1	22616	1	1	1	0	500	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60211	4	0	200	3	1	22617	1	1	1	0	200	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60211	4	0	200	3	1	22618	1	1	1	0	160	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60211	4	0	200	3	1	22619	1	1	1	0	110	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60211	4	0	200	3	1	22620	1	1	1	0	44	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60211	4	80	200	3	1	23117	1	1	1	0	22	3	3	0	1	2	0	1	2	75	1	1	75	1	1	75	1	1
60211	4	120	200	3	1	23118	1	1	1	0	7	3	3	0	1	3	0	1	3	0	1	1	50	1	1	50	1	1
60211	4	150	200	3	1	23119	1	1	1	0	3	3	3	0	1	3	0	1	3	0	1	1	0	1	1	25	1	1
60217	25	0	100	3	1	1a	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60217	25	0	100	3	1	1b	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60217	25	0	100	3	1	1c	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60217	25	0	100	3	1	1d	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60217	25	0	100	3	1	1e	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60217	25	0	100	3	1	2a	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60217	25	0	100	3	1	2b	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60217	25	0	100	3	1	2c	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60217	25	0	100	3	1	2d	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60217	25	0	100	3	1	2e	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60217	25	0	100	3	1	3a	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60217	25	0	100	3	1	3b	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60217	25	0	100	3	1	3c	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60217	25	0	100	3	1	3d	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60217	25	0	100	3	1	3e	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60218	1	0	200	3	1	22608	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60218	1	0	200	3	1	22609	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60218	1	0	200	3	1	22610	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60218	1	0	200	3	1	22611	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60218	1	0	200	3	1	22612	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60218	2	0	200	3	1	16203	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60218	2	0	200	3	1	16199	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60218	2	0	200	3	1	16200	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60218	2	0	200	3	1	16201	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60218	2	0	200	3	1	16202	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60218	3	0	200	3	1	22608	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60218	3	0	200	3	1	22609	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60218	3	0	200	3	1	22610	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60218	3	0	200	3	1	22611	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60218	3	0	200	3	1	22612	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60218	4	0	200	3	1	22608	1	1	1	0	500	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60218	4	0	200	3	1	22609	1	1	1	0	200	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60218	4	0	200	3	1	22610	1	1	1	0	160	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60218	4	0	200	3	1	22611	1	1	1	0	110	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60218	4	0	200	3	1	22612	1	1	1	0	44	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60218	4	80	200	3	1	23406	1	1	1	0	22	3	3	0	1	2	0	1	2	75	1	1	75	1	1	75	1	1
60218	4	120	200	3	1	23407	1	1	1	0	7	3	3	0	1	3	0	1	3	0	1	1	50	1	1	50	1	1
60218	4	150	200	3	1	23408	1	1	1	0	3	3	3	0	1	3	0	1	3	0	1	1	0	1	1	25	1	1
60230	1	0	200	3	1	22859	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60230	1	0	200	3	1	22860	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60230	1	0	200	3	1	22861	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60230	1	0	200	3	1	22862	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60230	1	0	200	3	1	22863	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60230	2	0	200	3	1	15443	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60230	2	0	200	3	1	15444	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60230	2	0	200	3	1	15445	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60230	2	0	200	3	1	22862	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60230	2	0	200	3	1	22863	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60230	3	0	200	3	1	22859	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60230	3	0	200	3	1	22860	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60230	3	0	200	3	1	22861	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60230	3	0	200	3	1	22862	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60230	3	0	200	3	1	22863	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60230	4	0	200	3	1	22859	1	1	1	0	500	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60230	4	0	200	3	1	22860	1	1	1	0	200	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60230	4	0	200	3	1	22861	1	1	1	0	160	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60230	4	0	200	3	1	22862	1	1	1	0	110	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60230	4	0	200	3	1	22863	1	1	1	0	44	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60230	4	80	200	3	1	23254	1	1	1	0	22	3	3	0	1	2	0	1	2	75	1	1	75	1	1	75	1	1
60230	4	120	200	3	1	23255	1	1	1	0	7	3	3	0	1	3	0	1	3	0	1	1	50	1	1	50	1	1
60230	4	150	200	3	1	23256	1	1	1	0	3	3	3	0	1	3	0	1	3	0	1	1	0	1	1	25	1	1
60231	1	0	200	3	1	22638	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60231	1	0	200	3	1	22639	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60231	1	0	200	3	1	22640	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60231	1	0	200	3	1	22641	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60231	1	0	200	3	1	22642	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60231	2	0	200	3	1	22238	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60231	2	0	200	3	1	22239	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60231	2	0	200	3	1	22240	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60231	2	0	200	3	1	22241	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60231	2	0	200	3	1	22242	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60231	3	0	200	3	1	22638	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60231	3	0	200	3	1	22639	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60231	3	0	200	3	1	22640	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60231	3	0	200	3	1	22641	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60231	3	0	200	3	1	22642	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60231	4	0	200	3	1	22638	1	1	1	0	500	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60231	4	0	200	3	1	22639	1	1	1	0	200	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60231	4	0	200	3	1	22640	1	1	1	0	160	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60231	4	0	200	3	1	22641	1	1	1	0	110	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60231	4	0	200	3	1	22642	1	1	1	0	44	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60231	4	80	200	3	1	23114	1	1	1	0	22	3	3	0	1	2	0	1	2	75	1	1	75	1	1	75	1	1
60231	4	120	200	3	1	23115	1	1	1	0	7	3	3	0	1	3	0	1	3	0	1	1	50	1	1	50	1	1
60231	4	150	200	3	1	23116	1	1	1	0	3	3	3	0	1	3	0	1	3	0	1	1	0	1	1	25	1	1
60232	1	0	200	3	1	22631	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60232	1	0	200	3	1	22632	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60232	1	0	200	3	1	22633	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60232	1	0	200	3	1	22634	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60232	1	0	200	3	1	22635	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60232	2	0	200	3	1	16106	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60232	2	0	200	3	1	16107	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60232	2	0	200	3	1	16108	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60232	2	0	200	3	1	16109	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60232	2	0	200	3	1	16110	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60232	3	0	200	3	1	22631	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60232	3	0	200	3	1	22632	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60232	3	0	200	3	1	22633	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60232	3	0	200	3	1	22634	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60232	3	0	200	3	1	22635	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60232	4	0	200	3	1	22631	1	1	1	0	500	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60232	4	0	200	3	1	22632	1	1	1	0	200	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60232	4	0	200	3	1	22633	1	1	1	0	160	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60232	4	0	200	3	1	22634	1	1	1	0	110	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60232	4	0	200	3	1	22635	1	1	1	0	44	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60232	4	80	200	3	1	23269	1	1	1	0	22	3	3	0	1	2	0	1	2	75	1	1	75	1	1	75	1	1
60232	4	120	200	3	1	23270	1	1	1	0	7	3	3	0	1	3	0	1	3	0	1	1	50	1	1	50	1	1
60232	4	150	200	3	1	23271	1	1	1	0	3	3	3	0	1	3	0	1	3	0	1	1	0	1	1	25	1	1
60260	1	0	200	3	1	22531	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60260	1	0	200	3	1	22532	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60260	1	0	200	3	1	22533	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60260	1	0	200	3	1	22534	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60260	1	0	200	3	1	22535	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60260	2	0	200	3	1	15593	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60260	2	0	200	3	1	15594	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60260	2	0	200	3	1	15595	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60260	2	0	200	3	1	15596	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60260	2	0	200	3	1	15597	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60260	3	0	200	3	1	22531	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60260	3	0	200	3	1	22532	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60260	3	0	200	3	1	22533	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60260	3	0	200	3	1	22534	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60260	3	0	200	3	1	22535	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60260	4	0	200	3	1	22531	1	1	1	0	500	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60260	4	0	200	3	1	22532	1	1	1	0	200	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60260	4	0	200	3	1	22533	1	1	1	0	160	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60260	4	0	200	3	1	22534	1	1	1	0	110	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60260	4	0	200	3	1	22535	1	1	1	0	44	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60260	4	80	200	3	1	23293	1	1	1	0	22	3	3	0	1	2	0	1	2	75	1	1	75	1	1	75	1	1
60260	4	120	200	3	1	23294	1	1	1	0	7	3	3	0	1	3	0	1	3	0	1	1	50	1	1	50	1	1
60260	4	150	200	3	1	23295	1	1	1	0	3	3	3	0	1	3	0	1	3	0	1	1	0	1	1	25	1	1
60261	1	0	200	3	1	22539	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60261	1	0	200	3	1	22540	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60261	1	0	200	3	1	22541	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60261	1	0	200	3	1	22542	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60261	1	0	200	3	1	22543	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60261	2	0	200	3	1	22301	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60261	2	0	200	3	1	22302	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60261	2	0	200	3	1	22303	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60261	2	0	200	3	1	22304	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60261	2	0	200	3	1	22305	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60261	3	0	200	3	1	22539	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60261	3	0	200	3	1	22540	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60261	3	0	200	3	1	22541	1	1	1	0	100	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
60261	3	0	200	3	1	22542	1	1	1	0	60	3	3	0	1	3	500	1	3	500	1	3	1000	1	3	1000	1	3
60261	3	0	200	3	1	22543	1	1	1	0	8	3	3	0	1	3	0	1	3	100	1	3	300	1	3	500	1	3
60261	4	0	200	3	1	22539	1	1	1	0	500	3	3	500	1	2	1000	1	2	1000	1	2	500	1	2	500	1	2
