#TSV
#============Begin of sheet============
@Sheet=DynamiteDamage
等级	关卡模式	难度	人对怪爆破伤系数	怪对人爆破伤系数
46	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.33	2.33	2.33	2.33
46	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.33	2.33	2.33	2.33
46	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.33	2.33	2.33	2.33
46	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.33	2.33	2.33	2.33
46	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.33	2.33	2.33	2.33
46	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.33	2.33	2.33	2.33
47	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.33	2.33	2.33	2.33
47	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.33	2.33	2.33	2.33
47	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.33	2.33	2.33	2.33
47	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.33	2.33	2.33	2.33
47	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.33	2.33	2.33	2.33
47	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.33	2.33	2.33	2.33
47	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.33	2.33	2.33	2.33
47	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.33	2.33	2.33	2.33
47	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.33	2.33	2.33	2.33
47	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.33	2.33	2.33	2.33
47	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.33	2.33	2.33	2.33
47	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.33	2.33	2.33	2.33
47	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.33	2.33	2.33	2.33
47	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.33	2.33	2.33	2.33
47	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.33	2.33	2.33	2.33
48	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.33	2.33	2.33	2.33
48	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.33	2.33	2.33	2.33
48	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.33	2.33	2.33	2.33
48	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.33	2.33	2.33	2.33
48	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.33	2.33	2.33	2.33
48	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.33	2.33	2.33	2.33
48	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.33	2.33	2.33	2.33
48	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.33	2.33	2.33	2.33
48	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.33	2.33	2.33	2.33
48	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.33	2.33	2.33	2.33
48	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.33	2.33	2.33	2.33
48	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.33	2.33	2.33	2.33
48	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.33	2.33	2.33	2.33
48	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.33	2.33	2.33	2.33
48	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.33	2.33	2.33	2.33
49	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.33	2.33	2.33	2.33
49	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.33	2.33	2.33	2.33
49	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.33	2.33	2.33	2.33
49	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.33	2.33	2.33	2.33
49	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.33	2.33	2.33	2.33
49	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.33	2.33	2.33	2.33
49	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.33	2.33	2.33	2.33
49	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.33	2.33	2.33	2.33
49	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.33	2.33	2.33	2.33
49	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.33	2.33	2.33	2.33
49	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.33	2.33	2.33	2.33
49	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.33	2.33	2.33	2.33
49	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.33	2.33	2.33	2.33
49	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.33	2.33	2.33	2.33
49	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.33	2.33	2.33	2.33
50	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.27	2.27	2.27	2.27
50	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.27	2.27	2.27	2.27
50	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.27	2.27	2.27	2.27
50	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.27	2.27	2.27	2.27
50	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.27	2.27	2.27	2.27
50	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.27	2.27	2.27	2.27
50	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.27	2.27	2.27	2.27
50	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.27	2.27	2.27	2.27
50	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.27	2.27	2.27	2.27
50	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.27	2.27	2.27	2.27
50	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.27	2.27	2.27	2.27
50	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.27	2.27	2.27	2.27
50	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.27	2.27	2.27	2.27
50	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.27	2.27	2.27	2.27
50	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.27	2.27	2.27	2.27
51	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.27	2.27	2.27	2.27
51	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.27	2.27	2.27	2.27
51	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.27	2.27	2.27	2.27
51	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.27	2.27	2.27	2.27
51	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.27	2.27	2.27	2.27
51	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.27	2.27	2.27	2.27
51	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.27	2.27	2.27	2.27
51	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.27	2.27	2.27	2.27
51	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.27	2.27	2.27	2.27
51	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.27	2.27	2.27	2.27
51	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.27	2.27	2.27	2.27
51	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.27	2.27	2.27	2.27
51	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.27	2.27	2.27	2.27
51	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.27	2.27	2.27	2.27
51	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.27	2.27	2.27	2.27
52	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.27	2.27	2.27	2.27
52	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.27	2.27	2.27	2.27
52	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.27	2.27	2.27	2.27
52	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.27	2.27	2.27	2.27
52	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.27	2.27	2.27	2.27
52	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.27	2.27	2.27	2.27
52	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.27	2.27	2.27	2.27
52	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.27	2.27	2.27	2.27
52	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.27	2.27	2.27	2.27
52	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.27	2.27	2.27	2.27
52	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.27	2.27	2.27	2.27
52	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.27	2.27	2.27	2.27
52	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.27	2.27	2.27	2.27
52	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.27	2.27	2.27	2.27
52	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.27	2.27	2.27	2.27
53	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.27	2.27	2.27	2.27
53	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.27	2.27	2.27	2.27
53	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.27	2.27	2.27	2.27
53	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.27	2.27	2.27	2.27
53	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.27	2.27	2.27	2.27
53	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.27	2.27	2.27	2.27
53	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.27	2.27	2.27	2.27
53	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.27	2.27	2.27	2.27
53	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.27	2.27	2.27	2.27
53	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.27	2.27	2.27	2.27
53	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.27	2.27	2.27	2.27
53	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.27	2.27	2.27	2.27
53	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.27	2.27	2.27	2.27
53	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.27	2.27	2.27	2.27
53	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.27	2.27	2.27	2.27
54	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.27	2.27	2.27	2.27
54	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.27	2.27	2.27	2.27
54	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.27	2.27	2.27	2.27
54	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.27	2.27	2.27	2.27
54	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.27	2.27	2.27	2.27
54	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.27	2.27	2.27	2.27
54	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.27	2.27	2.27	2.27
54	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.27	2.27	2.27	2.27
54	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.27	2.27	2.27	2.27
54	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.27	2.27	2.27	2.27
54	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.27	2.27	2.27	2.27
54	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.27	2.27	2.27	2.27
54	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.27	2.27	2.27	2.27
54	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.27	2.27	2.27	2.27
54	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.27	2.27	2.27	2.27
55	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.27	2.27	2.27	2.27
55	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.27	2.27	2.27	2.27
55	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.27	2.27	2.27	2.27
55	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.27	2.27	2.27	2.27
55	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.27	2.27	2.27	2.27
55	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.27	2.27	2.27	2.27
55	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.27	2.27	2.27	2.27
55	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.27	2.27	2.27	2.27
55	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.27	2.27	2.27	2.27
55	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.27	2.27	2.27	2.27
55	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.27	2.27	2.27	2.27
55	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.27	2.27	2.27	2.27
55	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.27	2.27	2.27	2.27
55	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.27	2.27	2.27	2.27
55	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.27	2.27	2.27	2.27
56	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.16	2.16	2.16	2.16
56	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.16	2.16	2.16	2.16
56	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.16	2.16	2.16	2.16
56	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.16	2.16	2.16	2.16
56	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.16	2.16	2.16	2.16
56	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.16	2.16	2.16	2.16
56	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.16	2.16	2.16	2.16
56	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.16	2.16	2.16	2.16
56	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.16	2.16	2.16	2.16
56	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.16	2.16	2.16	2.16
56	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.16	2.16	2.16	2.16
56	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.16	2.16	2.16	2.16
56	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.16	2.16	2.16	2.16
56	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.16	2.16	2.16	2.16
56	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.16	2.16	2.16	2.16
57	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.16	2.16	2.16	2.16
57	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.16	2.16	2.16	2.16
57	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.16	2.16	2.16	2.16
57	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.16	2.16	2.16	2.16
57	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.16	2.16	2.16	2.16
57	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.16	2.16	2.16	2.16
57	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.16	2.16	2.16	2.16
57	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.16	2.16	2.16	2.16
57	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.16	2.16	2.16	2.16
57	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.16	2.16	2.16	2.16
57	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.16	2.16	2.16	2.16
57	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.16	2.16	2.16	2.16
57	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.16	2.16	2.16	2.16
57	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.16	2.16	2.16	2.16
57	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.16	2.16	2.16	2.16
58	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.16	2.16	2.16	2.16
58	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.16	2.16	2.16	2.16
58	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.16	2.16	2.16	2.16
58	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.16	2.16	2.16	2.16
58	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.16	2.16	2.16	2.16
58	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.16	2.16	2.16	2.16
58	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.16	2.16	2.16	2.16
58	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.16	2.16	2.16	2.16
58	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.16	2.16	2.16	2.16
58	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.16	2.16	2.16	2.16
58	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.16	2.16	2.16	2.16
58	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.16	2.16	2.16	2.16
58	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.16	2.16	2.16	2.16
58	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.16	2.16	2.16	2.16
58	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.16	2.16	2.16	2.16
59	1	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.16	2.16	2.16	2.16
59	1	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.16	2.16	2.16	2.16
59	1	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.16	2.16	2.16	2.16
59	2	1	479.875	115.5	77	49.5	1.2	0.8	1	479.875	1.25	349	2.16	2.16	2.16	2.16
59	2	2	660	154	93.5	72	1.2	0.8	1	660	1.25	480	2.16	2.16	2.16	2.16
59	2	3	825	198	121	72	1.2	0.727272727272727	1	825	1.375	600	2.16	2.16	2.16	2.16
59	3	1	523.5	126	84	49.5	1.2	0.8	1	523.5	1.25	349	2.16	2.16	2.16	2.16
59	3	2	720	168	102	72	1.2	0.8	1	720	1.25	480	2.16	2.16	2.16	2.16
59	3	3	900	216	132	72	1.2	0.727272727272727	1	900	1.375	600	2.16	2.16	2.16	2.16
59	4	1	837.6	136.5	91	49.5	1.2	0.8	1	837.6	1.25	349	2.16	2.16	2.16	2.16
59	4	2	1152	182	110.5	72	1.2	0.8	1	1152	1.25	480	2.16	2.16	2.16	2.16
59	4	3	1440	234	143	72	1.2	0.727272727272727	1	1440	1.375	600	2.16	2.16	2.16	2.16
59	5	1	349	105	70	49.5	1.2	0.8	1	349	1.25	349	2.16	2.16	2.16	2.16
59	5	2	480	140	85	72	1.2	0.8	1	480	1.25	480	2.16	2.16	2.16	2.16
59	5	3	600	180	110	72	1.2	0.727272727272727	1	600	1.375	600	2.16	2.16	2.16	2.16
60	1	1	590	115	70	49.5	1.2	0.8	1	590	1.25	590	2	2	2	2
60	1	2	682	150	85	72	1.2	0.8	1	682	1.25	682	2	2	2	2
60	1	3	750	195	110	72	1.2	0.727272727272727	1	750	1.375	750	2	2	2	2
60	2	1	811.25	126.5	77	49.5	1.2	0.8	1	811.25	1.25	590	2	2	2	2
60	2	2	937.75	165	93.5	72	1.2	0.8	1	937.75	1.25	682	2	2	2	2
60	2	3	1031.25	214.5	121	72	1.2	0.727272727272727	1	1031.25	1.375	750	2	2	2	2
60	3	1	885	138	84	49.5	1.2	0.8	1	885	1.25	590	2	2	2	2
60	3	2	1023	180	102	72	1.2	0.8	1	1023	1.25	682	2	2	2	2
60	3	3	1125	234	132	72	1.2	0.727272727272727	1	1125	1.375	750	2	2	2	2
60	4	1	1416	149.5	91	49.5	1.2	0.8	1	1416	1.25	590	2	2	2	2
60	4	2	1636.8	195	110.5	72	1.2	0.8	1	1636.8	1.25	682	2	2	2	2
60	4	3	1800	253.5	143	72	1.2	0.727272727272727	1	1800	1.375	750	2	2	2	2
60	5	1	590	115	70	49.5	1.2	0.8	1	590	1.25	590	2	2	2	2
60	5	2	682	150	85	72	1.2	0.8	1	682	1.25	682	2	2	2	2
60	5	3	750	195	110	72	1.2	0.727272727272727	1	750	1.375	750	2	2	2	2
61	1	1	590	115	70	49.5	1.2	0.8	1	590	1.25	590	2	2	2	2
61	1	2	682	150	85	72	1.2	0.8	1	682	1.25	682	2	2	2	2
61	1	3	750	195	110	72	1.2	0.727272727272727	1	750	1.375	750	2	2	2	2
61	2	1	811.25	126.5	77	49.5	1.2	0.8	1	811.25	1.25	590	2	2	2	2
61	2	2	937.75	165	93.5	72	1.2	0.8	1	937.75	1.25	682	2	2	2	2
61	2	3	1031.25	214.5	121	72	1.2	0.727272727272727	1	1031.25	1.375	750	2	2	2	2
61	3	1	885	138	84	49.5	1.2	0.8	1	885	1.25	590	2	2	2	2
61	3	2	1023	180	102	72	1.2	0.8	1	1023	1.25	682	2	2	2	2
61	3	3	1125	234	132	72	1.2	0.727272727272727	1	1125	1.375	750	2	2	2	2
61	4	1	1416	149.5	91	49.5	1.2	0.8	1	1416	1.25	590	2	2	2	2
61	4	2	1636.8	195	110.5	72	1.2	0.8	1	1636.8	1.25	682	2	2	2	2
61	4	3	1800	253.5	143	72	1.2	0.727272727272727	1	1800	1.375	750	2	2	2	2
61	5	1	590	115	70	49.5	1.2	0.8	1	590	1.25	590	2	2	2	2
61	5	2	682	150	85	72	1.2	0.8	1	682	1.25	682	2	2	2	2
61	5	3	750	195	110	72	1.2	0.727272727272727	1	750	1.375	750	2	2	2	2
62	1	1	590	115	70	49.5	1.2	0.8	1	590	1.25	590	2	2	2	2
62	1	2	682	150	85	72	1.2	0.8	1	682	1.25	682	2	2	2	2
62	1	3	750	195	110	72	1.2	0.727272727272727	1	750	1.375	750	2	2	2	2
62	2	1	811.25	126.5	77	49.5	1.2	0.8	1	811.25	1.25	590	2	2	2	2
62	2	2	937.75	165	93.5	72	1.2	0.8	1	937.75	1.25	682	2	2	2	2
62	2	3	1031.25	214.5	121	72	1.2	0.727272727272727	1	1031.25	1.375	750	2	2	2	2
62	3	1	885	138	84	49.5	1.2	0.8	1	885	1.25	590	2	2	2	2
62	3	2	1023	180	102	72	1.2	0.8	1	1023	1.25	682	2	2	2	2
62	3	3	1125	234	132	72	1.2	0.727272727272727	1	1125	1.375	750	2	2	2	2
62	4	1	1416	149.5	91	49.5	1.2	0.8	1	1416	1.25	590	2	2	2	2
62	4	2	1636.8	195	110.5	72	1.2	0.8	1	1636.8	1.25	682	2	2	2	2
62	4	3	1800	253.5	143	72	1.2	0.727272727272727	1	1800	1.375	750	2	2	2	2
62	5	1	590	115	70	49.5	1.2	0.8	1	590	1.25	590	2	2	2	2
62	5	2	682	150	85	72	1.2	0.8	1	682	1.25	682	2	2	2	2
62	5	3	750	195	110	72	1.2	0.727272727272727	1	750	1.375	750	2	2	2	2
63	1	1	590	115	70	49.5	1.2	0.8	1	590	1.25	590	2	2	2	2
63	1	2	682	150	85	72	1.2	0.8	1	682	1.25	682	2	2	2	2
63	1	3	750	195	110	72	1.2	0.727272727272727	1	750	1.375	750	2	2	2	2
63	2	1	811.25	126.5	77	49.5	1.2	0.8	1	811.25	1.25	590	2	2	2	2
63	2	2	937.75	165	93.5	72	1.2	0.8	1	937.75	1.25	682	2	2	2	2
63	2	3	1031.25	214.5	121	72	1.2	0.727272727272727	1	1031.25	1.375	750	2	2	2	2
63	3	1	885	138	84	49.5	1.2	0.8	1	885	1.25	590	2	2	2	2
63	3	2	1023	180	102	72	1.2	0.8	1	1023	1.25	682	2	2	2	2
63	3	3	1125	234	132	72	1.2	0.727272727272727	1	1125	1.375	750	2	2	2	2
63	4	1	1416	149.5	91	49.5	1.2	0.8	1	1416	1.25	590	2	2	2	2
63	4	2	1636.8	195	110.5	72	1.2	0.8	1	1636.8	1.25	682	2	2	2	2
63	4	3	1800	253.5	143	72	1.2	0.727272727272727	1	1800	1.375	750	2	2	2	2
63	5	1	590	115	70	49.5	1.2	0.8	1	590	1.25	590	2	2	2	2
63	5	2	682	150	85	72	1.2	0.8	1	682	1.25	682	2	2	2	2
63	5	3	750	195	110	72	1.2	0.727272727272727	1	750	1.375	750	2	2	2	2
64	1	1	590	115	70	49.5	1.2	0.8	1	590	1.25	590	2	2	2	2
64	1	2	682	150	85	72	1.2	0.8	1	682	1.25	682	2	2	2	2
64	1	3	750	195	110	72	1.2	0.727272727272727	1	750	1.375	750	2	2	2	2
64	2	1	811.25	126.5	77	49.5	1.2	0.8	1	811.25	1.25	590	2	2	2	2
64	2	2	937.75	165	93.5	72	1.2	0.8	1	937.75	1.25	682	2	2	2	2
64	2	3	1031.25	214.5	121	72	1.2	0.727272727272727	1	1031.25	1.375	750	2	2	2	2
64	3	1	885	138	84	49.5	1.2	0.8	1	885	1.25	590	2	2	2	2
64	3	2	1023	180	102	72	1.2	0.8	1	1023	1.25	682	2	2	2	2
64	3	3	1125	234	132	72	1.2	0.727272727272727	1	1125	1.375	750	2	2	2	2
64	4	1	1416	149.5	91	49.5	1.2	0.8	1	1416	1.25	590	2	2	2	2
64	4	2	1636.8	195	110.5	72	1.2	0.8	1	1636.8	1.25	682	2	2	2	2
64	4	3	1800	253.5	143	72	1.2	0.727272727272727	1	1800	1.375	750	2	2	2	2
64	5	1	590	115	70	49.5	1.2	0.8	1	590	1.25	590	2	2	2	2
64	5	2	682	150	85	72	1.2	0.8	1	682	1.25	682	2	2	2	2
64	5	3	750	195	110	72	1.2	0.727272727272727	1	750	1.375	750	2	2	2	2
65	1	1	652	120	70	49.5	1.2	0.8	1	652	1.25	652	1.6	1.6	1.6	1.6
65	1	2	760	155	85	72	1.2	0.8	1	760	1.25	760	1.6	1.6	1.6	1.6
65	1	3	851	200	110	72	1.2	0.727272727272727	1	851	1.375	851	1.6	1.6	1.6	1.6
65	2	1	896.5	132	77	49.5	1.2	0.8	1	896.5	1.25	652	1.6	1.6	1.6	1.6
