#TSV
#============Begin of sheet============
@Sheet=技能珠
总表ID	物品名称	说明	物品等级	稀有度	图标ID	离开副本是否保留	RANK	物品主类	物品中类	物品子类	绑定类型	拥有上限	携带上限	堆叠上限	农场精算点数	可否摧毁	购买价格	出售价格	是否商城道具	可否分解	物品过期时间	物品过期Tag	模型资源(男)	模型资源(女)	角色等级需求	种族需求	星级职业需求	星级等级需求	需求技能1ID	需求技能1等级MIN	需求技能1等级MAX	需求技能2ID	需求技能2等级MIN	需求技能2等级MAX	猎团等级需求	宠物等级需求	性别需求	需求地区ID	需求LevelMode	需求关卡ID	物品使用次数	CD时间	共享CD组	CD下线是否保留	使用目标	动作技能	物品使用功能1名称	物品使用功能1参数1	物品使用功能1参数2	物品使用功能1参数3	物品使用功能2名称	物品使用功能2参数1	物品使用功能2参数2	物品使用功能2参数3	物品使用功能3名称	物品使用功能3参数1	物品使用功能3参数2	物品使用功能3参数3	物品使用功能4名称	物品使用功能4参数1	物品使用功能4参数2	物品使用功能4参数3	对应技能1ID	点数1	对应技能2ID	点数2	对应技能3ID	点数3	对应技能4ID	点数4	可否被偷窃	共享携带上限组ID	物品伤害信息	排序参数	镶嵌需求孔数	镶嵌需求装备等级Min	镶嵌需求装备等级Max	商城索引ID	素材分类_1	素材价值_1	素材分类_2	素材价值_2	素材分类_3	素材价值_3	素材分类_4	素材价值_4	素材分类_5	素材价值_5	素材分类_6	素材价值_6	素材分类_7	素材价值_7	素材分类_8	素材价值_8	素材分类_9	素材价值_9	素材分类_10	素材价值_10	副本中使用次数	随机狩猎奖励点	解绑道具	解绑道具数量
29055	散弹珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：散弹强化+1，散弹增加-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：琉璃原珠×2  橡胶质的绝尾×1  高级技能珠素材券×10</FONT><BR>"	1	2	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1	34	-1	0	0	0	0	0	29055			1	1	999																									
29056	散弹珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29056			2		999																									
29057	散弹珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	4	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	4	34	-1	0	0	0	0	0	29057			3		999																									
29058	吸引珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：荷尔蒙+1，攻击-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×1  大野猪的特上皮×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	1	1	-1	0	0	0	0	0	29058			1	1	999																									
29059	吸引珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：荷尔蒙+3，攻击-2</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×2  银眠鸟的刚爪×1  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	3	1	-2	0	0	0	0	0	29059			2	1	999																									
29060	吸引珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29060			3		999																									
29061	耐眠珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：睡眠抵抗+1，耐泥雪-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×1  浓缩的昏眠液×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	60	-1	0	0	0	0	0	29061			1	1	999																									
29062	耐眠珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	3	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	3	60	-1	0	0	0	0	0	29062			2		999																									
29063	耐眠珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29063			3		999																									
29064	忍脚珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：气息+2</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×2  金毛兽王的豪刚毛×1     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	2	0	0	0	0	0	0	0	29064			1	1	999																									
29065	忍脚珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29065			2		999																									
29066	忍脚珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29066			3		999																									
29067	贯通珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：贯通弹强化+1，贯通弹增加-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：琉璃原珠×2  白速龙王的特上皮×1  高级技能珠素材券×10</FONT><BR>"	1	2	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	1	30	-1	0	0	0	0	0	29067			1	1	999																									
29068	贯通珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29068			2		999																									
29069	贯通珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	4	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	30	-1	0	0	0	0	0	29069			3		999																									
29070	体术珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：体术+1，耐力回复-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×2  大野猪王的刚蹄×1     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1	53	-1	0	0	0	0	0	29070			1	1	999																									
29071	体术珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：体术+3，耐力回复-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×1  断刃一角龙的韧翼×2  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	3	53	-1	0	0	0	0	0	29071			2	1	999																									
29072	体术珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	5	53	-2	0	0	0	0	0	29072			3		999																									
29073	无食珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：饥饿感+2</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×1  黄速龙王的麻痹刚牙×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	2	0	0	0	0	0	0	0	29073			1	1	999																									
29074	无食珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：饥饿感+5，吃货-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×2  骇狩蛛的豪刚毛×1  高级技能珠素材券×10</FONT><BR>"	1	3	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	5	110	-1	0	0	0	0	0	29074			2	1	999																									
29075	无食珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29075			3		999																									
29076	加护珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：加护+1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×2  镰蟹的刚爪×1     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	29076			1	1	999																									
29077	加护珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29077			2		999																									
29078	加护珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29078			3		999																									
29079	挑战珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29079			1		999																									
29080	挑战珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29080			2		999																									
29081	挑战珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29081			3		999																									
29082	达人珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：达人+1，龙耐性-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×1  鬼狩蛛的特浓液×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	116	-1	0	0	0	0	0	29082			1	1	999																									
29083	达人珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：达人+3，龙耐性-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×1  河狸兽的刚爪×2     </FONT><BR>"	1	3	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	116	-1	0	0	0	0	0	29083			2	1	999																									
29084	达人珠【3】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：达人+5，龙耐性-2</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×1  桃毛兽王的重骨×2  高级技能珠素材券×10</FONT><BR>"	1	4	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	116	-2	0	0	0	0	0	29084			3	1	999																									
29085	属攻珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	36	-1	0	0	0	0	0	29085			1		999																									
29086	属攻珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29086			2		999																									
29087	属攻珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	4	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	36	-1	0	0	0	0	0	29087			3		999																									
29088	斩铁珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：锋利度+1，匠-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：修罗原珠×2  红速龙王的剧毒腺×1  高级技能珠素材券×10</FONT><BR>"	1	2	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	1	109	-1	0	0	0	0	0	29088			1	1	999																									
29089	斩铁珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29089			2		999																									
29090	斩铁珠【3】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：锋利度+4，匠-2</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：修罗原珠×2  一角龙的韧翼×1  高级技能珠素材券×15</FONT><BR>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	4	109	-2	0	0	0	0	0	29090			3	1	999																									
29091	气绝珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29091			1		999																									
29092	气绝珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29092			2		999																									
29093	气绝珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29093			3		999																									
29094	耐毒珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：毒抵抗+1，气绝抵抗-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×1  橡胶质的特上皮×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	19	-1	0	0	0	0	0	29094			1	1	999																									
29095	耐毒珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	3	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3	19	-1	0	0	0	0	0	29095			2		999																									
29096	耐毒珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29096			3		999																									
29097	耐粘珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：耐泥雪+1，睡眠抵抗-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×1  沙狸兽的重牙×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	20	-1	0	0	0	0	0	29097			1	1	999																									
29098	耐粘珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29098			2		999																									
29099	耐粘珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29099			3		999																									
29100	冰结珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：冰属性攻击+1，火属性攻击-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：水光原珠×1  雪狮子的特等皮×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	14	-1	0	0	0	0	0	29100			1	1	999																									
29101	冰结珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：冰属性攻击+3，火属性攻击-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：水光原珠×1  雪狮子的豪刚毛×2  高级技能珠素材券×10</FONT><BR>"	1	3	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	14	-1	0	0	0	0	0	29101			2	1	999																									
29102	冰结珠【3】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：冰属性攻击+5，火属性攻击-2</FONT><BR><FONT COLOR=\"\#6285C6\" ></FONT><BR>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	14	-2	0	0	0	0	0	29102			3	1	999																									
29103	通解珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29103			1		999																									
29104	通解珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29104			2		999																									
29105	通解珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29105			3		999																									
29106	研磨珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：研磨师+2</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：修罗原珠×2  盾蟹的重壳×1     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	2	0	0	0	0	0	0	0	29106			1	1	999																									
29107	研磨珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	3	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	5	69	-1	0	0	0	0	0	29107			2		999																									
29108	研磨珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29108			3		999																									
29109	捕获珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29109			1		999																									
29110	捕获珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29110			2		999																									
