#TSV
#============Begin of sheet============
@Sheet=激活条件组
激活条件组ID	激活条件集ID	相对概率
64	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>64</Id>\n  <Name>毒抗性5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>21</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
65	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>65</Id>\n  <Name>毒抗性6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>21</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
66	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>66</Id>\n  <Name>毒抗性7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>21</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
67	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>67</Id>\n  <Name>毒抗性8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>21</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
68	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>68</Id>\n  <Name>全抗增加5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>24</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
69	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>69</Id>\n  <Name>全抗增加6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>24</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
70	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>70</Id>\n  <Name>全抗增加7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>24</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
71	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>71</Id>\n  <Name>全抗增加8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>24</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
72	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>72</Id>\n  <Name>底力5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>26</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
73	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>73</Id>\n  <Name>底力6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>26</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
74	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>74</Id>\n  <Name>底力7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>26</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
75	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>75</Id>\n  <Name>底力8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>26</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
76	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>76</Id>\n  <Name>强韧5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>43</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
77	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>77</Id>\n  <Name>强韧6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>43</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
78	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>78</Id>\n  <Name>强韧7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>43</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
79	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>79</Id>\n  <Name>强韧8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>43</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
80	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>80</Id>\n  <Name>眠弹追加5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>45</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
81	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>81</Id>\n  <Name>眠弹追加6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>45</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
82	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>82</Id>\n  <Name>眠弹追加7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>45</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
83	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>83</Id>\n  <Name>眠弹追加8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>45</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
84	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>84</Id>\n  <Name>麻弹追加5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>46</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
85	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>85</Id>\n  <Name>麻弹追加6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>46</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
86	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>86</Id>\n  <Name>麻弹追加7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>46</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
87	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>87</Id>\n  <Name>麻弹追加8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>46</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
88	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>88</Id>\n  <Name>毒弹追加5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>47</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
89	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>89</Id>\n  <Name>毒弹追加6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>47</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
90	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>90</Id>\n  <Name>毒弹追加7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>47</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
91	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>91</Id>\n  <Name>毒弹追加8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>47</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
92	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>92</Id>\n  <Name>千里眼8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>7</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
93	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>93</Id>\n  <Name>千里眼9</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>7</SkillGroup>\n      <Point>9</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
94	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>94</Id>\n  <Name>千里眼10</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>7</SkillGroup>\n      <Point>10</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
95	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>95</Id>\n  <Name>千里眼11</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>7</SkillGroup>\n      <Point>11</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
96	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>96</Id>\n  <Name>观察眼8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>9</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
97	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>97</Id>\n  <Name>观察眼9</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>9</SkillGroup>\n      <Point>9</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
98	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>98</Id>\n  <Name>观察眼10</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>9</SkillGroup>\n      <Point>10</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
99	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>99</Id>\n  <Name>观察眼11</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>9</SkillGroup>\n      <Point>11</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
100	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>100</Id>\n  <Name>体力8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>10</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
101	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>101</Id>\n  <Name>体力9</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>10</SkillGroup>\n      <Point>9</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
102	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>102</Id>\n  <Name>体力10</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>10</SkillGroup>\n      <Point>10</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
103	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>103</Id>\n  <Name>体力11</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>10</SkillGroup>\n      <Point>11</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
104	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>104</Id>\n  <Name>气绝抵抗8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>19</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
105	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>105</Id>\n  <Name>气绝抵抗9</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>19</SkillGroup>\n      <Point>9</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
106	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>106</Id>\n  <Name>气绝抵抗10</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>19</SkillGroup>\n      <Point>10</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
107	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>107</Id>\n  <Name>气绝抵抗11</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>19</SkillGroup>\n      <Point>11</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
108	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>108</Id>\n  <Name>加护8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>23</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
109	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>109</Id>\n  <Name>加护9</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>23</SkillGroup>\n      <Point>9</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
110	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>110</Id>\n  <Name>加护10</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>23</SkillGroup>\n      <Point>10</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
111	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>111</Id>\n  <Name>加护11</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>23</SkillGroup>\n      <Point>11</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
112	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>112</Id>\n  <Name>饥饿感8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>31</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
113	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>113</Id>\n  <Name>饥饿感9</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>31</SkillGroup>\n      <Point>9</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
114	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>114</Id>\n  <Name>饥饿感10</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>31</SkillGroup>\n      <Point>10</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
115	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>115</Id>\n  <Name>饥饿感11</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>31</SkillGroup>\n      <Point>11</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
116	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>116</Id>\n  <Name>高速设置8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>38</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
117	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>117</Id>\n  <Name>高速设置9</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>38</SkillGroup>\n      <Point>9</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
118	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>118</Id>\n  <Name>高速设置10</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>38</SkillGroup>\n      <Point>10</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
119	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>119</Id>\n  <Name>高速设置11</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>38</SkillGroup>\n      <Point>11</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
120	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>120</Id>\n  <Name>气息8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>48</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
121	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>121</Id>\n  <Name>气息9</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>48</SkillGroup>\n      <Point>9</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
122	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>122</Id>\n  <Name>气息10</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>48</SkillGroup>\n      <Point>10</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
123	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>123</Id>\n  <Name>气息11</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>48</SkillGroup>\n      <Point>11</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
124	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>124</Id>\n  <Name>抗菌8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>58</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
