#TSV
#============Begin of sheet============
@Sheet=可选技能
技能ID	技能名称	技能组ID	是否未开放	类型ID	客户端分页ID	客户端分页名称	客户端分组ID	客户端分组名称	cost值	cost增量	被动技组	被动技能点数	被动技编号	是否默认激活	解锁赠送重置次数	需求银币	需求素材ID_1	需求素材数量_1	需求素材ID_2	需求素材数量_2	需求素材ID_3	需求素材数量_3	需求素材ID_4	需求素材数量_4	需求素材ID_5	需求素材数量_5	需求素材ID_6	需求素材数量_6	泛型素材类型_1	泛型素材点数_1	泛型素材类型_2	泛型素材点数_2	泛型素材类型_3	泛型素材点数_3	泛型素材类型_4	泛型素材点数_4	泛型素材类型_5	泛型素材点数_5	泛型素材类型_6	泛型素材点数_6	素材代币ID1	素材代币个数1	素材代币点数1	素材代币ID2	素材代币个数2	素材代币点数2	素材代币ID3	素材代币个数3	素材代币点数3	素材代币ID4	素材代币个数4	素材代币点数4	素材代币ID5	素材代币个数5	素材代币点数5	素材代币ID6	素材代币个数6	素材代币点数6
7023	Critical Eye +5	7		1	1	Attack	2	Enhancement Skills	60	1	3	30	23	0	1	2400	21465	5											157	90											21474	5	10															
7029	Speed Eating	7		1	3	Status	2	Enhancement Skills	30	1	5	10	29	0	1	400													55	40											21474	4	10															
7034	Detect	7		1	3	Status	4	Special Skills	20	1	7	10	34	0	1	800													56	17											21474	2	10															
7037	Perception	7		1	3	Status	4	Special Skills	60	1	9	10	37	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
7038	Health +1	7		1	2	Defense	1	Basic Skills	15	1	10	10	38	0	1	600													51	35											21474	4	10															
7039	Health +2	7		1	2	Defense	1	Basic Skills	30	1	10	15	39	0	1	1200													55	40											21474	4	10															
7040	Health +3	7		1	2	Defense	1	Basic Skills	45	1	10	20	40	0	1	1800	21465	1											138	60											21474	3	10															
7041	Health +4	7		1	2	Defense	1	Basic Skills	60	1	10	25	41	0	1	2400	21465	2											163	35	5	140									21474	2	10	21474	14	10												
7042	Health +5	7		1	2	Defense	1	Basic Skills	75	1	10	30	42	0	1	3000	21465	5											160	90	5	180									21474	5	10	21474	18	10												
7047	Rec Speed +1	7		1	2	Defense	2	Enhancement Skills	10	1	11	10	47	0	1	400													55	35											21474	4	10															
7048	Rec Speed +2	7		1	2	Defense	2	Enhancement Skills	20	1	11	15	48	0	1	800													51	35											21474	4	10															
7049	Rec Speed +3	7		1	2	Defense	2	Enhancement Skills	30	1	11	20	49	0	1	1200													158	50											21474	3	10															
7057	Water Atk +1	7		1	1	Attack	3	Element	20	1	13	10	57	0	1	800													52	35											21474	4	10															
7058	Water Atk +2	7		1	1	Attack	3	Element	40	1	13	15	58	0	1	1600	21465	1											124	55											21474	3	10															
7059	Water Atk +3	7		1	1	Attack	3	Element	60	1	13	20	59	0	1	2400	21465	2											163	35	5	140									21474	2	10	21474	14	10												
7061	Fire Atk +1	7		1	1	Attack	3	Element	20	1	14	10	61	0	1	800													55	35											21474	4	10															
7062	Fire Atk +2	7		1	1	Attack	3	Element	40	1	14	15	62	0	1	1600	21465	1											147	55											21474	3	10															
7063	Fire Atk +3	7		1	1	Attack	3	Element	60	1	14	20	63	0	1	2400	21465	2											156	70											21474	4	10															
7065	Thunder Atk +1	7		1	1	Attack	3	Element	20	1	15	10	65	0	1	800													57	35											21474	4	10															
7066	Thunder Atk +2	7		1	1	Attack	3	Element	40	1	15	15	66	0	1	1600	21465	1											143	55											21474	3	10															
7067	Thunder Atk +3	7		1	1	Attack	3	Element	60	1	15	20	67	0	1	2400	21465	2											143	70											21474	4	10															
7069	Dragon Atk +1	7		1	1	Attack	3	Element	20	1	16	10	69	0	1	800													56	17											21474	2	10															
7070	Dragon Atk +2	7		1	1	Attack	3	Element	40	1	16	15	70	0	1	1600	21465	1											134	55											21474	3	10															
7071	Dragon Atk +3	7		1	1	Attack	3	Element	60	1	16	20	71	0	1	2400	21465	2											147	70											21474	4	10															
7073	Ice Atk +1	7		1	1	Attack	3	Element	20	1	17	10	73	0	1	800													52	35											21474	4	10															
7074	Ice Atk +2	7		1	1	Attack	3	Element	40	1	17	15	74	0	1	1600	21465	1											154	27											21474	2	10															
7075	Ice Atk +3	7		1	1	Attack	3	Element	60	1	17	20	75	0	1	2400	21465	2											155	35											21474	2	10															
7077	Negate Paralysis	7		1	2	Defense	4	Special Skills	60	1	18	10	78	0	1	2400	21465	2											148	70											21474	4	10															
7079	Halve Stun	7		1	2	Defense	4	Special Skills	30	1	19	10	80	0	1	1200													55	40											21474	4	10															
7080	Negate Stun	7		1	2	Defense	4	Special Skills	60	1	19	15	81	0	1	2400	21465	2											160	70	5	140									21474	4	10	21474	14	10												
7082	Negate Sleep	7		1	2	Defense	4	Special Skills	50	1	20	10	84	0	1	2000	21465	2											152	70											21474	4	10															
7084	Halve Poison	7		1	2	Defense	4	Special Skills	20	1	21	10	86	0	1	800													52	35											21474	4	10															
7085	Negate Poison	7		1	2	Defense	4	Special Skills	40	1	21	15	87	0	1	1600	21465	2											161	70	5	140									21474	4	10	21474	14	10												
7089	Concentrate	7		1	1	Attack	2	Enhancement Skills	40	1	22	10	91	0	1	1600	21465	1											157	55											21474	3	10															
7091	Divine Blessing	7		1	2	Defense	2	Enhancement Skills	40	1	23	10	93	0	1	1600	21465	1											135	55											21474	3	10															
7098	Partbreaker	7		1	1	Attack	2	Enhancement Skills	50	1	25	10	100	0	1	2000	21465	5											157	90											21474	5	10															
7099	Destruction God	7		1	1	Attack	2	Enhancement Skills	80	1	25	15	101	0	1	3000	21465	8											160	150	5	300									21474	8	10	21474	30	10												
7100	Adrenaline +1	7		1	3	Status	2	Enhancement Skills	50	1	26	10	102	0	1	1600	21465	2											156	70											21474	4	10															
7104	Mind's Eye	7		1	1	Attack	4	Special Skills	60	1	27	10	106	0	1	2400	21465	5											161	90	5	180									21474	5	10	21474	18	10												
7110	Halve Hunger	7		1	3	Status	4	Special Skills	15	1	31	10	112	0	1	600													55	35											21474	4	10															
7111	Negate Hunger	7		1	3	Status	4	Special Skills	30	1	31	20	113	0	1	1200													151	50	5	100									21474	3	10	21474	10	10												
7113	Constitution +1	7		1	2	Defense	2	Enhancement Skills	20	1	32	10	115	0	1	800													55	35											21474	4	10															
7114	Constitution +2	7		1	2	Defense	2	Enhancement Skills	40	1	32	15	116	0	1	1600	21465	2											161	70	5	140									21474	4	10	21474	14	10												
7115	Constitution +3	7		1	2	Defense	2	Enhancement Skills	60	1	32	20	117	0	1	2400	21465	5											156	90											21474	5	10															
7118	Butterfly Form	7		1	3	Status	2	Enhancement Skills	60	1	33	10	120	0	1	2400	21465	2											134	70											21474	4	10															
7127	Status Atk +1	7		1	1	Attack	2	Enhancement Skills	50	1	36	10	129	0	1	2000	21465	2											159	35											21474	2	10															
7134	Trap Master	7		1	3	Status	4	Special Skills	30	1	38	10	136	0	1	1200													56	20											21474	2	10															
7138	Tremor Res	7		1	2	Defense	4	Special Skills	50	1	42	10	140	0	1	2000	21465	2											158	70											21474	4	10															
7139	See Through +1	7		1	2	Defense	4	Special Skills	30	1	43	10	141	0	1	1200													55	40											21474	4	10															
7140	See Through +2	7		1	2	Defense	4	Special Skills	60	1	43	15	142	0	1	2400	21465	5											155	45											21474	3	10															
7141	Attract	7		1	1	Attack	4	Special Skills	40	1	44	10	143	0	1	2000	21465	1											127	55											21474	3	10															
7145	Sneak	7		1	3	Status	4	Special Skills	60	1	48	10	147	0	1	2400	21465	2											159	35											21474	2	10															
7149	Guard +1	7		1	2	Defense	2	Enhancement Skills	40	1	50	10	151	0	1	1600	21465	2											151	70	5	140									21474	4	10	21474	14	10												
7152	Guard Boost	7		1	2	Defense	2	Enhancement Skills	50	1	51	10	154	0	1	2000	21465	2											151	70	5	140									21474	4	10	21474	14	10												
7155	Stam Recov +1	7		1	3	Status	2	Enhancement Skills	40	1	53	10	157	0	1	1600	21465	1											148	55											21474	3	10															
7160	Evade Dist +1	7		1	2	Defense	2	Enhancement Skills	60	1	54	10	162	0	1	2400	21465	5											160	90	5	180									21474	5	10	21474	18	10												
7165	Guts	7		1	2	Defense	4	Special Skills	40	1	56	10	167	0	1	1600	21465	1											130	55											21474	3	10															
7166	Challenger +1	7		1	1	Attack	4	Special Skills	35	1	57	10	168	0	1	1000													51	40											21474	4	10															
7167	Challenger +2	7		1	1	Attack	4	Special Skills	70	1	57	15	997	0	1	2000	21465	2											160	70	5	140									21474	4	10	21474	14	10												
7168	Anti-bacterial	7		1	2	Defense	4	Special Skills	30	1	58	10	169	0	1	1200													51	40											21474	4	10															
7169	Fortify	7		1	3	Status	4	Special Skills	60	1	59	10	170	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
7170	Negate Mud/Snow	7		1	2	Defense	4	Special Skills	40	1	60	10	171	0	1	1600													55	45											21474	5	10															
7171	Windproof (Lo)	7		1	2	Defense	4	Special Skills	30	1	61	10	172	0	1	1200													144	50											21474	3	10															
7172	Windproof (Hi)	7		1	2	Defense	4	Special Skills	50	1	61	15	173	0	1	2000	21465	2											161	70	5	140									21474	4	10	21474	14	10												
7174	Marathon Runner +1	7		1	3	Status	2	Enhancement Skills	40	1	62	10	175	0	1	1600	21465	1											156	55											21474	3	10															
7179	Violent Strike	7		1	1	Attack	2	Enhancement Skills	30	1	65	10	180	0	1	1200													161	50	5	100									21474	3	10	21474	10	10												
7180	Wide-Range +1	7		1	3	Status	4	Special Skills	20	1	66	10	181	0	1	800													55	35											21474	4	10															
7181	Wide-Range +2	7		1	3	Status	4	Special Skills	30	1	66	15	182	0	1	1200													132	50											21474	3	10															
7182	Wide-Range +3	7		1	3	Status	4	Special Skills	40	1	66	20	183	0	1	1600	21465	1											146	55											21474	3	10															
7185	Assassin Tech +1	7		1	1	Attack	2	Enhancement Skills	40	1	68	10	186	0	1	1600	21465	1											157	55											21474	3	10															
7186	Assassin Tech +2	7		1	1	Attack	2	Enhancement Skills	60	1	68	15	187	0	1	2400	21465	5											158	90											21474	5	10															
7187	Sharp	7		1	1	Attack	2	Enhancement Skills	60	1	69	10	188	0	1	2400	21465	5											161	90	5	180									21474	5	10	21474	18	10												
7192	Wilderness Survival	7		1	3	Status	4	Special Skills	10	1	71	10	213	0	1	400													52	35											21474	4	10															
7196	Flying Wyvern Killer	7		1	1	Attack	4	Special Skills	40	1	75	10	217	0	1	1600	21465	1											155	27											21474	2	10															
7197	Bird Wyvern Killer	7		1	1	Attack	4	Special Skills	40	1	76	10	218	0	1	1600	21465	1											153	55											21474	3	10															
7198	Carapacean Killer	7		1	1	Attack	4	Special Skills	40	1	77	10	219	0	1	1600	21465	1											152	55											21474	3	10															
7199	Elder Dragon Killer	7		1	1	Attack	4	Special Skills	40	1	78	10	220	0	1	1600	21465	1											145	55											21474	3	10															
7200	Piscine Wyvern Killer	7		1	1	Attack	4	Special Skills	40	1	79	10	221	0	1	1600	21465	1											126	55											21474	3	10															
7201	Fanged Beast Killer	7		1	1	Attack	4	Special Skills	40	1	80	10	222	0	1	1600	21465	1											136	55											21474	3	10															
7205	Tripping Power	7		1	1	Attack	2	Enhancement Skills	40	1	84	10	226	0	1	1600	21465	2											160	70	5	140									21474	4	10	21474	14	10												
7206	Heat Cancel	7		1	3	Status	2	Enhancement Skills	30	1	85	10	227	0	1	1200													54	40											21474	4	10															
7207	Cold Res	7		1	3	Status	2	Enhancement Skills	20	1	86	10	228	0	1	800													51	35											21474	4	10															
7234	Gourmand	7		1	3	Status	4	Special Skills	10	1	110	10	234	0	1	400													51	35											21474	4	10															
7235	Unscathed	7		1	1	Attack	2	Enhancement Skills	70	1	111	10	235	0	1	2800	21465	5											159	45											21474	3	10															
7237	Water Res +1	7		1	2	Defense	3	Element	20	1	113	10	237	0	1	800													54	35											21474	4	10															
7238	Water Res +2	7		1	2	Defense	3	Element	40	1	113	15	238	0	1	1600													52	45											21474	5	10															
7241	Fire Res +1	7		1	2	Defense	3	Element	20	1	114	10	241	0	1	800													55	35											21474	4	10															
7242	Fire Res +2	7		1	2	Defense	3	Element	40	1	114	15	242	0	1	1600													55	45											21474	5	10															
7245	Thunder Res +1	7		1	2	Defense	3	Element	20	1	115	10	245	0	1	800													55	35											21474	4	10															
7246	Thunder Res +2	7		1	2	Defense	3	Element	40	1	115	15	246	0	1	1600													57	45											21474	5	10															
7249	Dragon Res +1	7		1	2	Defense	3	Element	20	1	116	10	249	0	1	800													53	35											21474	4	10															
7250	Dragon Res +2	7		1	2	Defense	3	Element	40	1	116	15	250	0	1	1600													56	22											21474	3	10															
7253	Ice Res +1	7		1	2	Defense	3	Element	20	1	117	10	253	0	1	800													55	35											21474	4	10															
7254	Ice Res +2	7		1	2	Defense	3	Element	40	1	117	15	254	0	1	1600													55	45											21474	5	10															
7258	Speed Sharpening	7		1	1	Attack	4	Special Skills	30	1	119	10	258	0	1	1200													55	40											21474	4	10															
7259	High Speed Sharpening	7		1	1	Attack	4	Special Skills	70	1	119	15	259	0	1	2800	21465	6											163	50	5	200									21474	3	10	21474	20	10												
7261	Stun Lock	7		1	1	Attack	2	Enhancement Skills	50	1	120	10	261	0	1	2000	21465	1											156	60											21474	3	10															
7264	Recovery Up	7		1	2	Defense	4	Special Skills	20	1	123	10	264	0	1	800													55	35											21474	4	10															
7265	Recovery Up Large	7		1	2	Defense	4	Special Skills	30	1	123	15	265	0	1	1200													104	50											21474	3	10															
7267	Herbal Daren	7		1	3	Status	4	Special Skills	10	1	124	10	267	0	1	400													55	35											21474	4	10															
7289	Negate Bleeding	7		1	2	Defense	4	Special Skills	50	1	135	10	290	0	1	2000	21465	1											142	60											21474	3	10															
8001	Attack Up (S)	8		1	1	Attack	1	Basic Skills	20	1	1	10	1	0	1	800													52	35											21474	4	10															
8002	Attack Up (M)	8		1	1	Attack	1	Basic Skills	40	1	1	15	2	0	1	1600													55	45											21474	5	10															
8003	Attack Up (L)	8		1	1	Attack	1	Basic Skills	60	1	1	20	3	0	1	2400	21465	2											158	70											21474	4	10															
8004	Attack Up (XL)	8		1	1	Attack	1	Basic Skills	80	1	1	25	4	0	1	3200	21465	5											163	45	5	180									21474	3	10	21474	18	10												
8005	Attack Up (XXL)	8		1	1	Attack	1	Basic Skills	100	1	1	30	5	0	1	4000	21465	10											160	200	5	400									21474	10	10	21474	40	10												
8010	Defense Up (S)	8		1	2	Defense	1	Basic Skills	10	1	2	10	10	0	1	400													51	35											21474	4	10															
8011	Defense Up (M)	8		1	2	Defense	1	Basic Skills	20	1	2	15	11	0	1	800													53	35											21474	4	10															
8012	Defense Up (L)	8		1	2	Defense	1	Basic Skills	30	1	2	20	12	0	1	1200													129	50											21474	3	10															
8013	Defense Up (XL)	8		1	2	Defense	1	Basic Skills	40	1	2	25	13	0	1	1600													56	22											21474	3	10															
8014	Defense Up (XXL)	8		1	2	Defense	1	Basic Skills	50	1	2	30	14	0	1	2000	21465	2											151	70	5	140									21474	4	10	21474	14	10												
8019	Critical Eye +1	8		1	1	Attack	2	Enhancement Skills	20	1	3	10	19	0	1	800													52	35											21474	4	10															
8020	Critical Eye +2	8		1	1	Attack	2	Enhancement Skills	30	1	3	15	20	0	1	1200													53	40											21474	4	10															
8021	Critical Eye +3	8		1	1	Attack	2	Enhancement Skills	40	1	3	20	21	0	1	1600	21465	1											128	55											21474	3	10															
8022	Critical Eye +4	8		1	1	Attack	2	Enhancement Skills	50	1	3	25	22	0	1	2000	21465	2											157	70											21474	4	10															
8023	Critical Eye +5	8		1	1	Attack	2	Enhancement Skills	60	1	3	30	23	0	1	2400	21465	5											157	90											21474	5	10															
8029	Speed Eating	8		1	3	Status	2	Enhancement Skills	30	1	5	10	29	0	1	400													55	40											21474	4	10															
8034	Detect	8		1	3	Status	4	Special Skills	20	1	7	10	34	0	1	800													56	17											21474	2	10															
8037	Perception	8		1	3	Status	4	Special Skills	60	1	9	10	37	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
8038	Health +1	8		1	2	Defense	1	Basic Skills	15	1	10	10	38	0	1	600													51	35											21474	4	10															
8039	Health +2	8		1	2	Defense	1	Basic Skills	30	1	10	15	39	0	1	1200													55	40											21474	4	10															
8040	Health +3	8		1	2	Defense	1	Basic Skills	45	1	10	20	40	0	1	1800	21465	1											138	60											21474	3	10															
8041	Health +4	8		1	2	Defense	1	Basic Skills	60	1	10	25	41	0	1	2400	21465	2											163	35	5	140									21474	2	10	21474	14	10												
8042	Health +5	8		1	2	Defense	1	Basic Skills	75	1	10	30	42	0	1	3000	21465	5											160	90	5	180									21474	5	10	21474	18	10												
8047	Rec Speed +1	8		1	2	Defense	2	Enhancement Skills	10	1	11	10	47	0	1	400													55	35											21474	4	10															
8048	Rec Speed +2	8		1	2	Defense	2	Enhancement Skills	20	1	11	15	48	0	1	800													51	35											21474	4	10															
8049	Rec Speed +3	8		1	2	Defense	2	Enhancement Skills	30	1	11	20	49	0	1	1200													158	50											21474	3	10															
8057	Water Atk +1	8		1	1	Attack	3	Element	20	1	13	10	57	0	1	800													52	35											21474	4	10															
8058	Water Atk +2	8		1	1	Attack	3	Element	40	1	13	15	58	0	1	1600	21465	1											124	55											21474	3	10															
8059	Water Atk +3	8		1	1	Attack	3	Element	60	1	13	20	59	0	1	2400	21465	2											163	35	5	140									21474	2	10	21474	14	10												
8061	Fire Atk +1	8		1	1	Attack	3	Element	20	1	14	10	61	0	1	800													55	35											21474	4	10															
8062	Fire Atk +2	8		1	1	Attack	3	Element	40	1	14	15	62	0	1	1600	21465	1											147	55											21474	3	10															
8063	Fire Atk +3	8		1	1	Attack	3	Element	60	1	14	20	63	0	1	2400	21465	2											156	70											21474	4	10															
8065	Thunder Atk +1	8		1	1	Attack	3	Element	20	1	15	10	65	0	1	800													57	35											21474	4	10															
8066	Thunder Atk +2	8		1	1	Attack	3	Element	40	1	15	15	66	0	1	1600	21465	1											143	55											21474	3	10															
8067	Thunder Atk +3	8		1	1	Attack	3	Element	60	1	15	20	67	0	1	2400	21465	2											143	70											21474	4	10															
8069	Dragon Atk +1	8		1	1	Attack	3	Element	20	1	16	10	69	0	1	800													56	17											21474	2	10															
8070	Dragon Atk +2	8		1	1	Attack	3	Element	40	1	16	15	70	0	1	1600	21465	1											134	55											21474	3	10															
8071	Dragon Atk +3	8		1	1	Attack	3	Element	60	1	16	20	71	0	1	2400	21465	2											147	70											21474	4	10															
8073	Ice Atk +1	8		1	1	Attack	3	Element	20	1	17	10	73	0	1	800													52	35											21474	4	10															
8074	Ice Atk +2	8		1	1	Attack	3	Element	40	1	17	15	74	0	1	1600	21465	1											154	27											21474	2	10															
8075	Ice Atk +3	8		1	1	Attack	3	Element	60	1	17	20	75	0	1	2400	21465	2											155	35											21474	2	10															
8077	Negate Paralysis	8		1	2	Defense	4	Special Skills	60	1	18	10	78	0	1	2400	21465	2											148	70											21474	4	10															
8079	Halve Stun	8		1	2	Defense	4	Special Skills	30	1	19	10	80	0	1	1200													55	40											21474	4	10															
8080	Negate Stun	8		1	2	Defense	4	Special Skills	60	1	19	15	81	0	1	2400	21465	2											160	70	5	140									21474	4	10	21474	14	10												
8082	Negate Sleep	8		1	2	Defense	4	Special Skills	50	1	20	10	84	0	1	2000	21465	2											152	70											21474	4	10															
8084	Halve Poison	8		1	2	Defense	4	Special Skills	20	1	21	10	86	0	1	800													52	35											21474	4	10															
8085	Negate Poison	8		1	2	Defense	4	Special Skills	40	1	21	15	87	0	1	1600	21465	2											161	70	5	140									21474	4	10	21474	14	10												
8089	Concentrate	8		1	1	Attack	2	Enhancement Skills	40	1	22	10	91	0	1	1600	21465	1											157	55											21474	3	10															
8091	Divine Blessing	8		1	2	Defense	2	Enhancement Skills	40	1	23	10	93	0	1	1600	21465	1											135	55											21474	3	10															
8098	Partbreaker	8		1	1	Attack	2	Enhancement Skills	50	1	25	10	100	0	1	2000	21465	5											157	90											21474	5	10															
8099	Destruction God	8		1	1	Attack	2	Enhancement Skills	80	1	25	15	101	0	1	3000	21465	8											160	150	5	300									21474	8	10	21474	30	10												
8100	Adrenaline +1	8		1	3	Status	2	Enhancement Skills	50	1	26	10	102	0	1	1600	21465	2											156	70											21474	4	10															
8104	Mind's Eye	8		1	1	Attack	4	Special Skills	60	1	27	10	106	0	1	2400	21465	5											161	90	5	180									21474	5	10	21474	18	10												
8106	Weakness Exploit	8		1	1	Attack	4	Special Skills	60	1	29	10	108	0	1	2400	21465	5											160	90	5	180									21474	5	10	21474	18	10												
8110	Halve Hunger	8		1	3	Status	4	Special Skills	15	1	31	10	112	0	1	600													55	35											21474	4	10															
8111	Negate Hunger	8		1	3	Status	4	Special Skills	30	1	31	20	113	0	1	1200													151	50	5	100									21474	3	10	21474	10	10												
8113	Constitution +1	8		1	2	Defense	2	Enhancement Skills	20	1	32	10	115	0	1	800													55	35											21474	4	10															
8114	Constitution +2	8		1	2	Defense	2	Enhancement Skills	40	1	32	15	116	0	1	1600	21465	2											161	70	5	140									21474	4	10	21474	14	10												
8115	Constitution +3	8		1	2	Defense	2	Enhancement Skills	60	1	32	20	117	0	1	2400	21465	5											156	90											21474	5	10															
8118	Butterfly Form	8		1	3	Status	2	Enhancement Skills	60	1	33	10	120	0	1	2400	21465	2											134	70											21474	4	10															
8127	Status Atk +1	8		1	1	Attack	2	Enhancement Skills	50	1	36	10	129	0	1	2000	21465	2											159	35											21474	2	10															
8134	Trap Master	8		1	3	Status	4	Special Skills	30	1	38	10	136	0	1	1200													56	20											21474	2	10															
8138	Tremor Res	8		1	2	Defense	4	Special Skills	50	1	42	10	140	0	1	2000	21465	2											158	70											21474	4	10															
8139	See Through +1	8		1	2	Defense	4	Special Skills	30	1	43	10	141	0	1	1200													55	40											21474	4	10															
8140	See Through +2	8		1	2	Defense	4	Special Skills	60	1	43	15	142	0	1	2400	21465	5											155	45											21474	3	10															
8141	Attract	8		1	1	Attack	4	Special Skills	40	1	44	10	143	0	1	2000	21465	1											127	55											21474	3	10															
8145	Sneak	8		1	3	Status	4	Special Skills	60	1	48	10	147	0	1	2400	21465	2											159	35											21474	2	10															
8147	Earplugs	8		1	2	Defense	4	Special Skills	60	1	49	10	149	0	1	2400	21465	5											163	45	5	180									21474	3	10	21474	18	10												
8155	Stam Recov +1	8		1	3	Status	2	Enhancement Skills	40	1	53	10	157	0	1	1600	21465	1											148	55											21474	3	10															
8160	Evade Dist +1	8		1	2	Defense	2	Enhancement Skills	60	1	54	10	162	0	1	2400	21465	5											160	90	5	180									21474	5	10	21474	18	10												
8162	Evasion +1	8		1	2	Defense	2	Enhancement Skills	60	1	55	10	164	0	1	2400	21465	5											156	90											21474	5	10															
8165	Guts	8		1	2	Defense	4	Special Skills	40	1	56	10	167	0	1	1600	21465	1											130	55											21474	3	10															
8166	Challenger +1	8		1	1	Attack	4	Special Skills	35	1	57	10	168	0	1	1000													51	40											21474	4	10															
8167	Challenger +2	8		1	1	Attack	4	Special Skills	70	1	57	15	997	0	1	2000	21465	2											160	70	5	140									21474	4	10	21474	14	10												
8168	Anti-bacterial	8		1	2	Defense	4	Special Skills	30	1	58	10	169	0	1	1200													51	40											21474	4	10															
8169	Fortify	8		1	3	Status	4	Special Skills	60	1	59	10	170	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
8170	Negate Mud/Snow	8		1	2	Defense	4	Special Skills	40	1	60	10	171	0	1	1600													55	45											21474	5	10															
8171	Windproof (Lo)	8		1	2	Defense	4	Special Skills	30	1	61	10	172	0	1	1200													144	50											21474	3	10															
8172	Windproof (Hi)	8		1	2	Defense	4	Special Skills	50	1	61	15	173	0	1	2000	21465	2											161	70	5	140									21474	4	10	21474	14	10												
8174	Marathon Runner +1	8		1	3	Status	2	Enhancement Skills	40	1	62	10	175	0	1	1600	21465	1											156	55											21474	3	10															
8179	Violent Strike	8		1	1	Attack	2	Enhancement Skills	30	1	65	10	180	0	1	1200													161	50	5	100									21474	3	10	21474	10	10												
8180	Wide-Range +1	8		1	3	Status	4	Special Skills	20	1	66	10	181	0	1	800													55	35											21474	4	10															
8181	Wide-Range +2	8		1	3	Status	4	Special Skills	30	1	66	15	182	0	1	1200													132	50											21474	3	10															
8182	Wide-Range +3	8		1	3	Status	4	Special Skills	40	1	66	20	183	0	1	1600	21465	1											146	55											21474	3	10															
8185	Assassin Tech +1	8		1	1	Attack	2	Enhancement Skills	40	1	68	10	186	0	1	1600	21465	1											157	55											21474	3	10															
8186	Assassin Tech +2	8		1	1	Attack	2	Enhancement Skills	60	1	68	15	187	0	1	2400	21465	5											158	90											21474	5	10															
8187	Sharp	8		1	1	Attack	2	Enhancement Skills	60	1	69	10	188	0	1	2400	21465	5											161	90	5	180									21474	5	10	21474	18	10												
8192	Wilderness Survival	8		1	3	Status	4	Special Skills	10	1	71	10	213	0	1	400													52	35											21474	4	10															
8196	Flying Wyvern Killer	8		1	1	Attack	4	Special Skills	40	1	75	10	217	0	1	1600	21465	1											155	27											21474	2	10															
8197	Bird Wyvern Killer	8		1	1	Attack	4	Special Skills	40	1	76	10	218	0	1	1600	21465	1											153	55											21474	3	10															
8198	Carapacean Killer	8		1	1	Attack	4	Special Skills	40	1	77	10	219	0	1	1600	21465	1											152	55											21474	3	10															
8199	Elder Dragon Killer	8		1	1	Attack	4	Special Skills	40	1	78	10	220	0	1	1600	21465	1											145	55											21474	3	10															
8200	Piscine Wyvern Killer	8		1	1	Attack	4	Special Skills	40	1	79	10	221	0	1	1600	21465	1											126	55											21474	3	10															
8201	Fanged Beast Killer	8		1	1	Attack	4	Special Skills	40	1	80	10	222	0	1	1600	21465	1											136	55											21474	3	10															
8204	KO	8		1	1	Attack	2	Enhancement Skills	50	1	83	10	225	0	1	2000	21465	1											150	60											21474	3	10															
8205	Tripping Power	8		1	1	Attack	2	Enhancement Skills	40	1	84	10	226	0	1	1600	21465	2											160	70	5	140									21474	4	10	21474	14	10												
8206	Heat Cancel	8		1	3	Status	2	Enhancement Skills	30	1	85	10	227	0	1	1200													54	40											21474	4	10															
8207	Cold Res	8		1	3	Status	2	Enhancement Skills	20	1	86	10	228	0	1	800													51	35											21474	4	10															
8234	Gourmand	8		1	3	Status	4	Special Skills	10	1	110	10	234	0	1	400													51	35											21474	4	10															
8235	Unscathed	8		1	1	Attack	2	Enhancement Skills	70	1	111	10	235	0	1	2800	21465	5											159	45											21474	3	10															
8237	Water Res +1	8		1	2	Defense	3	Element	20	1	113	10	237	0	1	800													54	35											21474	4	10															
8238	Water Res +2	8		1	2	Defense	3	Element	40	1	113	15	238	0	1	1600													52	45											21474	5	10															
8241	Fire Res +1	8		1	2	Defense	3	Element	20	1	114	10	241	0	1	800													55	35											21474	4	10															
8242	Fire Res +2	8		1	2	Defense	3	Element	40	1	114	15	242	0	1	1600													55	45											21474	5	10															
8245	Thunder Res +1	8		1	2	Defense	3	Element	20	1	115	10	245	0	1	800													55	35											21474	4	10															
8246	Thunder Res +2	8		1	2	Defense	3	Element	40	1	115	15	246	0	1	1600													57	45											21474	5	10															
8249	Dragon Res +1	8		1	2	Defense	3	Element	20	1	116	10	249	0	1	800													53	35											21474	4	10															
8250	Dragon Res +2	8		1	2	Defense	3	Element	40	1	116	15	250	0	1	1600													56	22											21474	3	10															
8253	Ice Res +1	8		1	2	Defense	3	Element	20	1	117	10	253	0	1	800													55	35											21474	4	10															
8254	Ice Res +2	8		1	2	Defense	3	Element	40	1	117	15	254	0	1	1600													55	45											21474	5	10															
8261	Stun Lock	8		1	1	Attack	2	Enhancement Skills	50	1	120	10	261	0	1	2000	21465	1											156	60											21474	3	10															
8264	Recovery Up	8		1	2	Defense	4	Special Skills	20	1	123	10	264	0	1	800													55	35											21474	4	10															
8265	Recovery Up Large	8		1	2	Defense	4	Special Skills	30	1	123	15	265	0	1	1200													104	50											21474	3	10															
